agency_cd,site_no,datetime,tz_cd,121360_00010,121360_00010_cd,121357_00060,121357_00060_cd,121358_00065,121358_00065_cd,121361_00095,121361_00095_cd,121364_00300,121364_00300_cd,121365_00301,121365_00301_cd,121362_00400,121362_00400_cd,277154_63680,277154_63680_cd
USGS,1467042,2023-10-10 08:30,EDT,13.6,P,37.1,P,3.31,P,656,P,8.5,P,82,P,7.5,P,0.6,P
USGS,1467042,2023-10-10 08:45,EDT,13.6,P,37.1,P,3.31,P,656,P,8.5,P,82,P,7.5,P,0.6,P
USGS,1467042,2023-10-10 09:00,EDT,13.6,P,37.1,P,3.31,P,655,P,8.5,P,82,P,7.5,P,0.6,P
USGS,1467042,2023-10-10 09:15,EDT,13.6,P,37.1,P,3.31,P,655,P,8.6,P,,,7.5,P,0.5,P
USGS,1467042,2023-10-10 09:30,EDT,13.6,P,35.5,P,3.30,P,654,P,8.6,P,83,P,7.5,P,0.5,P
USGS,1467042,2023-10-10 09:45,EDT,13.6,P,37.1,P,3.31,P,654,P,8.7,P,84,P,7.5,P,0.5,P
USGS,1467042,2023-10-10 10:00,EDT,13.6,P,35.5,P,3.30,P,654,P,8.7,P,84,P,7.5,P,0.6,P
USGS,1467042,2023-10-10 10:15,EDT,13.6,P,35.5,P,3.30,P,653,P,8.8,P,,,7.5,P,0.4,P
USGS,1467042,2023-10-10 10:30,EDT,13.6,P,35.5,P,3.30,P,653,P,8.9,P,86,P,7.5,P,0.5,P
USGS,1467042,2023-10-10 10:45,EDT,13.6,P,35.5,P,3.30,P,653,P,9.0,P,87,P,7.5,P,0.4,P
USGS,1467042,2023-10-10 11:00,EDT,13.6,P,35.5,P,3.30,P,652,P,9.1,P,88,P,7.5,P,0.5,P
USGS,1467042,2023-10-10 11:15,EDT,13.7,P,35.5,P,3.30,P,652,P,9.1,P,,,7.5,P,0.6,P
USGS,1467042,2023-10-10 11:30,EDT,13.7,P,35.5,P,3.30,P,652,P,9.2,P,88,P,7.5,P,0.5,P
USGS,1467042,2023-10-10 11:45,EDT,13.7,P,35.5,P,3.30,P,652,P,9.2,P,88,P,7.5,P,0.5,P
USGS,1467042,2023-10-10 12:00,EDT,13.7,P,34.0,P,3.29,P,652,P,9.3,P,90,P,7.5,P,0.5,P
USGS,1467042,2023-10-10 12:15,EDT,13.8,P,34.0,P,3.29,P,651,P,9.5,P,,,7.6,P,0.7,P
USGS,1467042,2023-10-10 12:30,EDT,13.9,P,34.0,P,3.29,P,651,P,9.7,P,94,P,7.6,P,0.5,P
USGS,1467042,2023-10-10 12:45,EDT,14.0,P,34.0,P,3.29,P,650,P,10.0,P,97,P,7.6,P,0.5,P
USGS,1467042,2023-10-10 13:00,EDT,14.1,P,34.0,P,3.29,P,650,P,10.1,P,98,P,7.6,P,0.5,P
USGS,1467042,2023-10-10 13:15,EDT,14.2,P,34.0,P,3.29,P,650,P,10.3,P,,,7.6,P,0.5,P
USGS,1467042,2023-10-10 13:30,EDT,14.2,P,34.0,P,3.29,P,650,P,10.5,P,102,P,7.7,P,0.7,P
USGS,1467042,2023-10-10 13:45,EDT,14.3,P,34.0,P,3.29,P,649,P,10.6,P,104,P,7.7,P,0.6,P
USGS,1467042,2023-10-10 14:00,EDT,14.3,P,34.0,P,3.29,P,649,P,10.8,P,105,P,7.7,P,0.5,P
USGS,1467042,2023-10-10 14:15,EDT,14.3,P,34.0,P,3.29,P,649,P,10.8,P,,,7.7,P,0.6,P
USGS,1467042,2023-10-10 14:30,EDT,14.4,P,34.0,P,3.29,P,649,P,11.0,P,107,P,7.8,P,0.6,P
USGS,1467042,2023-10-10 14:45,EDT,14.4,P,34.0,P,3.29,P,649,P,11.1,P,108,P,7.8,P,0.8,P
USGS,1467042,2023-10-10 15:00,EDT,14.4,P,34.0,P,3.29,P,648,P,11.2,P,110,P,7.8,P,0.7,P
USGS,1467042,2023-10-10 15:15,EDT,14.5,P,34.0,P,3.29,P,648,P,11.4,P,,,7.9,P,0.7,P
USGS,1467042,2023-10-10 15:30,EDT,14.5,P,34.0,P,3.29,P,648,P,11.5,P,113,P,7.9,P,0.9,P
USGS,1467042,2023-10-10 15:45,EDT,14.5,P,34.0,P,3.29,P,647,P,11.6,P,114,P,7.9,P,0.8,P
USGS,1467042,2023-10-10 16:00,EDT,14.6,P,35.5,P,3.30,P,647,P,11.6,P,115,P,7.9,P,0.8,P
USGS,1467042,2023-10-10 16:15,EDT,14.6,P,35.5,P,3.30,P,647,P,11.6,P,,,8.0,P,0.8,P
USGS,1467042,2023-10-10 16:30,EDT,14.6,P,35.5,P,3.30,P,647,P,11.7,P,115,P,8.0,P,0.8,P
USGS,1467042,2023-10-10 16:45,EDT,14.6,P,35.5,P,3.30,P,647,P,11.6,P,115,P,8.0,P,0.8,P
USGS,1467042,2023-10-10 17:00,EDT,14.7,P,35.5,P,3.30,P,646,P,11.7,P,116,P,8.0,P,0.7,P
USGS,1467042,2023-10-10 17:15,EDT,14.7,P,35.5,P,3.30,P,646,P,11.8,P,,,8.0,P,1.0,P
USGS,1467042,2023-10-10 17:30,EDT,14.7,P,37.1,P,3.31,P,646,P,11.8,P,116,P,8.0,P,0.8,P
USGS,1467042,2023-10-10 17:45,EDT,14.8,P,35.5,P,3.30,P,646,P,11.8,P,116,P,8.0,P,0.8,P
USGS,1467042,2023-10-10 18:00,EDT,14.8,P,37.1,P,3.31,P,645,P,11.8,P,116,P,8.0,P,0.8,P
USGS,1467042,2023-10-10 18:15,EDT,14.8,P,35.5,P,3.30,P,645,P,11.7,P,,,8.0,P,0.8,P
USGS,1467042,2023-10-10 18:30,EDT,14.8,P,35.5,P,3.30,P,645,P,11.7,P,116,P,8.1,P,0.9,P
USGS,1467042,2023-10-10 18:45,EDT,14.8,P,37.1,P,3.31,P,645,P,11.7,P,116,P,8.1,P,0.8,P
USGS,1467042,2023-10-10 19:00,EDT,14.8,P,37.1,P,3.31,P,645,P,11.7,P,115,P,8.1,P,0.9,P
USGS,1467042,2023-10-10 19:15,EDT,14.8,P,37.1,P,3.31,P,645,P,11.6,P,,,8.1,P,0.8,P
USGS,1467042,2023-10-10 19:30,EDT,14.7,P,35.5,P,3.30,P,645,P,11.5,P,114,P,8.1,P,0.9,P
USGS,1467042,2023-10-10 19:45,EDT,14.7,P,35.5,P,3.30,P,645,P,11.4,P,113,P,8.1,P,0.9,P
USGS,1467042,2023-10-10 20:00,EDT,14.7,P,37.1,P,3.31,P,645,P,11.4,P,112,P,8.1,P,0.9,P
USGS,1467042,2023-10-10 20:15,EDT,14.7,P,37.1,P,3.31,P,646,P,11.2,P,,,8.0,P,0.8,P
USGS,1467042,2023-10-10 20:30,EDT,14.7,P,37.1,P,3.31,P,646,P,11.1,P,110,P,8.0,P,0.8,P
USGS,1467042,2023-10-10 20:45,EDT,14.7,P,35.5,P,3.30,P,647,P,11.0,P,108,P,8.0,P,1.0,P
USGS,1467042,2023-10-10 21:00,EDT,14.6,P,35.5,P,3.30,P,647,P,10.9,P,107,P,8.0,P,1.0,P
USGS,1467042,2023-10-10 21:15,EDT,14.6,P,35.5,P,3.30,P,647,P,10.7,P,,,8.0,P,0.9,P
USGS,1467042,2023-10-10 21:30,EDT,14.6,P,35.5,P,3.30,P,647,P,10.6,P,105,P,8.0,P,0.9,P
USGS,1467042,2023-10-10 21:45,EDT,14.6,P,35.5,P,3.30,P,651,P,10.5,P,104,P,7.9,P,0.9,P
USGS,1467042,2023-10-10 22:00,EDT,14.6,P,35.5,P,3.30,P,654,P,10.4,P,102,P,7.9,P,1.0,P
USGS,1467042,2023-10-10 22:15,EDT,14.6,P,35.5,P,3.30,P,651,P,10.3,P,,,7.9,P,1.0,P
USGS,1467042,2023-10-10 22:30,EDT,14.5,P,35.5,P,3.30,P,651,P,10.2,P,100,P,7.9,P,0.9,P
USGS,1467042,2023-10-10 22:45,EDT,14.5,P,35.5,P,3.30,P,652,P,10.1,P,99,P,7.8,P,0.9,P
USGS,1467042,2023-10-10 23:00,EDT,14.5,P,35.5,P,3.30,P,651,P,10.0,P,98,P,7.8,P,0.9,P
USGS,1467042,2023-10-10 23:15,EDT,14.4,P,35.5,P,3.30,P,662,P,9.9,P,,,7.8,P,0.8,P
USGS,1467042,2023-10-10 23:30,EDT,14.4,P,35.5,P,3.30,P,664,P,9.9,P,97,P,7.8,P,0.9,P
USGS,1467042,2023-10-10 23:45,EDT,14.4,P,35.5,P,3.30,P,659,P,9.8,P,96,P,7.8,P,0.9,P
USGS,1467042,2023-10-11 00:00,EDT,14.4,P,35.5,P,3.30,P,661,P,9.7,P,95,P,7.8,P,1.1,P
USGS,1467042,2023-10-11 00:15,EDT,14.4,P,35.5,P,3.30,P,662,P,9.6,P,,,7.7,P,0.8,P
USGS,1467042,2023-10-11 00:30,EDT,14.4,P,34.0,P,3.29,P,663,P,9.5,P,94,P,7.7,P,1.0,P
USGS,1467042,2023-10-11 00:45,EDT,14.3,P,34.0,P,3.29,P,664,P,9.5,P,93,P,7.7,P,0.8,P
USGS,1467042,2023-10-11 01:00,EDT,14.3,P,34.0,P,3.29,P,665,P,9.4,P,92,P,7.7,P,0.9,P
USGS,1467042,2023-10-11 01:15,EDT,14.3,P,35.5,P,3.30,P,665,P,9.3,P,,,7.7,P,0.9,P
USGS,1467042,2023-10-11 01:30,EDT,14.3,P,34.0,P,3.29,P,666,P,9.3,P,90,P,7.7,P,0.9,P
USGS,1467042,2023-10-11 01:45,EDT,14.2,P,35.5,P,3.30,P,667,P,9.2,P,90,P,7.6,P,0.8,P
USGS,1467042,2023-10-11 02:00,EDT,14.2,P,34.0,P,3.29,P,668,P,9.1,P,89,P,7.6,P,0.8,P
USGS,1467042,2023-10-11 02:15,EDT,14.2,P,35.5,P,3.30,P,666,P,9.1,P,,,7.6,P,0.7,P
USGS,1467042,2023-10-11 02:30,EDT,14.2,P,35.5,P,3.30,P,670,P,9.0,P,88,P,7.6,P,0.8,P
USGS,1467042,2023-10-11 02:45,EDT,14.1,P,34.0,P,3.29,P,666,P,9.0,P,88,P,7.6,P,0.8,P
USGS,1467042,2023-10-11 03:00,EDT,14.1,P,35.5,P,3.30,P,671,P,8.9,P,87,P,7.6,P,0.8,P
USGS,1467042,2023-10-11 03:15,EDT,14.0,P,35.5,P,3.30,P,671,P,8.9,P,,,7.6,P,0.8,P
USGS,1467042,2023-10-11 03:30,EDT,14.0,P,35.5,P,3.30,P,672,P,8.9,P,86,P,7.6,P,0.7,P
USGS,1467042,2023-10-11 03:45,EDT,14.0,P,35.5,P,3.30,P,672,P,8.8,P,86,P,7.6,P,1.0,P
USGS,1467042,2023-10-11 04:00,EDT,14.0,P,35.5,P,3.30,P,672,P,8.8,P,85,P,7.5,P,1.0,P
USGS,1467042,2023-10-11 04:15,EDT,13.9,P,35.5,P,3.30,P,672,P,8.8,P,,,7.5,P,0.8,P
USGS,1467042,2023-10-11 04:30,EDT,13.9,P,35.5,P,3.30,P,672,P,8.7,P,85,P,7.5,P,0.9,P
USGS,1467042,2023-10-11 04:45,EDT,13.8,P,35.5,P,3.30,P,672,P,8.7,P,84,P,7.5,P,0.9,P
USGS,1467042,2023-10-11 05:00,EDT,13.8,P,37.1,P,3.31,P,673,P,8.7,P,84,P,7.5,P,0.9,P
USGS,1467042,2023-10-11 05:15,EDT,13.8,P,35.5,P,3.30,P,673,P,8.7,P,,,7.5,P,0.9,P
USGS,1467042,2023-10-11 05:30,EDT,13.7,P,35.5,P,3.30,P,673,P,8.6,P,84,P,7.5,P,0.9,P
USGS,1467042,2023-10-11 05:45,EDT,13.7,P,35.5,P,3.30,P,673,P,8.6,P,83,P,7.5,P,0.9,P
USGS,1467042,2023-10-11 06:00,EDT,13.7,P,35.5,P,3.30,P,673,P,8.6,P,83,P,7.5,P,0.9,P
USGS,1467042,2023-10-11 06:15,EDT,13.6,P,35.5,P,3.30,P,673,P,8.6,P,,,7.5,P,0.9,P
USGS,1467042,2023-10-11 06:30,EDT,13.6,P,35.5,P,3.30,P,673,P,8.6,P,83,P,7.5,P,1.2,P
USGS,1467042,2023-10-11 06:45,EDT,13.6,P,35.5,P,3.30,P,673,P,8.6,P,82,P,7.5,P,1.2,P
USGS,1467042,2023-10-11 07:00,EDT,13.5,P,35.5,P,3.30,P,673,P,8.6,P,82,P,7.5,P,0.8,P
USGS,1467042,2023-10-11 07:15,EDT,13.5,P,35.5,P,3.30,P,673,P,8.6,P,,,7.5,P,0.7,P
USGS,1467042,2023-10-11 07:30,EDT,13.4,P,35.5,P,3.30,P,673,P,8.6,P,82,P,7.5,P,0.8,P
USGS,1467042,2023-10-11 07:45,EDT,13.4,P,35.5,P,3.30,P,673,P,8.5,P,82,P,7.5,P,0.8,P
USGS,1467042,2023-10-11 08:00,EDT,13.4,P,35.5,P,3.30,P,672,P,8.5,P,81,P,7.4,P,0.7,P
USGS,1467042,2023-10-11 08:15,EDT,13.3,P,34.0,P,3.29,P,672,P,8.5,P,,,7.4,P,0.8,P
USGS,1467042,2023-10-11 08:30,EDT,13.3,P,34.0,P,3.29,P,672,P,8.5,P,82,P,7.4,P,0.8,P
USGS,1467042,2023-10-11 08:45,EDT,13.3,P,34.0,P,3.29,P,672,P,8.5,P,82,P,7.4,P,0.7,P
USGS,1467042,2023-10-11 09:00,EDT,13.2,P,34.0,P,3.29,P,672,P,8.5,P,82,P,7.4,P,0.6,P
USGS,1467042,2023-10-11 09:15,EDT,13.2,P,34.0,P,3.29,P,672,P,8.6,P,,,7.4,P,0.6,P
USGS,1467042,2023-10-11 09:30,EDT,13.2,P,34.0,P,3.29,P,671,P,8.6,P,82,P,7.4,P,0.6,P
USGS,1467042,2023-10-11 09:45,EDT,13.2,P,34.0,P,3.29,P,671,P,8.7,P,83,P,7.5,P,0.6,P
USGS,1467042,2023-10-11 10:00,EDT,13.2,P,34.0,P,3.29,P,671,P,8.8,P,84,P,7.5,P,0.8,P
USGS,1467042,2023-10-11 10:15,EDT,13.2,P,32.6,P,3.28,P,671,P,8.8,P,,,7.5,P,0.5,P
USGS,1467042,2023-10-11 10:30,EDT,13.2,P,32.6,P,3.28,P,671,P,8.8,P,84,P,7.5,P,0.6,P
USGS,1467042,2023-10-11 10:45,EDT,13.3,P,32.6,P,3.28,P,670,P,8.9,P,85,P,7.5,P,0.6,P
USGS,1467042,2023-10-11 11:00,EDT,13.3,P,32.6,P,3.28,P,670,P,9.0,P,86,P,7.5,P,0.6,P
USGS,1467042,2023-10-11 11:15,EDT,13.4,P,32.6,P,3.28,P,665,P,9.1,P,,,7.5,P,0.6,P
USGS,1467042,2023-10-11 11:30,EDT,13.4,P,32.6,P,3.28,P,669,P,9.2,P,89,P,7.5,P,0.6,P
USGS,1467042,2023-10-11 11:45,EDT,13.5,P,32.6,P,3.28,P,667,P,9.4,P,91,P,7.5,P,0.5,P
USGS,1467042,2023-10-11 12:00,EDT,13.6,P,32.6,P,3.28,P,668,P,9.5,P,91,P,7.5,P,0.5,P
USGS,1467042,2023-10-11 12:15,EDT,13.6,P,32.6,P,3.28,P,667,P,9.6,P,,,7.5,P,0.6,P
USGS,1467042,2023-10-11 12:30,EDT,13.7,P,31.2,P,3.27,P,667,P,9.8,P,95,P,7.6,P,0.5,P
USGS,1467042,2023-10-11 12:45,EDT,13.8,P,31.2,P,3.27,P,667,P,9.9,P,96,P,7.6,P,0.6,P
USGS,1467042,2023-10-11 13:00,EDT,13.8,P,32.6,P,3.28,P,666,P,10.0,P,96,P,7.6,P,0.5,P
USGS,1467042,2023-10-11 13:15,EDT,13.9,P,31.2,P,3.27,P,666,P,10.1,P,,,7.6,P,0.5,P
USGS,1467042,2023-10-11 13:30,EDT,13.9,P,31.2,P,3.27,P,666,P,10.1,P,98,P,7.6,P,0.6,P
USGS,1467042,2023-10-11 13:45,EDT,14.0,P,32.6,P,3.28,P,665,P,10.4,P,101,P,7.6,P,0.5,P
USGS,1467042,2023-10-11 14:00,EDT,14.1,P,31.2,P,3.27,P,665,P,10.5,P,102,P,7.6,P,0.6,P
USGS,1467042,2023-10-11 14:15,EDT,14.1,P,31.2,P,3.27,P,664,P,10.6,P,,,7.7,P,0.5,P
USGS,1467042,2023-10-11 14:30,EDT,14.2,P,31.2,P,3.27,P,663,P,10.8,P,105,P,7.7,P,0.5,P
USGS,1467042,2023-10-11 14:45,EDT,14.2,P,31.2,P,3.27,P,663,P,10.9,P,106,P,7.7,P,0.7,P
USGS,1467042,2023-10-11 15:00,EDT,14.3,P,31.2,P,3.27,P,663,P,11.1,P,109,P,7.8,P,0.5,P
USGS,1467042,2023-10-11 15:15,EDT,14.4,P,31.2,P,3.27,P,662,P,11.2,P,,,7.8,P,0.5,P
USGS,1467042,2023-10-11 15:30,EDT,14.4,P,32.6,P,3.28,P,662,P,11.3,P,111,P,7.8,P,0.5,P
USGS,1467042,2023-10-11 15:45,EDT,14.5,P,32.6,P,3.28,P,661,P,11.5,P,113,P,7.8,P,0.5,P
USGS,1467042,2023-10-11 16:00,EDT,14.6,P,32.6,P,3.28,P,660,P,11.7,P,115,P,7.9,P,0.5,P
USGS,1467042,2023-10-11 16:15,EDT,14.6,P,32.6,P,3.28,P,660,P,11.8,P,,,7.9,P,0.5,P
USGS,1467042,2023-10-11 16:30,EDT,14.7,P,34.0,P,3.29,P,659,P,11.9,P,118,P,7.9,P,0.4,P
USGS,1467042,2023-10-11 16:45,EDT,14.8,P,34.0,P,3.29,P,659,P,12.0,P,119,P,8.0,P,0.4,P
USGS,1467042,2023-10-11 17:00,EDT,14.9,P,34.0,P,3.29,P,659,P,12.1,P,120,P,8.0,P,0.4,P
USGS,1467042,2023-10-11 17:15,EDT,14.9,P,34.0,P,3.29,P,658,P,12.2,P,,,8.0,P,0.4,P
USGS,1467042,2023-10-11 17:30,EDT,15.0,P,35.5,P,3.30,P,658,P,12.2,P,121,P,8.0,P,0.4,P
USGS,1467042,2023-10-11 17:45,EDT,15.0,P,35.5,P,3.30,P,657,P,12.2,P,121,P,8.1,P,0.5,P
USGS,1467042,2023-10-11 18:00,EDT,15.0,P,35.5,P,3.30,P,657,P,12.2,P,121,P,8.1,P,0.4,P
USGS,1467042,2023-10-11 18:15,EDT,15.1,P,35.5,P,3.30,P,657,P,12.2,P,,,8.1,P,0.5,P
USGS,1467042,2023-10-11 18:30,EDT,15.1,P,35.5,P,3.30,P,656,P,12.1,P,120,P,8.1,P,0.4,P
USGS,1467042,2023-10-11 18:45,EDT,15.1,P,35.5,P,3.30,P,656,P,12.0,P,120,P,8.1,P,0.6,P
USGS,1467042,2023-10-11 19:00,EDT,15.0,P,35.5,P,3.30,P,655,P,12.0,P,119,P,8.1,P,0.5,P
USGS,1467042,2023-10-11 19:15,EDT,15.0,P,35.5,P,3.30,P,655,P,11.9,P,,,8.1,P,0.5,P
USGS,1467042,2023-10-11 19:30,EDT,15.0,P,35.5,P,3.30,P,654,P,11.7,P,117,P,8.1,P,0.5,P
USGS,1467042,2023-10-11 19:45,EDT,15.0,P,35.5,P,3.30,P,654,P,11.7,P,116,P,8.1,P,0.5,P
USGS,1467042,2023-10-11 20:00,EDT,15.0,P,35.5,P,3.30,P,654,P,11.6,P,115,P,8.1,P,0.7,P
USGS,1467042,2023-10-11 20:15,EDT,15.0,P,34.0,P,3.29,P,654,P,11.5,P,,,8.1,P,0.5,P
USGS,1467042,2023-10-11 20:30,EDT,15.0,P,35.5,P,3.30,P,654,P,11.4,P,113,P,8.1,P,0.6,P
USGS,1467042,2023-10-11 20:45,EDT,15.0,P,34.0,P,3.29,P,654,P,11.3,P,112,P,8.1,P,0.5,P
USGS,1467042,2023-10-11 21:00,EDT,15.0,P,34.0,P,3.29,P,653,P,11.2,P,111,P,8.0,P,0.6,P
USGS,1467042,2023-10-11 21:15,EDT,14.9,P,34.0,P,3.29,P,653,P,11.0,P,,,8.0,P,0.8,P
USGS,1467042,2023-10-11 21:30,EDT,14.9,P,34.0,P,3.29,P,654,P,10.9,P,108,P,8.0,P,0.5,P
USGS,1467042,2023-10-11 21:45,EDT,14.9,P,34.0,P,3.29,P,654,P,10.8,P,107,P,8.0,P,0.6,P
USGS,1467042,2023-10-11 22:00,EDT,14.9,P,34.0,P,3.29,P,654,P,10.7,P,106,P,8.0,P,0.5,P
USGS,1467042,2023-10-11 22:15,EDT,14.8,P,34.0,P,3.29,P,655,P,10.6,P,,,8.0,P,0.5,P
USGS,1467042,2023-10-11 22:30,EDT,14.8,P,34.0,P,3.29,P,655,P,10.5,P,104,P,8.0,P,0.9,P
USGS,1467042,2023-10-11 22:45,EDT,14.8,P,34.0,P,3.29,P,656,P,10.4,P,102,P,7.9,P,0.6,P
USGS,1467042,2023-10-11 23:00,EDT,14.8,P,34.0,P,3.29,P,656,P,10.2,P,101,P,7.9,P,0.7,P
USGS,1467042,2023-10-11 23:15,EDT,14.8,P,34.0,P,3.29,P,657,P,10.2,P,,,7.9,P,0.6,P
USGS,1467042,2023-10-11 23:30,EDT,14.7,P,34.0,P,3.29,P,658,P,10.0,P,99,P,7.9,P,0.6,P
USGS,1467042,2023-10-11 23:45,EDT,14.7,P,34.0,P,3.29,P,659,P,10.0,P,98,P,7.8,P,0.5,P
USGS,1467042,2023-10-12 00:00,EDT,14.7,P,34.0,P,3.29,P,660,P,9.8,P,97,P,7.8,P,0.6,P
USGS,1467042,2023-10-12 00:15,EDT,14.6,P,34.0,P,3.29,P,661,P,9.7,P,,,7.8,P,0.6,P
USGS,1467042,2023-10-12 00:30,EDT,14.6,P,34.0,P,3.29,P,662,P,9.7,P,95,P,7.8,P,0.6,P
USGS,1467042,2023-10-12 00:45,EDT,14.6,P,34.0,P,3.29,P,663,P,9.6,P,94,P,7.8,P,0.7,P
USGS,1467042,2023-10-12 01:00,EDT,14.6,P,34.0,P,3.29,P,664,P,9.5,P,93,P,7.7,P,0.7,P
USGS,1467042,2023-10-12 01:15,EDT,14.5,P,34.0,P,3.29,P,665,P,9.4,P,,,7.7,P,0.6,P
USGS,1467042,2023-10-12 01:30,EDT,14.5,P,34.0,P,3.29,P,665,P,9.3,P,92,P,7.7,P,0.6,P
USGS,1467042,2023-10-12 01:45,EDT,14.5,P,34.0,P,3.29,P,666,P,9.3,P,91,P,7.7,P,0.6,P
USGS,1467042,2023-10-12 02:00,EDT,14.4,P,34.0,P,3.29,P,667,P,9.2,P,90,P,7.7,P,0.6,P
USGS,1467042,2023-10-12 02:15,EDT,14.4,P,34.0,P,3.29,P,668,P,9.1,P,,,7.7,P,0.6,P
USGS,1467042,2023-10-12 02:30,EDT,14.4,P,34.0,P,3.29,P,669,P,9.1,P,89,P,7.6,P,0.6,P
USGS,1467042,2023-10-12 02:45,EDT,14.3,P,34.0,P,3.29,P,670,P,9.0,P,88,P,7.6,P,0.7,P
USGS,1467042,2023-10-12 03:00,EDT,14.3,P,34.0,P,3.29,P,671,P,9.0,P,88,P,7.6,P,0.6,P
USGS,1467042,2023-10-12 03:15,EDT,14.3,P,34.0,P,3.29,P,671,P,8.9,P,,,7.6,P,0.5,P
USGS,1467042,2023-10-12 03:30,EDT,14.2,P,34.0,P,3.29,P,670,P,8.9,P,87,P,7.6,P,0.6,P
USGS,1467042,2023-10-12 03:45,EDT,14.2,P,34.0,P,3.29,P,669,P,8.8,P,86,P,7.6,P,0.6,P
USGS,1467042,2023-10-12 04:00,EDT,14.2,P,34.0,P,3.29,P,673,P,8.8,P,86,P,7.6,P,0.6,P
USGS,1467042,2023-10-12 04:15,EDT,14.1,P,34.0,P,3.29,P,673,P,8.7,P,,,7.6,P,0.6,P
USGS,1467042,2023-10-12 04:30,EDT,14.1,P,34.0,P,3.29,P,674,P,8.7,P,85,P,7.6,P,0.5,P
USGS,1467042,2023-10-12 04:45,EDT,14.1,P,34.0,P,3.29,P,674,P,8.7,P,84,P,7.5,P,0.6,P
USGS,1467042,2023-10-12 05:00,EDT,14.0,P,35.5,P,3.30,P,670,P,8.6,P,84,P,7.5,P,1.0,P
USGS,1467042,2023-10-12 05:15,EDT,14.0,P,34.0,P,3.29,P,669,P,8.6,P,,,7.5,P,0.7,P
USGS,1467042,2023-10-12 05:30,EDT,13.9,P,34.0,P,3.29,P,674,P,8.6,P,83,P,7.5,P,0.7,P
USGS,1467042,2023-10-12 05:45,EDT,13.9,P,35.5,P,3.30,P,674,P,8.6,P,83,P,7.5,P,0.7,P
USGS,1467042,2023-10-12 06:00,EDT,13.8,P,34.0,P,3.29,P,674,P,8.5,P,83,P,7.5,P,0.7,P
USGS,1467042,2023-10-12 06:15,EDT,13.8,P,34.0,P,3.29,P,674,P,8.6,P,,,7.5,P,0.6,P
USGS,1467042,2023-10-12 06:30,EDT,13.8,P,34.0,P,3.29,P,674,P,8.5,P,83,P,7.5,P,0.7,P
USGS,1467042,2023-10-12 06:45,EDT,13.7,P,34.0,P,3.29,P,674,P,8.5,P,82,P,7.5,P,0.6,P
USGS,1467042,2023-10-12 07:00,EDT,13.7,P,34.0,P,3.29,P,673,P,8.5,P,82,P,7.5,P,0.7,P
USGS,1467042,2023-10-12 07:15,EDT,13.6,P,34.0,P,3.29,P,673,P,8.5,P,,,7.5,P,0.7,P
USGS,1467042,2023-10-12 07:30,EDT,13.6,P,34.0,P,3.29,P,674,P,8.5,P,82,P,7.5,P,0.6,P
USGS,1467042,2023-10-12 07:45,EDT,13.5,P,34.0,P,3.29,P,674,P,8.5,P,82,P,7.5,P,0.7,P
USGS,1467042,2023-10-12 08:00,EDT,13.5,P,34.0,P,3.29,P,674,P,8.5,P,82,P,7.5,P,0.7,P
USGS,1467042,2023-10-12 08:15,EDT,13.4,P,34.0,P,3.29,P,674,P,8.5,P,,,7.5,P,0.6,P
USGS,1467042,2023-10-12 08:30,EDT,13.4,P,34.0,P,3.29,P,674,P,8.5,P,81,P,7.5,P,0.6,P
USGS,1467042,2023-10-12 08:45,EDT,13.4,P,34.0,P,3.29,P,674,P,8.5,P,82,P,7.5,P,0.5,P
USGS,1467042,2023-10-12 09:00,EDT,13.4,P,32.6,P,3.28,P,674,P,8.5,P,82,P,7.4,P,0.6,P
USGS,1467042,2023-10-12 09:15,EDT,13.4,P,32.6,P,3.28,P,674,P,8.6,P,,,7.5,P,0.6,P
USGS,1467042,2023-10-12 09:30,EDT,13.3,P,34.0,P,3.29,P,674,P,8.6,P,82,P,7.5,P,0.6,P
USGS,1467042,2023-10-12 09:45,EDT,13.3,P,32.6,P,3.28,P,674,P,8.7,P,83,P,7.5,P,0.5,P
USGS,1467042,2023-10-12 10:00,EDT,13.3,P,32.6,P,3.28,P,674,P,8.7,P,83,P,7.5,P,0.6,P
USGS,1467042,2023-10-12 10:15,EDT,13.4,P,32.6,P,3.28,P,674,P,8.7,P,,,7.5,P,0.6,P
USGS,1467042,2023-10-12 10:30,EDT,13.4,P,32.6,P,3.28,P,670,P,8.8,P,85,P,7.5,P,0.6,P
USGS,1467042,2023-10-12 10:45,EDT,13.4,P,32.6,P,3.28,P,682,P,8.8,P,85,P,7.5,P,0.9,P
USGS,1467042,2023-10-12 11:00,EDT,13.4,P,31.2,P,3.27,P,683,P,9.0,P,87,P,7.5,P,0.5,P
USGS,1467042,2023-10-12 11:15,EDT,13.4,P,31.2,P,3.27,P,682,P,9.1,P,,,7.5,P,0.5,P
USGS,1467042,2023-10-12 11:30,EDT,13.5,P,31.2,P,3.27,P,676,P,9.3,P,90,P,7.5,P,0.5,P
USGS,1467042,2023-10-12 11:45,EDT,13.5,P,31.2,P,3.27,P,674,P,9.5,P,91,P,7.5,P,0.5,P
USGS,1467042,2023-10-12 12:00,EDT,13.5,P,31.2,P,3.27,P,674,P,9.6,P,92,P,7.5,P,0.5,P
USGS,1467042,2023-10-12 12:15,EDT,13.6,P,31.2,P,3.27,P,677,P,9.8,P,,,7.6,P,0.5,P
