agency_cd,site_no,datetime,tz_cd,121360_00010,121360_00010_cd,121357_00060,121357_00060_cd,121358_00065,121358_00065_cd,121361_00095,121361_00095_cd,121364_00300,121364_00300_cd,121365_00301,121365_00301_cd,121362_00400,121362_00400_cd,277154_63680,277154_63680_cd
USGS,1467042,2023-09-08 17:00,EDT,25.4,P,19.9,P,3.17,P,744,P,11.3,P,138,P,8.1,P,0.3,P:<
USGS,1467042,2023-09-08 17:15,EDT,25.4,P,19.9,P,3.17,P,743,P,11.5,P,,,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 17:30,EDT,25.5,P,20.7,P,3.18,P,743,P,11.6,P,142,P,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 17:45,EDT,25.5,P,20.7,P,3.18,P,743,P,11.8,P,144,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 18:00,EDT,25.6,P,20.7,P,3.18,P,743,P,11.9,P,145,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 18:15,EDT,25.6,P,20.7,P,3.18,P,743,P,11.9,P,,,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 18:30,EDT,25.6,P,21.6,P,3.19,P,743,P,11.9,P,146,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 18:45,EDT,25.6,P,21.6,P,3.19,P,743,P,11.9,P,146,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 19:00,EDT,25.6,P,21.6,P,3.19,P,743,P,11.8,P,145,P,8.4,P,0.3,P:<
USGS,1467042,2023-09-08 19:15,EDT,25.6,P,21.6,P,3.19,P,743,P,11.7,P,,,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 19:30,EDT,25.6,P,21.6,P,3.19,P,743,P,11.7,P,143,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 19:45,EDT,25.6,P,21.6,P,3.19,P,743,P,11.6,P,142,P,8.4,P,0.3,P:<
USGS,1467042,2023-09-08 20:00,EDT,25.6,P,21.6,P,3.19,P,743,P,11.4,P,140,P,8.4,P,0.3,P:<
USGS,1467042,2023-09-08 20:15,EDT,25.5,P,21.6,P,3.19,P,743,P,11.2,P,,,8.4,P,0.3,P:<
USGS,1467042,2023-09-08 20:30,EDT,25.5,P,22.4,P,3.20,P,743,P,11.0,P,135,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 20:45,EDT,25.4,P,22.4,P,3.20,P,743,P,10.8,P,133,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 21:00,EDT,25.4,P,22.4,P,3.20,P,743,P,10.6,P,130,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 21:15,EDT,25.4,P,22.4,P,3.20,P,743,P,10.4,P,,,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 21:30,EDT,25.3,P,22.4,P,3.20,P,742,P,10.2,P,125,P,8.3,P,0.3,P:<
USGS,1467042,2023-09-08 21:45,EDT,25.3,P,22.4,P,3.20,P,742,P,10.1,P,123,P,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 22:00,EDT,25.3,P,22.4,P,3.20,P,742,P,9.9,P,121,P,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 22:15,EDT,25.2,P,22.4,P,3.20,P,742,P,9.8,P,,,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 22:30,EDT,25.2,P,22.4,P,3.20,P,742,P,9.6,P,117,P,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 22:45,EDT,25.2,P,22.4,P,3.20,P,741,P,9.4,P,114,P,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 23:00,EDT,25.1,P,22.4,P,3.20,P,741,P,9.2,P,111,P,8.2,P,0.3,P:<
USGS,1467042,2023-09-08 23:15,EDT,25.1,P,22.4,P,3.20,P,740,P,9.0,P,,,8.1,P,0.3,P:<
USGS,1467042,2023-09-08 23:30,EDT,25.1,P,22.4,P,3.20,P,740,P,8.8,P,107,P,8.1,P,0.3,P:<
USGS,1467042,2023-09-08 23:45,EDT,25.0,P,55.7,P,3.42,P,739,P,8.6,P,104,P,8.1,P,0.3,P:<
USGS,1467042,2023-09-09 00:00,EDT,25.0,P,106,P,3.63,P,739,P,8.1,P,98,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 00:15,EDT,24.9,P,122,P,3.68,P,738,P,7.6,P,,,7.8,P,0.4,P
USGS,1467042,2023-09-09 00:30,EDT,24.8,P,119,P,3.67,P,739,P,7.2,P,87,P,7.7,P,0.8,P
USGS,1467042,2023-09-09 00:45,EDT,24.7,P,109,P,3.64,P,743,P,7.0,P,84,P,7.6,P,1.4,P
USGS,1467042,2023-09-09 01:00,EDT,24.6,P,100,P,3.61,P,747,P,6.9,P,83,P,7.6,P,1.1,P
USGS,1467042,2023-09-09 01:15,EDT,24.6,P,92.0,P,3.58,P,752,P,6.8,P,,,7.6,P,1.8,P
USGS,1467042,2023-09-09 01:30,EDT,24.6,P,86.8,P,3.56,P,758,P,6.8,P,82,P,7.6,P,1.1,P
USGS,1467042,2023-09-09 01:45,EDT,24.6,P,79.4,P,3.53,P,768,P,6.8,P,82,P,7.6,P,1.4,P
USGS,1467042,2023-09-09 02:00,EDT,24.6,P,74.7,P,3.51,P,782,P,6.7,P,81,P,7.6,P,1.7,P
USGS,1467042,2023-09-09 02:15,EDT,24.6,P,70.2,P,3.49,P,791,P,6.7,P,,,7.6,P,0.9,P
USGS,1467042,2023-09-09 02:30,EDT,24.6,P,65.8,P,3.47,P,802,P,6.6,P,80,P,7.6,P,1.2,P
USGS,1467042,2023-09-09 02:45,EDT,24.5,P,63.7,P,3.46,P,810,P,6.6,P,79,P,7.5,P,0.7,P
USGS,1467042,2023-09-09 03:00,EDT,24.5,P,59.6,P,3.44,P,816,P,6.6,P,79,P,7.5,P,0.9,P
USGS,1467042,2023-09-09 03:15,EDT,24.4,P,57.7,P,3.43,P,822,P,6.5,P,,,7.5,P,1.2,P
USGS,1467042,2023-09-09 03:30,EDT,24.4,P,53.9,P,3.41,P,825,P,6.5,P,78,P,7.5,P,0.8,P
USGS,1467042,2023-09-09 03:45,EDT,24.4,P,52.0,P,3.40,P,829,P,6.4,P,77,P,7.5,P,0.7,P
USGS,1467042,2023-09-09 04:00,EDT,24.3,P,50.2,P,3.39,P,831,P,6.4,P,77,P,7.5,P,1.1,P
USGS,1467042,2023-09-09 04:15,EDT,24.3,P,48.4,P,3.38,P,834,P,6.4,P,,,7.5,P,0.9,P
USGS,1467042,2023-09-09 04:30,EDT,24.3,P,46.7,P,3.37,P,836,P,6.3,P,76,P,7.5,P,0.5,P
USGS,1467042,2023-09-09 04:45,EDT,24.2,P,45.0,P,3.36,P,837,P,6.3,P,75,P,7.5,P,0.5,P
USGS,1467042,2023-09-09 05:00,EDT,24.2,P,43.4,P,3.35,P,838,P,6.2,P,75,P,7.4,P,0.8,P
USGS,1467042,2023-09-09 05:15,EDT,24.2,P,41.8,P,3.34,P,840,P,6.2,P,,,7.4,P,0.5,P
USGS,1467042,2023-09-09 05:30,EDT,24.1,P,40.2,P,3.33,P,841,P,6.2,P,73,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 05:45,EDT,24.1,P,40.2,P,3.33,P,842,P,6.2,P,73,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 06:00,EDT,24.1,P,38.7,P,3.32,P,842,P,6.0,P,72,P,7.4,P,0.4,P
USGS,1467042,2023-09-09 06:15,EDT,24.0,P,38.7,P,3.32,P,842,P,6.0,P,,,7.4,P,0.8,P
USGS,1467042,2023-09-09 06:30,EDT,24.0,P,37.1,P,3.31,P,842,P,6.0,P,71,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 06:45,EDT,24.0,P,35.5,P,3.30,P,841,P,6.0,P,71,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 07:00,EDT,24.0,P,35.5,P,3.30,P,840,P,5.9,P,70,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 07:15,EDT,23.9,P,34.0,P,3.29,P,838,P,5.9,P,,,7.4,P,0.6,P
USGS,1467042,2023-09-09 07:30,EDT,23.9,P,34.0,P,3.29,P,837,P,5.8,P,69,P,7.4,P,0.6,P
USGS,1467042,2023-09-09 07:45,EDT,23.9,P,34.0,P,3.29,P,835,P,5.8,P,68,P,7.4,P,0.6,P
USGS,1467042,2023-09-09 08:00,EDT,23.9,P,32.6,P,3.28,P,832,P,5.8,P,68,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 08:15,EDT,23.9,P,32.6,P,3.28,P,829,P,5.7,P,,,7.4,P,0.7,P
USGS,1467042,2023-09-09 08:30,EDT,23.8,P,31.2,P,3.27,P,827,P,5.6,P,67,P,7.4,P,0.3,P
USGS,1467042,2023-09-09 08:45,EDT,23.8,P,31.2,P,3.27,P,822,P,5.7,P,68,P,7.3,P,0.6,P
USGS,1467042,2023-09-09 09:00,EDT,23.8,P,31.2,P,3.27,P,818,P,5.8,P,68,P,7.3,P,0.6,P
USGS,1467042,2023-09-09 09:15,EDT,23.8,P,31.2,P,3.27,P,814,P,5.8,P,,,7.3,P,0.9,P
USGS,1467042,2023-09-09 09:30,EDT,23.8,P,29.8,P,3.26,P,810,P,5.8,P,69,P,7.3,P,0.6,P
USGS,1467042,2023-09-09 09:45,EDT,23.8,P,29.8,P,3.26,P,803,P,6.0,P,71,P,7.3,P,0.6,P
USGS,1467042,2023-09-09 10:00,EDT,23.8,P,29.8,P,3.26,P,796,P,6.1,P,72,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 10:15,EDT,23.8,P,28.5,P,3.25,P,791,P,6.2,P,,,7.4,P,0.5,P
USGS,1467042,2023-09-09 10:30,EDT,23.9,P,28.5,P,3.25,P,787,P,6.3,P,75,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 10:45,EDT,23.9,P,28.5,P,3.25,P,782,P,6.4,P,76,P,7.4,P,0.5,P
USGS,1467042,2023-09-09 11:00,EDT,24.0,P,28.5,P,3.25,P,778,P,6.6,P,78,P,7.4,P,0.3,P
USGS,1467042,2023-09-09 11:15,EDT,24.0,P,27.2,P,3.24,P,776,P,6.6,P,,,7.4,P,0.3,P
USGS,1467042,2023-09-09 11:30,EDT,24.0,P,27.2,P,3.24,P,773,P,6.8,P,80,P,7.4,P,0.3,P
USGS,1467042,2023-09-09 11:45,EDT,24.1,P,27.2,P,3.24,P,768,P,6.9,P,82,P,7.4,P,0.4,P
USGS,1467042,2023-09-09 12:00,EDT,24.1,P,27.2,P,3.24,P,764,P,7.1,P,84,P,7.4,P,0.3,P:<
USGS,1467042,2023-09-09 12:15,EDT,24.1,P,25.9,P,3.23,P,760,P,7.3,P,,,7.4,P,0.4,P
USGS,1467042,2023-09-09 12:30,EDT,24.2,P,25.9,P,3.23,P,757,P,7.5,P,90,P,7.5,P,0.4,P
USGS,1467042,2023-09-09 12:45,EDT,24.2,P,25.9,P,3.23,P,752,P,7.7,P,92,P,7.5,P,0.3,P
USGS,1467042,2023-09-09 13:00,EDT,24.3,P,25.9,P,3.23,P,748,P,8.0,P,95,P,7.5,P,0.3,P
USGS,1467042,2023-09-09 13:15,EDT,24.3,P,25.9,P,3.23,P,742,P,8.1,P,,,7.5,P,0.3,P
USGS,1467042,2023-09-09 13:30,EDT,24.4,P,24.7,P,3.22,P,737,P,8.4,P,101,P,7.6,P,0.5,P
USGS,1467042,2023-09-09 13:45,EDT,24.4,P,24.7,P,3.22,P,733,P,8.6,P,103,P,7.6,P,0.3,P:<
USGS,1467042,2023-09-09 14:00,EDT,24.5,P,24.7,P,3.22,P,729,P,8.7,P,105,P,7.6,P,0.3,P:<
USGS,1467042,2023-09-09 14:15,EDT,24.5,P,24.7,P,3.22,P,724,P,8.9,P,,,7.7,P,0.3,P:<
USGS,1467042,2023-09-09 14:30,EDT,24.6,P,24.7,P,3.22,P,720,P,9.2,P,110,P,7.7,P,0.3,P:<
USGS,1467042,2023-09-09 14:45,EDT,24.6,P,23.5,P,3.21,P,716,P,9.4,P,113,P,7.7,P,0.3,P:<
USGS,1467042,2023-09-09 15:00,EDT,24.7,P,24.7,P,3.22,P,712,P,9.6,P,115,P,7.8,P,0.3,P:<
USGS,1467042,2023-09-09 15:15,EDT,24.8,P,24.7,P,3.22,P,708,P,9.8,P,,,7.8,P,0.3,P:<
USGS,1467042,2023-09-09 15:30,EDT,24.8,P,23.5,P,3.21,P,705,P,9.9,P,120,P,7.8,P,0.3,P:<
USGS,1467042,2023-09-09 15:45,EDT,24.9,P,23.5,P,3.21,P,701,P,10.1,P,122,P,7.9,P,0.7,P
USGS,1467042,2023-09-09 16:00,EDT,24.9,P,23.5,P,3.21,P,697,P,10.2,P,124,P,7.9,P,0.3,P:<
USGS,1467042,2023-09-09 16:15,EDT,24.9,P,23.5,P,3.21,P,694,P,10.3,P,,,7.9,P,0.3,P:<
USGS,1467042,2023-09-09 16:30,EDT,24.9,P,23.5,P,3.21,P,692,P,10.2,P,124,P,7.9,P,0.3,P:<
USGS,1467042,2023-09-09 16:45,EDT,24.9,P,23.5,P,3.21,P,689,P,10.3,P,125,P,8.0,P,0.3,P
USGS,1467042,2023-09-09 17:00,EDT,24.9,P,23.5,P,3.21,P,685,P,10.4,P,125,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 17:15,EDT,24.9,P,23.5,P,3.21,P,681,P,10.4,P,,,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 17:30,EDT,25.0,P,23.5,P,3.21,P,676,P,10.4,P,126,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 17:45,EDT,24.9,P,24.7,P,3.22,P,674,P,10.2,P,124,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 18:00,EDT,24.9,P,27.2,P,3.24,P,671,P,10.2,P,123,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 18:15,EDT,24.9,P,28.5,P,3.25,P,668,P,10.0,P,,,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 18:30,EDT,24.9,P,29.8,P,3.26,P,666,P,9.9,P,120,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 18:45,EDT,24.9,P,29.8,P,3.26,P,662,P,9.8,P,119,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 19:00,EDT,24.8,P,28.5,P,3.25,P,659,P,9.7,P,117,P,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 19:15,EDT,24.8,P,28.5,P,3.25,P,658,P,9.6,P,,,8.0,P,0.3,P:<
USGS,1467042,2023-09-09 19:30,EDT,24.7,P,27.2,P,3.24,P,651,P,9.3,P,113,P,7.9,P,0.4,P
USGS,1467042,2023-09-09 19:45,EDT,24.6,P,28.5,P,3.25,P,639,P,9.1,P,110,P,7.9,P,0.3,P
USGS,1467042,2023-09-09 20:00,EDT,24.5,P,29.8,P,3.26,P,632,P,8.9,P,108,P,7.9,P,0.5,P
USGS,1467042,2023-09-09 20:15,EDT,24.5,P,31.2,P,3.27,P,628,P,8.8,P,,,7.9,P,0.4,P
USGS,1467042,2023-09-09 20:30,EDT,24.4,P,31.2,P,3.27,P,625,P,8.6,P,103,P,7.8,P,0.4,P
USGS,1467042,2023-09-09 20:45,EDT,24.4,P,31.2,P,3.27,P,622,P,8.5,P,102,P,7.8,P,0.3,P
USGS,1467042,2023-09-09 21:00,EDT,24.4,P,29.8,P,3.26,P,616,P,8.3,P,100,P,7.8,P,0.4,P
USGS,1467042,2023-09-09 21:15,EDT,24.4,P,29.8,P,3.26,P,611,P,8.2,P,,,7.8,P,0.3,P
USGS,1467042,2023-09-09 21:30,EDT,24.4,P,29.8,P,3.26,P,606,P,8.0,P,96,P,7.7,P,0.3,P
USGS,1467042,2023-09-09 21:45,EDT,24.3,P,28.5,P,3.25,P,602,P,7.9,P,95,P,7.7,P,0.3,P
USGS,1467042,2023-09-09 22:00,EDT,24.3,P,28.5,P,3.25,P,601,P,7.8,P,93,P,7.7,P,0.3,P
USGS,1467042,2023-09-09 22:15,EDT,24.3,P,27.2,P,3.24,P,598,P,7.6,P,,,7.7,P,0.4,P
USGS,1467042,2023-09-09 22:30,EDT,24.3,P,27.2,P,3.24,P,596,P,7.5,P,90,P,7.6,P,0.3,P
USGS,1467042,2023-09-09 22:45,EDT,24.2,P,27.2,P,3.24,P,594,P,7.4,P,88,P,7.6,P,0.3,P:<
USGS,1467042,2023-09-09 23:00,EDT,24.2,P,27.2,P,3.24,P,592,P,7.2,P,87,P,7.6,P,0.3,P
USGS,1467042,2023-09-09 23:15,EDT,24.2,P,25.9,P,3.23,P,590,P,7.1,P,,,7.6,P,0.3,P:<
USGS,1467042,2023-09-09 23:30,EDT,24.2,P,25.9,P,3.23,P,589,P,7.0,P,84,P,7.6,P,0.3,P
USGS,1467042,2023-09-09 23:45,EDT,24.2,P,25.9,P,3.23,P,587,P,6.9,P,82,P,7.5,P,0.3,P:<
USGS,1467042,2023-09-10 00:00,EDT,24.1,P,25.9,P,3.23,P,585,P,6.7,P,80,P,7.5,P,0.3,P:<
USGS,1467042,2023-09-10 00:15,EDT,24.1,P,24.7,P,3.22,P,583,P,6.6,P,,,7.5,P,0.3,P:<
USGS,1467042,2023-09-10 00:30,EDT,24.0,P,24.7,P,3.22,P,581,P,6.4,P,77,P,7.5,P,0.3,P
USGS,1467042,2023-09-10 00:45,EDT,24.0,P,24.7,P,3.22,P,578,P,6.3,P,75,P,7.4,P,0.3,P
USGS,1467042,2023-09-10 01:00,EDT,24.0,P,24.7,P,3.22,P,575,P,6.2,P,74,P,7.4,P,0.3,P
USGS,1467042,2023-09-10 01:15,EDT,23.9,P,24.7,P,3.22,P,574,P,6.1,P,,,7.4,P,0.4,P
USGS,1467042,2023-09-10 01:30,EDT,23.9,P,24.7,P,3.22,P,573,P,6.1,P,72,P,7.4,P,0.3,P:<
USGS,1467042,2023-09-10 01:45,EDT,23.8,P,24.7,P,3.22,P,572,P,6.0,P,71,P,7.4,P,0.5,P
USGS,1467042,2023-09-10 02:00,EDT,23.8,P,24.7,P,3.22,P,573,P,6.0,P,70,P,7.4,P,0.9,P
USGS,1467042,2023-09-10 02:15,EDT,23.7,P,24.7,P,3.22,P,573,P,5.9,P,,,7.4,P,0.3,P:<
USGS,1467042,2023-09-10 02:30,EDT,23.6,P,25.9,P,3.23,P,574,P,5.8,P,69,P,7.4,P,0.5,P
USGS,1467042,2023-09-10 02:45,EDT,23.6,P,25.9,P,3.23,P,575,P,5.8,P,69,P,7.3,P,0.3,P
USGS,1467042,2023-09-10 03:00,EDT,23.5,P,25.9,P,3.23,P,576,P,5.8,P,68,P,7.3,P,0.3,P
USGS,1467042,2023-09-10 03:15,EDT,23.5,P,25.9,P,3.23,P,577,P,5.7,P,,,7.3,P,0.3,P
USGS,1467042,2023-09-10 03:30,EDT,23.4,P,25.9,P,3.23,P,577,P,5.7,P,67,P,7.3,P,0.5,P
USGS,1467042,2023-09-10 03:45,EDT,23.4,P,24.7,P,3.22,P,578,P,5.6,P,66,P,7.3,P,0.5,P
USGS,1467042,2023-09-10 04:00,EDT,23.3,P,24.7,P,3.22,P,579,P,5.6,P,66,P,7.3,P,0.3,P
USGS,1467042,2023-09-10 04:15,EDT,23.3,P,24.7,P,3.22,P,579,P,5.6,P,,,7.3,P,0.4,P
USGS,1467042,2023-09-10 04:30,EDT,23.2,P,24.7,P,3.22,P,579,P,5.6,P,65,P,7.3,P,0.7,P
USGS,1467042,2023-09-10 04:45,EDT,23.2,P,24.7,P,3.22,P,580,P,5.6,P,65,P,7.3,P,0.3,P
USGS,1467042,2023-09-10 05:00,EDT,23.2,P,24.7,P,3.22,P,580,P,5.5,P,64,P,7.3,P,0.3,P:<
USGS,1467042,2023-09-10 05:15,EDT,23.1,P,24.7,P,3.22,P,579,P,5.5,P,,,7.3,P,0.3,P:<
USGS,1467042,2023-09-10 05:30,EDT,23.1,P,24.7,P,3.22,P,579,P,5.5,P,64,P,7.3,P,0.5,P
USGS,1467042,2023-09-10 05:45,EDT,23.1,P,24.7,P,3.22,P,578,P,5.5,P,64,P,7.3,P,0.3,P
USGS,1467042,2023-09-10 06:00,EDT,23.0,P,24.7,P,3.22,P,578,P,5.4,P,64,P,7.3,P,0.9,P
USGS,1467042,2023-09-10 06:15,EDT,23.0,P,23.5,P,3.21,P,577,P,5.4,P,,,7.2,P,0.7,P
USGS,1467042,2023-09-10 06:30,EDT,23.0,P,23.5,P,3.21,P,576,P,5.4,P,63,P,7.2,P,0.3,P
USGS,1467042,2023-09-10 06:45,EDT,22.9,P,24.7,P,3.22,P,576,P,5.4,P,62,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 07:00,EDT,22.9,P,23.5,P,3.21,P,575,P,5.4,P,63,P,7.2,P,0.5,P
USGS,1467042,2023-09-10 07:15,EDT,22.9,P,24.7,P,3.22,P,575,P,5.4,P,,,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 07:30,EDT,22.9,P,23.5,P,3.21,P,574,P,5.3,P,62,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 07:45,EDT,22.8,P,23.5,P,3.21,P,572,P,5.3,P,62,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 08:00,EDT,22.8,P,23.5,P,3.21,P,572,P,5.3,P,61,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 08:15,EDT,22.8,P,23.5,P,3.21,P,570,P,5.3,P,,,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 08:30,EDT,22.8,P,24.7,P,3.22,P,569,P,5.2,P,61,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 08:45,EDT,22.7,P,24.7,P,3.22,P,568,P,5.3,P,62,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 09:00,EDT,22.7,P,24.7,P,3.22,P,567,P,5.3,P,62,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 09:15,EDT,22.7,P,25.9,P,3.23,P,565,P,5.4,P,,,7.2,P,0.5,P
USGS,1467042,2023-09-10 09:30,EDT,22.6,P,27.2,P,3.24,P,564,P,5.4,P,63,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 09:45,EDT,22.6,P,28.5,P,3.25,P,563,P,5.4,P,63,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 10:00,EDT,22.6,P,29.8,P,3.26,P,560,P,5.5,P,64,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 10:15,EDT,22.6,P,32.6,P,3.28,P,559,P,5.6,P,,,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 10:30,EDT,22.6,P,37.1,P,3.31,P,557,P,5.6,P,65,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 10:45,EDT,22.5,P,43.4,P,3.35,P,554,P,5.8,P,67,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 11:00,EDT,22.5,P,50.2,P,3.39,P,549,P,5.9,P,68,P,7.2,P,0.3,P:<
USGS,1467042,2023-09-10 11:15,EDT,22.4,P,52.0,P,3.40,P,546,P,6.1,P,,,7.3,P,0.3,P:<
USGS,1467042,2023-09-10 11:30,EDT,22.4,P,52.0,P,3.40,P,541,P,6.3,P,72,P,7.3,P,0.3,P:<
USGS,1467042,2023-09-10 11:45,EDT,22.4,P,50.2,P,3.39,P,535,P,6.4,P,74,P,7.3,P,0.3,P:<
USGS,1467042,2023-09-10 12:00,EDT,22.3,P,52.0,P,3.40,P,525,P,6.8,P,78,P,7.3,P,0.9,P
USGS,1467042,2023-09-10 12:15,EDT,22.3,P,53.9,P,3.41,P,502,P,7.1,P,,,7.3,P,1.0,P
USGS,1467042,2023-09-10 12:30,EDT,22.4,P,55.7,P,3.42,P,491,P,7.4,P,85,P,7.3,P,0.6,P
USGS,1467042,2023-09-10 12:45,EDT,22.4,P,57.7,P,3.43,P,485,P,7.5,P,86,P,7.4,P,0.6,P
USGS,1467042,2023-09-10 13:00,EDT,22.4,P,55.7,P,3.42,P,481,P,7.7,P,88,P,7.4,P,0.7,P
USGS,1467042,2023-09-10 13:15,EDT,22.4,P,53.9,P,3.41,P,478,P,7.8,P,,,7.4,P,1.3,P
USGS,1467042,2023-09-10 13:30,EDT,22.4,P,50.2,P,3.39,P,478,P,7.9,P,91,P,7.4,P,0.6,P
USGS,1467042,2023-09-10 13:45,EDT,22.5,P,48.4,P,3.38,P,478,P,8.0,P,92,P,7.4,P,0.4,P
USGS,1467042,2023-09-10 14:00,EDT,22.5,P,46.7,P,3.37,P,478,P,8.2,P,94,P,7.4,P,0.4,P
USGS,1467042,2023-09-10 14:15,EDT,22.6,P,53.9,P,3.41,P,478,P,8.4,P,,,7.5,P,0.7,P
USGS,1467042,2023-09-10 14:30,EDT,22.7,P,79.4,P,3.53,P,478,P,8.6,P,100,P,7.5,P,0.5,P
USGS,1467042,2023-09-10 14:45,EDT,22.7,P,109,P,3.64,P,477,P,8.8,P,103,P,7.6,P,0.7,P
USGS,1467042,2023-09-10 15:00,EDT,22.7,P,126,P,3.69,P,477,P,8.9,P,104,P,7.6,P,1.0,P
USGS,1467042,2023-09-10 15:15,EDT,22.7,P,129,P,3.70,P,473,P,9.0,P,,,7.6,P,1.4,P
USGS,1467042,2023-09-10 15:30,EDT,22.7,P,129,P,3.70,P,470,P,8.9,P,104,P,7.6,P,1.7,P
USGS,1467042,2023-09-10 15:45,EDT,22.7,P,122,P,3.68,P,468,P,8.8,P,102,P,7.6,P,2.1,P
USGS,1467042,2023-09-10 16:00,EDT,22.8,P,116,P,3.66,P,472,P,8.7,P,101,P,7.5,P,1.8,P
USGS,1467042,2023-09-10 16:15,EDT,23.0,P,113,P,3.65,P,486,P,8.7,P,,,7.6,P,1.8,P
USGS,1467042,2023-09-10 16:30,EDT,23.0,P,109,P,3.64,P,507,P,8.6,P,100,P,7.5,P,1.6,P
USGS,1467042,2023-09-10 16:45,EDT,23.1,P,100,P,3.61,P,525,P,8.5,P,100,P,7.5,P,1.5,P
USGS,1467042,2023-09-10 17:00,EDT,23.2,P,94.7,P,3.59,P,548,P,8.5,P,100,P,7.6,P,1.7,P
USGS,1467042,2023-09-10 17:15,EDT,23.3,P,97.5,P,3.60,P,561,P,8.4,P,,,7.6,P,1.1,P
USGS,1467042,2023-09-10 17:30,EDT,23.3,P,116,P,3.66,P,574,P,8.3,P,98,P,7.6,P,2.6,P
USGS,1467042,2023-09-10 17:45,EDT,23.3,P,172,P,3.86,P,588,P,8.2,P,97,P,7.6,P,3.1,P
USGS,1467042,2023-09-10 18:00,EDT,23.1,P,516,P,4.75,P,536,P,8.1,P,95,P,7.6,P,19.0,P
USGS,1467042,2023-09-10 18:15,EDT,23.2,P,1120,P,6.09,P,217,P,8.2,P,,,7.3,P,296,P
USGS,1467042,2023-09-10 18:30,EDT,22.9,P,1370,P,6.54,P,219,P,8.2,P,95,P,7.3,P,194,P
USGS,1467042,2023-09-10 18:45,EDT,22.8,P,1100,P,6.05,P,222,P,8.0,P,93,P,7.3,P,154,P
USGS,1467042,2023-09-10 19:00,EDT,23.0,P,839,P,5.50,P,203,P,7.9,P,92,P,7.2,P,155,P
USGS,1467042,2023-09-10 19:15,EDT,23.0,P,741,P,5.28,P,203,P,7.8,P,,,7.2,P,106,P
USGS,1467042,2023-09-10 19:30,EDT,23.0,P,727,P,5.25,P,198,P,7.8,P,90,P,7.2,P,82.5,P
USGS,1467042,2023-09-10 19:45,EDT,22.9,P,792,P,5.40,P,192,P,7.6,P,89,P,7.2,P,97.8,P
USGS,1467042,2023-09-10 20:00,EDT,22.8,P,868,P,5.57,P,182,P,7.6,P,88,P,7.1,P,155,P
USGS,1467042,2023-09-10 20:15,EDT,22.9,P,976,P,5.80,P,207,P,7.5,P,,,7.1,P,116,P
USGS,1467042,2023-09-10 20:30,EDT,22.9,P,1110,P,6.08,P,255,P,7.4,P,86,P,7.2,P,134,P
