time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-10-07T16:20:08.105Z,30.855,-103.491,7.3913,2.7,ml(texnet),16,72,0.2,0.1,tx,tx2023tqzr,2023-11-09T22:14:32.040Z,"western Texas",earthquake,1.189728567,3.193684235,0.2,18,reviewed,tx,tx
2023-10-08T04:57:07.707Z,31.679,-104.422,6.4915,2.5,ml(texnet),32,62,0,0.2,tx,tx2023tryr,2023-11-08T23:59:36.040Z,"western Texas",earthquake,0.6975808978,0.6049999691,0.2,25,reviewed,tx,tx
2023-10-08T07:00:14.290Z,37.3973333,-121.7506667,5.37,2.66,md,125,29,0.06608,0.1,nc,nc73947011,2023-11-03T13:06:11.040Z,"8 km ENE of Alum Rock, CA",earthquake,0.08,0.29,0.156,150,reviewed,nc,nc
2023-10-08T11:49:24.620Z,36.1718333333333,-89.8948333333333,15.35,2.53,md,51,44,0.044,0.12,nm,nm60554646,2023-10-11T12:20:06.391Z,"10 km S of Bragg City, Missouri",earthquake,0.22,0.31,0.0742101402203663,41,reviewed,nm,nm
2023-10-08T12:00:39.335Z,31.656,-104.475,5.8231,3.1,ml(texnet),56,67,0,0.3,tx,tx2023tsmq,2023-10-23T15:35:24.041Z,"58 km S of Whites City, New Mexico",earthquake,1.002839781,0.663562094,0.1,25,reviewed,tx,tx
2023-10-08T15:39:11.820Z,38.8245,-122.8101667,2.44,2.89,md,98,22,0.001106,0.05,nc,nc73947211,2023-11-04T20:51:46.040Z,"7 km NW of The Geysers, CA",earthquake,0.09,0.13,0.163,147,reviewed,nc,nc
2023-10-08T21:30:23.900Z,38.8271667,-122.804,1.75,3.87,mw,108,20,0.006058,0.06,nc,nc73947486,2023-11-06T03:12:45.293Z,"7 km NW of The Geysers, CA",earthquake,0.07,0.11,,3,reviewed,nc,nc
2023-10-09T02:21:08.810Z,48.032833333333336,-122.7065,56.95,4.34,ml,143,26,0.05452,0.25,uw,uw61965081,2023-11-06T14:43:59.745Z,"Port Townsend, WA",earthquake,0.28,0.44,0.16146187599145634,140,reviewed,uw,uw
2023-10-09T03:02:41.120Z,32.682,-100.698,6.3827,3.1,ml(texnet),29,47,0,0.3,tx,tx2023ttqk,2023-10-09T15:24:16.669Z,"7 km NE of Hermleigh, Texas",earthquake,1.069561538,1.83227485,0.1,17,reviewed,tx,tx
2023-10-09T06:29:31.663Z,31.628,-103.99,7.3013,2.9,ml(texnet),33,49,0,0.1,tx,tx2023ttxf,2023-11-08T13:15:24.040Z,"38 km WSW of Mentone, Texas",earthquake,0.3769752486,0.5032247142,0.2,24,reviewed,tx,tx
2023-10-09T12:04:44.760Z,33.1176667,-115.6038333,10.69,2.58,ml,54,82,0.06046,0.24,ci,ci40579440,2023-10-23T06:00:24.040Z,"8 km W of Calipatria, CA",earthquake,0.23,0.46,0.188,27,reviewed,ci,ci
2023-10-09T13:25:55.545Z,28.926,-98.062,6.7251,3.5,ml(texnet),22,73,0.1,0.5,tx,tx2023tuky,2023-10-15T16:51:47.040Z,"7 km SW of Falls City, Texas",earthquake,1.962698389,3.036989574,0.2,20,reviewed,tx,tx
2023-10-09T13:48:48.340Z,38.7628333,-122.7255,2.15,2.8,md,97,26,0.001335,0.07,nc,nc73948151,2023-10-12T16:13:30.040Z,"3 km ESE of The Geysers, CA",earthquake,0.09,0.14,0.188,141,reviewed,nc,nc
2023-10-09T13:59:24.800Z,28.966,-97.62,3.9861,4,ml(texnet),30,92,0.1,0.3,tx,tx2023tumb,2023-11-01T12:41:29.810Z,"5 km NNW of Nordheim, Texas",earthquake,1.49659632,1.907328823,0.2,21,reviewed,tx,tx
2023-10-09T15:15:16.374Z,32.682,-100.696,6.774,2.9,ml(texnet),23,55,0,0.2,tx,tx2023tuoo,2023-10-15T21:49:28.040Z,"7 km NE of Hermleigh, Texas",earthquake,0.8194975003,1.468453297,0.1,19,reviewed,tx,tx
2023-10-09T15:57:15.400Z,34.0883333,-118.2615,11.47,2.59,ml,93,31,0.03872,0.18,ci,ci40579712,2023-10-13T10:22:16.262Z,"0 km SE of Silver Lake, CA",earthquake,0.13,0.22,0.149,26,reviewed,ci,ci
2023-10-09T18:35:11.639Z,32.832,-100.94,6.1381,2.9,ml(texnet),19,63,0,0.2,tx,tx2023tuve,2023-11-01T16:36:10.040Z,"12 km N of Snyder, Texas",earthquake,0.7536083901,1.629053716,0.1,7,reviewed,tx,tx
2023-10-10T01:24:03.879Z,32.407,-102.036,8.8282,2.7,ml(texnet),27,58,0.1,0.1,tx,tx2023tviq,2023-10-11T04:40:37.040Z,"32 km WSW of Ackerly, Texas",earthquake,0.9579435658,1.998260483,0.1,7,reviewed,tx,tx
2023-10-10T01:53:36.220Z,31.4903333,-115.642,8.43,3.04,ml,12,70,0.1564,0.19,ci,ci40580320,2023-10-10T14:07:27.782Z,"91 km ESE of Maneadero, B.C., MX",earthquake,0.3,1.25,0.133,56,reviewed,ci,ci
2023-10-10T02:00:52.602Z,32.3584,-104.4798,10,2.6,ml,27,90,0.517,0.48,us,us6000leex,2023-10-11T04:44:24.040Z,"22 km NNW of Whites City, New Mexico",earthquake,3.17,2.011,0.081,60,reviewed,us,us
2023-10-10T02:10:50.977Z,31.646,-103.996,6.4658,3,ml(texnet),15,70,0,0.1,tx,tx2023tvke,2023-10-13T19:29:24.167Z,"38 km W of Mentone, Texas",earthquake,2.327876325,1.877362514,0.1,6,reviewed,tx,tx
2023-10-10T03:36:03.170Z,31.4901667,-115.6428333,8.27,2.63,ml,13,70,0.1557,0.22,ci,ci40580344,2023-10-10T17:14:11.952Z,"91 km ESE of Maneadero, B.C., MX",earthquake,0.33,1.34,0.099,31,reviewed,ci,ci
2023-10-10T10:21:15.555Z,28.929,-98.055,4.6464,2.8,ml(texnet),20,44,0.1,0.2,tx,tx2023twaj,2023-11-08T13:26:59.040Z,"6 km SSW of Falls City, Texas",earthquake,1.041465609,2.298420014,0.1,6,reviewed,tx,tx
2023-10-10T11:09:19.110Z,44.6703333,-110.0013333,13.18,3.34,ml,25,115,0.08357,0.25,uu,uu60033849,2023-11-08T13:52:08.040Z,"37 km S of Silver Gate, Montana",earthquake,0.57,0.92,0.232,11,reviewed,uu,uu
2023-10-10T11:52:40.930Z,38.6873333,-122.5065,6.27,2.79,md,118,28,0.06621,0.16,nc,nc73948511,2023-11-08T13:09:39.040Z,"12 km SE of Middletown, CA",earthquake,0.13,0.4,0.158,164,reviewed,nc,nc
2023-10-10T12:09:11.371Z,32.3685,-104.4707,9.424,2.7,ml,32,90,0.512,0.35,us,us6000leh6,2023-10-10T13:31:40.040Z,"23 km NNW of Whites City, New Mexico",earthquake,1.91,8.389,0.059,72,reviewed,us,us
2023-10-10T13:50:01.970Z,33.7906667,-115.5751667,5.35,2.63,ml,34,51,0.09862,0.19,ci,ci40580496,2023-10-15T04:46:24.762Z,"18 km WNW of Desert Center, CA",earthquake,0.23,0.79,0.153,25,reviewed,ci,ci
2023-10-10T17:17:29.050Z,28.9288,-98.0836,3.745,2.8,mb_lg,16,66,0.252,0.56,us,us6000lekm,2023-11-07T16:22:24.040Z,"8 km SW of Falls City, Texas",earthquake,1.56,4.004,0.071,53,reviewed,us,us
2023-10-11T03:13:33.498Z,38.1663,-117.8949,11.9,2.6,ml,11,86.86,0.078,0.1533,nn,nn00867125,2023-10-13T04:07:39.040Z,"31 km SE of Mina, Nevada",earthquake,,1,0.43,7,reviewed,nn,nn
2023-10-11T04:33:10.828Z,44.2911,-114.8366,5,2.5,ml,23,43,0.185,0.73,us,us6000lepp,2023-10-16T00:09:18.040Z,"11 km NE of Stanley, Idaho",earthquake,1.04,1.809,0.051,50,reviewed,us,us
2023-10-11T05:47:48.714Z,31.679,-104.43,6.183,2.5,ml(texnet),15,52,0,0.2,tx,tx2023txmw,2023-11-09T11:52:40.040Z,"western Texas",earthquake,1.076222032,0.8785943362,0.1,7,reviewed,tx,tx
2023-10-11T12:10:34.530Z,35.6626666666667,-89.6853333333333,12.01,2.86,md,70,71,0.2266,0.16,nm,nm60555026,2023-10-25T09:13:25.040Z,"10 km W of Henning, Tennessee",earthquake,0.26,0.65,0.0623870403658886,59,reviewed,nm,nm
2023-10-11T14:48:55.005Z,38.1815,-117.7594,10.3,2.7,ml,13,67.57,0.112,0.1449,nn,nn00867144,2023-10-13T16:22:42.040Z,"38 km SE of Mina, Nevada",earthquake,,1.2,0.37,9,reviewed,nn,nn
2023-10-11T15:35:45.660Z,34.072,-118.1051667,10.18,2.71,ml,111,24,0.02539,0.18,ci,ci40581104,2023-11-09T09:24:20.872Z,"2 km ENE of Monterey Park, CA",earthquake,0.13,0.22,0.172,22,reviewed,ci,ci
2023-10-12T01:34:02.260Z,38.6881667,-122.5043333,6.63,2.7,md,95,44,0.06647,0.14,nc,nc73946265,2023-11-08T04:14:02.040Z,"12 km SE of Middletown, CA",earthquake,0.13,0.35,0.172,110,reviewed,nc,nc
2023-10-12T05:33:02.136Z,31.548,-104.145,6.0802,2.5,ml(texnet),18,69,0,0.2,tx,tx2023tzhx,2023-10-12T12:48:47.682Z,"42 km NW of Toyah, Texas",earthquake,1.033941702,1.017967076,0.1,7,reviewed,tx,tx
2023-10-12T08:38:53.600Z,33.9085,-118.2701667,21.96,2.52,ml,115,50,0.04148,0.21,ci,ci40581528,2023-10-18T20:45:16.515Z,"2 km SW of Willowbrook, CA",earthquake,0.16,0.31,0.144,24,reviewed,ci,ci
2023-10-12T19:30:22.805Z,44.2335,-115.0853,5.57,2.9,ml,22,47,0.214,0.72,us,us6000lf70,2023-11-09T15:26:01.040Z,"11 km W of Stanley, Idaho",earthquake,1.26,3.395,0.037,96,reviewed,us,us
2023-10-12T21:41:21.440Z,36.4658333,-120.8808333,17.23,3,ml,87,83,0.05467,0.2,nc,nc73946520,2023-10-27T03:39:57.040Z,"19 km WNW of New Idria, CA",earthquake,0.25,0.29,0.155,25,reviewed,nc,nc
2023-10-12T21:46:36.030Z,36.4713333,-120.8781667,18.14,2.54,md,75,84,0.04878,0.16,nc,nc73946525,2023-10-24T04:09:13.040Z,"19 km WNW of New Idria, CA",earthquake,0.31,0.25,0.138,81,reviewed,nc,nc
2023-10-13T03:27:50.614Z,32.325,-101.088,11.9584,2.8,ml(texnet),43,44,0.2,0.2,tx,tx2023uazh,2023-11-09T00:04:57.040Z,"7 km WSW of Westbrook, Texas",earthquake,0.6841538728,0.9063488563,0.2,32,reviewed,tx,tx
2023-10-13T08:04:26.070Z,44.3285,-110.8486667,5.75,2.98,ml,23,90,0.06566,0.21,uu,uu60552132,2023-10-25T09:48:27.040Z,"42 km SSE of West Yellowstone, Montana",earthquake,0.47,1.44,0.269,5,reviewed,uu,uu
2023-10-13T11:23:04.862Z,31.677,-104.19,6.093,3.1,ml(texnet),27,67,0.1,0.1,tx,tx2023ubox,2023-10-28T09:33:47.040Z,"55 km NW of Toyah, Texas",earthquake,0.5318783922,0.6756896047,0.3,18,reviewed,tx,tx
2023-10-13T17:19:22.620Z,42.9571666666667,-111.4805,1.65,2.87,ml,31,122,0.04728,0.23,mb,mb90030063,2023-10-16T22:09:53.380Z,"35 km NNE of Soda Springs, Idaho",earthquake,0.45,0.81,0.244599084713602,41,reviewed,mb,mb
2023-10-13T22:41:42.635Z,42.9403,-111.5198,0.327,3.6,ml,53,68,0.072,0.53,us,us6000lffv,2023-10-30T01:29:07.769Z,"32 km NNE of Soda Springs, Idaho",earthquake,1.55,2.135,0.031,134,reviewed,us,us
2023-10-14T03:40:12.880Z,42.9608333333333,-111.475666666667,1.59,2.77,ml,15,124,0.04579,0.14,mb,mb90030098,2023-10-16T22:21:42.570Z,"35 km W of Freedom, Idaho",earthquake,0.58,0.83,0.238937786950712,41,reviewed,mb,mb
2023-10-14T05:56:30.763Z,42.9529,-111.5106,6.487,2.7,ml,44,67,0.067,0.48,us,us6000lfhi,2023-10-25T11:24:21.040Z,"southern Idaho",earthquake,1.28,6.365,0.041,78,reviewed,us,us
2023-10-14T15:30:26.646Z,28.971,-97.978,0.0978,2.5,ml(texnet),14,64,0,0.1,tx,tx2023udso,2023-10-16T14:16:39.893Z,"4 km ESE of Falls City, Texas",earthquake,0.772000841,2.062462671,0.1,12,reviewed,tx,tx
2023-10-14T17:15:20.039Z,35.63616667,-96.90966667,16.06,2.91,ml,99,56,0,0.12,ok,ok2023udwa,2023-11-08T22:56:08.040Z,"7 km SSW of Chandler, Oklahoma",earthquake,,0.4,0.21,43,reviewed,ok,ok
2023-10-15T10:00:54.115Z,37.9678,-117.9161,0,2.7,ml,10,63.86,0.197,0.1331,nn,nn00867338,2023-10-28T07:11:09.040Z,"34 km NW of Silver Peak, Nevada",earthquake,,0,0.13,7,reviewed,nn,nn
2023-10-15T17:13:38.935Z,39.0101,-117.047,3,3,ml,9,54.33,0.552,0.1464,nn,nn00867345,2023-10-17T17:30:57.040Z,"22 km S of Kingston, Nevada",earthquake,,2.7,0.52,6,reviewed,nn,nn
2023-10-15T17:23:57.056Z,39.0036,-117.0526,3.1,3.5,ml,8,97.4,0.546,0.158,nn,nn00867351,2023-10-17T17:32:32.040Z,"22 km S of Kingston, Nevada",earthquake,,1.8,0.49,5,reviewed,nn,nn
2023-10-15T19:50:16.440Z,34.5636667,-119.1363333,7,3.71,ml,100,21,0.1253,0.31,ci,ci40582816,2023-11-03T21:59:30.927Z,"16 km NE of Ojai, CA",earthquake,0.19,0.77,0.151,253,reviewed,ci,ci
2023-10-15T19:52:11.602Z,39.6305,-119.6182,8.7,2.7,ml,27,92.43,0.151,0.1493,nn,nn00867360,2023-10-17T17:35:37.040Z,"7 km ESE of Spanish Springs, Nevada",earthquake,,1.8,0.27,8,reviewed,nn,nn
2023-10-15T19:52:14.890Z,34.5685,-119.1346667,1.62,3.29,ml,94,21,0.1286,0.33,ci,ci40582824,2023-11-11T16:34:55.040Z,"17 km NE of Ojai, CA",earthquake,0.19,0.57,0.124,199,reviewed,ci,ci
2023-10-15T21:09:31.460Z,34.5628333,-119.1348333,4.11,2.61,ml,81,30,0.1256,0.28,ci,ci40582864,2023-11-07T05:08:23.040Z,"16 km NE of Ojai, CA",earthquake,0.18,0.79,0.151,92,reviewed,ci,ci
2023-10-15T23:53:04.956Z,39.6193,-119.6407,8.6,2.9,ml,36,88.49,0.13,0.1573,nn,nn00867368,2023-11-09T02:50:05.040Z,"6 km ESE of Spanish Springs, Nevada",earthquake,,0.9,0.28,11,reviewed,nn,nn
2023-10-16T01:34:10.039Z,42.6021,-111.455,5,2.7,ml,31,91,0.308,0.18,us,us6000lftl,2023-10-16T22:24:14.040Z,"13 km ESE of Soda Springs, Idaho",earthquake,1.3,1.836,0.031,134,reviewed,us,us
2023-10-16T02:29:42.290Z,31.6876667,-115.7015,6.06,2.52,ml,21,71,0.3036,0.29,ci,ci40582920,2023-10-16T20:33:15.682Z,"78 km SW of Alberto Oviedo Mota, B.C., MX",earthquake,0.36,1.46,0.17,38,reviewed,ci,ci
2023-10-16T06:51:08.189Z,36.37883333,-97.6475,7.92,2.51,ml,71,35,0,0.19,ok,ok2023ugsl,2023-10-16T13:49:11.739Z,"5 km ENE of Fairmont, Oklahoma",earthquake,,0.6,0.2,31,reviewed,ok,ok
2023-10-16T10:20:49.740Z,40.3156667,-124.0548333,31.06,4.83,mw,45,52,0.0472,0.12,nc,nc73947830,2023-10-25T14:10:43.162Z,"20 km E of Petrolia, CA",earthquake,0.27,0.59,,4,reviewed,nc,nc
2023-10-16T10:31:25.060Z,40.756,-124.5208333,23.63,4.03,mw,75,204,0.2389,0.17,nc,nc73947835,2023-10-24T21:49:51.766Z,"28 km W of Humboldt Hill, CA",earthquake,0.44,0.74,,4,reviewed,nc,nc
2023-10-16T13:04:06.960Z,40.3216667,-124.061,31.59,2.98,ml,48,47,0.04063,0.15,nc,nc73947920,2023-10-18T14:59:09.040Z,"19 km E of Petrolia, CA",earthquake,0.26,0.54,0.2,21,reviewed,nc,nc
2023-10-16T13:15:36.248Z,37.3024,-104.5054,5,2.8,mb_lg,12,74,0.285,0.5,us,us6000lfx4,2023-10-17T17:51:47.355Z,"9 km NNW of El Moro, Colorado",earthquake,2.17,1.722,0.092,51,reviewed,us,us
2023-10-16T14:15:42.130Z,40.755,-124.3113333,26.33,2.93,md,36,196,0.08128,0.09,nc,nc73947930,2023-10-18T14:53:50.040Z,"11 km WNW of Humboldt Hill, CA",earthquake,0.45,0.43,0.107,72,reviewed,nc,nc
2023-10-16T17:49:26.546Z,32.686,-100.691,5.7224,2.6,ml(texnet),18,82,0,0.2,tx,tx2023uhof,2023-11-09T17:10:57.040Z,"western Texas",earthquake,0.7766673926,1.16803424,0.2,17,reviewed,tx,tx
2023-10-16T18:48:04.060Z,33.4285,-118.0186667,0.97,2.56,ml,63,132,0.2049,0.27,ci,ci40583128,2023-11-09T17:05:45.040Z,"23 km SSW of Newport Beach, CA",earthquake,0.31,0.62,0.214,24,reviewed,ci,ci
2023-10-17T08:29:48.590Z,33.0058333,-117.9086667,0.75,2.98,ml,47,132,0.4699,0.29,ci,ci40583304,2023-10-22T10:20:31.796Z,"46 km ENE of San Clemente Is. (SE tip), CA",earthquake,0.4,1.1,0.141,101,reviewed,ci,ci
2023-10-17T14:46:34.150Z,40.3195,-124.0618333,31.45,2.8,md,45,54,0.04078,0.18,nc,nc73948255,2023-10-19T14:58:22.040Z,"19 km E of Petrolia, CA",earthquake,0.29,0.55,0.188,64,reviewed,nc,nc
2023-10-17T15:54:06.899Z,28.924,-98.054,2.3721,2.5,ml(texnet),13,71,0.1,0.2,tx,tx2023ujfw,2023-10-23T20:17:40.507Z,"7 km SSW of Falls City, Texas",earthquake,0.8669010309,1.712596298,0.2,18,reviewed,tx,tx
2023-10-17T19:29:22.468Z,31.675,-104.408,6.7984,2.6,ml(texnet),31,87,0,0.1,tx,tx2023ujmz,2023-10-18T14:40:34.040Z,"55 km S of Whites City, New Mexico",earthquake,0.5016323111,0.5603284543,0.2,21,reviewed,tx,tx
2023-10-17T20:16:41.184Z,31.676,-104.37,6.1187,3.5,ml(texnet),32,57,0,0.2,tx,tx2023ujon,2023-10-18T00:34:27.593Z,"55 km S of Whites City, New Mexico",earthquake,0.5605538314,0.5884364837,0.1,23,reviewed,tx,tx
2023-10-17T23:14:47.490Z,32.138,-115.1351667,19.64,2.73,ml,21,88,0.1266,0.25,ci,ci40583624,2023-11-10T02:51:14.040Z,"10 km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,0.47,0.65,0.221,21,reviewed,ci,ci
2023-10-18T05:41:02.785Z,31.69,-104.444,5.6174,3.9,ml(texnet),37,44,0,0.2,tx,tx2023ukhe,2023-10-19T04:40:59.040Z,"western Texas",earthquake,0.8117200766,0.5488639299,0.1,19,reviewed,tx,tx
2023-10-18T06:57:16.290Z,36.4898333333333,-89.5528333333333,9.16,2.56,md,55,25,0.04984,0.12,nm,nm60555826,2023-10-21T06:01:16.200Z,"southeastern Missouri",earthquake,0.16,0.31,0.147112825047436,43,reviewed,nm,nm
2023-10-18T09:22:17.012Z,31.671,-104.371,6.183,3.9,ml(texnet),25,57,0,0.2,tx,tx2023ukol,2023-10-25T12:41:14.040Z,"55 km S of Whites City, New Mexico",earthquake,0.8150984855,0.8575098542,0.1,13,reviewed,tx,tx
2023-10-18T09:29:56.396Z,31.669,-104.368,6.0802,3.4,ml(texnet),29,57,0.1,0.2,tx,tx2023ukot,2023-10-25T12:54:41.040Z,"56 km S of Whites City, New Mexico",earthquake,0.8255482103,0.8056381798,0.1,15,reviewed,tx,tx
2023-10-18T09:31:36.359Z,31.672,-104.364,4.2035,2.6,ml(texnet),23,57,0.1,0.2,tx,tx2023ukov,2023-10-25T12:56:07.040Z,"55 km S of Whites City, New Mexico",earthquake,0.9092567981,1.278211753,0.2,13,reviewed,tx,tx
2023-10-18T10:05:23.160Z,31.673,-104.371,5.2061,3,ml(texnet),19,68,0,0.2,tx,tx2023ukqa,2023-10-25T12:57:15.040Z,"55 km S of Whites City, New Mexico",earthquake,0.8809051866,1.323224319,0.1,7,reviewed,tx,tx
2023-10-18T10:19:00.270Z,40.4981667,-124.4586667,24.94,2.58,md,36,224,0.09514,0.1,nc,nc73948600,2023-10-26T05:44:03.040Z,"19 km WSW of Ferndale, CA",earthquake,0.41,0.35,0.235,56,reviewed,nc,nc
2023-10-18T16:29:14.990Z,38.127,-121.6428333,8.46,4.24,mw,157,20,0.04364,0.41,nc,nc73948665,2023-11-10T01:43:57.777Z,"5 km SW of Isleton, CA",earthquake,0.26,1.05,,4,reviewed,nc,nc
2023-10-18T18:26:54.225Z,39.6241,-119.6313,11.6,3.6,ml,38,73.4,0.139,0.1618,nn,nn00867575,2023-11-09T16:38:15.051Z,"Nevada",earthquake,,0.8,0.33,10,reviewed,nn,nn
2023-10-19T00:09:57.825Z,31.627,-104.507,7.5198,3.5,ml(texnet),39,73,0,0.2,tx,tx2023ulrs,2023-10-19T15:26:08.503Z,"62 km SSW of Whites City, New Mexico",earthquake,1.641068932,0.6793014203,0.1,25,reviewed,tx,tx
2023-10-19T02:04:05.280Z,38.1195,-121.6381667,7.78,2.78,md,73,89,0.04197,0.38,nc,nc73948795,2023-11-09T05:57:30.040Z,"5 km SSW of Isleton, CA",earthquake,0.35,0.78,0.184,110,reviewed,nc,nc
2023-10-19T07:43:04.369Z,39.621,-119.6343,10.5,3.6,mw,38,72.6,0.135,0.1509,nn,nn00867596,2023-11-11T07:42:52.699Z,"Nevada",earthquake,,0.9,,,reviewed,nn,nn
2023-10-19T08:53:46.036Z,43.6437,-97.0323,8.707,2.7,ml,11,56,0.316,0.46,us,us6000lgjc,2023-11-10T13:37:44.375Z,"South Dakota",earthquake,3.19,7.76,0.148,6,reviewed,us,us
2023-10-19T16:51:49.130Z,37.072,-121.1306667,-0.1,2.6,md,65,43,0.0558,0.14,nc,nc73949020,2023-10-24T13:42:35.040Z,"24 km SSW of Gustine, CA",earthquake,0.17,0.24,0.163,105,reviewed,nc,nc
2023-10-20T13:47:54.920Z,47.61233333333333,-121.73066666666666,14.39,2.66,ml,66,57,0.08549,0.17,uw,uw61958152,2023-10-27T07:13:02.040Z,"Washington",earthquake,0.22,0.41,0.2049804805807074,114,reviewed,uw,uw
2023-10-20T15:59:25.565Z,39.6274,-119.638,10.1,3.1,ml,30,73.28,0.135,0.1408,nn,nn00867659,2023-11-12T08:26:43.152Z,"6 km ESE of Spanish Springs, Nevada",earthquake,,1,0.29,9,reviewed,nn,nn
2023-10-20T20:50:14.220Z,40.3695,-124.9358333,12.45,2.97,md,81,232,0.4607,0.3,nc,nc73949465,2023-10-23T08:07:11.452Z,"55 km W of Petrolia, CA",earthquake,1.19,1.35,0.15,68,reviewed,nc,nc
2023-10-20T21:11:58.200Z,37.3886667,-121.7391667,6.74,2.64,md,122,33,0.07852,0.09,nc,nc73949470,2023-10-24T19:22:11.562Z,"8 km ENE of Alum Rock, CA",earthquake,0.07,0.25,0.145,125,reviewed,nc,nc
2023-10-20T23:07:30.792Z,28.933,-98.048,2.959,3.5,ml(texnet),16,72,0.1,0.1,tx,tx2023upgr,2023-10-27T04:31:47.040Z,"southern Texas",earthquake,0.9305270593,2.198847907,0.1,7,reviewed,tx,tx
2023-10-21T02:59:33.580Z,36.1868333333333,-89.4516666666667,11.26,3.26,md,77,34,0.04368,0.16,nm,nm60556241,2023-10-26T14:23:33.505Z,"9 km SSE of Ridgely, Tennessee",earthquake,0.18,0.31,0.159978137201974,44,reviewed,nm,nm
2023-10-21T05:16:59.770Z,38.4893333,-112.8456667,-0.26,2.56,ml,33,49,0.007382,0.17,uu,uu60552607,2023-10-29T12:43:39.040Z,"",earthquake,0.24,0.13,0.156,9,reviewed,uu,uu
2023-10-21T10:23:08.459Z,31.692,-104.499,5.7717,2.8,ml(texnet),34,66,0,0.2,tx,tx2023uqcy,2023-10-24T14:11:57.979Z,"54 km SSW of Whites City, New Mexico",earthquake,1.082448524,0.7166500046,0.2,23,reviewed,tx,tx
2023-10-21T12:53:58.890Z,36.7466667,-121.3835,11.41,2.61,md,74,54,0.04914,0.14,nc,nc73949690,2023-11-11T11:56:40.040Z,"7 km SW of Tres Pinos, CA",earthquake,0.15,0.26,0.117,88,reviewed,nc,nc
2023-10-21T19:50:21.180Z,43.2141666666667,-110.471166666667,3.88,2.5,ml,22,117,0.3208,0.2,mb,mb90030538,2023-10-22T14:05:52.110Z,"5 km WNW of Bondurant, Wyoming",earthquake,0.54,2.25,0.25051590835469,24,reviewed,mb,mb
2023-10-21T19:51:33.114Z,31.721,-103.996,6.7357,3,ml(texnet),31,34,0,0.1,tx,tx2023uqvs,2023-10-27T04:22:58.040Z,"western Texas",earthquake,0.3007453033,0.3606685801,0.1,26,reviewed,tx,tx
2023-10-22T23:25:12.112Z,31.716,-104.004,5.6303,2.8,ml(texnet),20,49,0,0.1,tx,tx2023usyg,2023-10-23T11:01:18.487Z,"",earthquake,0.4165166658,0.5650526038,0.1,6,reviewed,tx,tx
2023-10-23T02:41:45.820Z,47.4075,-122.69716666666666,29.4,3.0500000000000003,ml,122,24,0.04511,0.26,uw,uw61958757,2023-11-03T03:14:23.183Z,"Puget Sound region, Washington",earthquake,0.22,0.5,0.15137558536385076,88,reviewed,uw,uw
2023-10-23T04:22:13.872Z,36.2202,-106.7653,12.589,2.9,ml,20,83,1.296,0.78,us,us6000lhex,2023-10-23T05:21:09.040Z,"3 km ESE of Capulin, New Mexico",earthquake,3.86,7.379,0.04,82,reviewed,us,us
2023-10-23T04:27:38.116Z,32.837,-100.587,6.8718,2.6,ml(texnet),20,71,0,0.2,tx,tx2023utig,2023-10-23T12:43:26.853Z,"11 km W of Rotan, Texas",earthquake,1.066283924,2.573777448,0,6,reviewed,tx,tx
2023-10-23T05:56:30.510Z,36.0468333,-117.8603333,1.97,2.53,ml,31,65,0.046,0.15,ci,ci40585144,2023-10-24T07:44:48.040Z,"8 km E of Coso Junction, CA",earthquake,0.15,0.22,0.182,15,reviewed,ci,ci
2023-10-23T14:42:15.350Z,38.1316667,-121.6575,0.02,2.88,ml,70,130,0.04001,0.44,nc,nc73950380,2023-11-03T01:01:05.675Z,"4 km SE of Rio Vista, CA",earthquake,0.46,0.97,0.2,82,reviewed,nc,nc
2023-10-23T16:24:04.370Z,40.4281667,-124.6311667,24,2.53,md,47,234,0.2291,0.18,nc,nc73950395,2023-10-26T17:14:18.040Z,"32 km WNW of Petrolia, CA",earthquake,0.74,0.83,0.258,52,reviewed,nc,nc
2023-10-24T09:23:23.110Z,32.7505,-115.4185,15.57,2.53,ml,42,37,0.05964,0.27,ci,ci40585944,2023-10-25T06:46:37.040Z,"8 km SSW of Holtville, CA",earthquake,0.32,0.48,0.137,23,reviewed,ci,ci
2023-10-24T09:31:49.480Z,37.5635,-112.5375,4.32,2.56,ml,20,96,0.2597,0.3,uu,uu60552827,2023-10-25T06:24:27.040Z,"13 km SW of Hatch, Utah",earthquake,0.62,1.55,0.148,14,reviewed,uu,uu
2023-10-24T18:09:53.890Z,37.8756667,-122.2541667,8.82,2.51,md,110,31,0.001485,0.07,nc,nc73950825,2023-10-28T02:24:51.958Z,"2 km ENE of Berkeley, CA",earthquake,0.09,0.14,0.126,101,reviewed,nc,nc
2023-10-24T19:51:04.640Z,32.7491667,-115.4133333,15.26,2.67,ml,37,69,0.06269,0.27,ci,ci40586488,2023-10-26T15:26:20.040Z,"8 km SSW of Holtville, CA",earthquake,0.32,0.52,0.121,25,reviewed,ci,ci
2023-10-25T08:28:56.270Z,37.4945,-118.8046667,6.53,2.71,md,31,84,0.08554,0.04,nc,nc73951105,2023-10-27T11:12:10.040Z,"13 km SW of Toms Place, CA",earthquake,0.37,0.79,0.121,60,reviewed,nc,nc
