time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-09-19T09:54:27.540Z,34.1121667,-117.47,6.8,3.06,ml,150,15,0.02881,0.22,ci,ci39668658,2023-10-13T06:20:51.400Z,"2 km NW of Fontana, CA",earthquake,0.11,0.29,0.165,167,reviewed,ci,ci
2023-09-19T10:21:52.700Z,37.4476667,-121.2435,4.82,2.98,ml,46,82,0.06983,0.15,nc,nc73938936,2023-10-30T15:01:44.040Z,"10 km WSW of Patterson, CA",earthquake,0.25,0.72,0.216,88,reviewed,nc,nc
2023-09-19T10:54:55.937Z,40.1755,-98.3374,9.951,2.8,mb_lg,24,52,1.24,0.43,us,us7000kwmt,2023-10-30T16:40:51.040Z,"9 km E of Cowles, Nebraska",earthquake,1.84,7.414,0.054,92,reviewed,us,us
2023-09-19T18:18:08.669Z,40.1848,-98.3216,9.981,2.6,mb_lg,24,34,1.229,0.5,us,us7000kwqd,2023-10-25T16:57:04.040Z,"10 km E of Cowles, Nebraska",earthquake,1.8,7.309,0.076,45,reviewed,us,us
2023-09-19T22:30:03.350Z,34.47283333,-97.775,13.92,2.71,ml,78,48,0.1367731604,0.44,ok,ok2023skov,2023-10-28T22:57:06.040Z,"9 km W of Velma, Oklahoma",earthquake,,1.6,0.22,24,reviewed,ok,ok
2023-09-20T00:03:39.090Z,40.8551667,-124.0793333,16.75,2.78,md,30,147,0.05335,0.12,nc,nc73939161,2023-11-11T03:39:40.974Z,"1 km SSE of Arcata, CA",earthquake,0.42,0.26,0.152,39,reviewed,nc,nc
2023-09-20T01:29:57.898Z,32.47375488,-102.0924638,4.352945964,2.8,ml,21,73,0.1012374717,0.2,tx,tx2023skuu,2023-10-27T01:37:13.040Z,"31 km SSW of Los Ybanez, Texas",earthquake,1.195755628,2.5332279909999995,0.1,7,reviewed,tx,tx
2023-09-20T01:30:55.810Z,49.27066666666666,-119.53783333333334,-0.7,2.62,ml,8,184,0.07725,0.2,uw,uw61960946,2023-10-02T22:12:12.000Z,"",explosion,0.93,31.61,0.10232930801300877,5,reviewed,uw,uw
2023-09-20T02:14:59.485Z,31.479,-103.737,133.4251,2.8,mlv,5,357,0.6,0,tx,tx2023skwh,2023-09-22T22:26:48.972Z,"18 km NNE of Toyah, Texas",earthquake,176.9326764,41.24241036,0.4,3,automatic,tx,tx
2023-09-20T02:39:38.572Z,38.1753,-117.7825,8.1,3.3,ml,14,50.98,0.115,0.1213,nn,nn00866091,2023-10-19T03:14:39.040Z,"37 km SE of Mina, Nevada",earthquake,,1.1,0.2,8,reviewed,nn,nn
2023-09-20T10:27:11.509Z,34.4715,-97.7675,16.95,2.94,ml,89,48,0.1394726307,0.4,ok,ok2023slmm,2023-10-25T04:35:49.040Z,"Oklahoma",earthquake,,1.1,0.24,26,reviewed,ok,ok
2023-09-20T16:09:55.377Z,31.51911132,-104.1640309,6.568603516,2.809321979,ml(texnet),10,77.0350531,0.1604871948,0.2060111058,tx,tx2023slxy,2023-10-18T02:24:57.040Z,"41 km WNW of Toyah, Texas",earthquake,1.604061625,2.469253901,0.1581722777,7,reviewed,tx,tx
2023-09-20T19:15:32.196Z,37.2932,-104.4898,5.158,2.8,mb_lg,9,65,0.166,0.13,us,us7000kwz1,2023-09-26T18:14:31.066Z,"7 km NNW of El Moro, Colorado",earthquake,1.33,3.516,0.102,43,reviewed,us,us
2023-09-20T22:47:28.430Z,39.7386667,-120.5633333,1.07,2.83,md,21,65,0.1024,0.1,nc,nc73939586,2023-10-19T03:17:15.040Z,"0 km E of Valley Ranch, CA",earthquake,0.26,1.53,0.175,46,reviewed,nc,nc
2023-09-21T07:14:07.530Z,37.3068333,-122.076,8.12,2.88,md,137,67,0.02988,0.16,nc,nc73939716,2023-10-28T02:17:23.272Z,"4 km WSW of Cupertino, CA",earthquake,0.14,0.22,0.117,160,reviewed,nc,nc
2023-09-21T07:24:26.789Z,34.4735,-97.76116667,18.13,2.84,ml,97,47,0.1403724541,0.38,ok,ok2023snbz,2023-10-29T11:14:23.040Z,"8 km W of Velma, Oklahoma",earthquake,,0.9,0.22,27,reviewed,ok,ok
2023-09-21T19:35:48.366Z,32.008,-103.842,5.9259,2.5,ml(texnet),20,74,0,0.1,tx,tx2023soac,2023-09-27T16:21:15.040Z,"32 km SE of Malaga, New Mexico",earthquake,1.380029687,0.8132823206,0.1,6,reviewed,tx,tx
2023-09-21T21:29:07.080Z,34.4805,-97.76816667,6.63,2.95,ml,91,47,0.1313742199,0.38,ok,ok2023sodv,2023-09-29T03:26:35.040Z,"8 km WNW of Velma, Oklahoma",earthquake,,0.9,0.23,28,reviewed,ok,ok
2023-09-22T00:11:43.910Z,40.4101667,-124.6886667,23.14,2.5,md,36,235,0.2759,0.17,nc,nc73940091,2023-10-27T02:13:09.040Z,"36 km WNW of Petrolia, CA",earthquake,1.35,0.82,0.389,33,reviewed,nc,nc
2023-09-22T08:19:17.179Z,36.41533333,-96.87583333,7.32,2.71,ml,95,58,0,0.24,ok,ok2023sozh,2023-10-01T14:08:16.040Z,"10 km NW of Pawnee, Oklahoma",earthquake,,0.3,0.24,33,reviewed,ok,ok
2023-09-22T08:56:47.740Z,36.41433333,-96.8765,7.29,2.83,ml,99,58,0,0.25,ok,ok2023span,2023-10-01T14:18:12.040Z,"",earthquake,,0.3,0.24,39,reviewed,ok,ok
2023-09-22T10:46:38.850Z,35.54033333,-96.7555,7,3.22,ml,101,35,0,0.18,ok,ok2023sped,2023-10-19T11:46:29.040Z,"8 km NW of Prague, Oklahoma",earthquake,,0.4,0.21,39,reviewed,ok,ok
2023-09-22T12:18:31.454Z,32.2871,-103.3149,7.7,3.5,ml,33,61,0.098,0.5,us,us7000kxci,2023-10-01T04:46:39.040Z,"22 km SW of Eunice, New Mexico",earthquake,1.94,6.915,0.085,26,reviewed,us,us
2023-09-22T18:03:14.460Z,37.3086667,-122.0761667,7.97,2.82,md,123,67,0.0115,0.14,nc,nc73940346,2023-10-18T17:36:56.040Z,"4 km WSW of Cupertino, CA",earthquake,0.13,0.18,0.13,149,reviewed,nc,nc
2023-09-22T18:51:55.609Z,35.53883333,-96.75333333,7.91,2.97,ml,100,35,0.1169770451,0.21,ok,ok2023spud,2023-10-25T16:45:04.040Z,"8 km NW of Prague, Oklahoma",earthquake,,0.5,0.21,24,reviewed,ok,ok
2023-09-22T20:15:58.090Z,32.685,-100.689,6.774,3.9,ml(texnet),23,56,0,0.1,tx,tx2023spwx,2023-10-18T19:39:24.331Z,"8 km NE of Hermleigh, Texas",earthquake,0.7517569669,1.262697308,0,6,reviewed,tx,tx
2023-09-23T00:48:19.951Z,31.679,-104.418,6.3886,2.5,ml(texnet),16,68,0,0.2,tx,tx2023sqfx,2023-10-02T00:36:24.040Z,"55 km S of Whites City, New Mexico",earthquake,0.8000584012,0.7457911883,0.1,31,reviewed,tx,tx
2023-09-23T07:26:09.700Z,37.5263333,-118.8351667,3.35,2.81,md,31,106,0.06376,0.04,nc,nc73940601,2023-10-25T05:01:12.040Z,"14 km WSW of Toms Place, CA",earthquake,0.35,0.72,0.139,46,reviewed,nc,nc
2023-09-23T11:59:56.558Z,37.1985,-114.6956,0,2.7,ml,12,121.76,0.351,0.1064,nn,nn00866289,2023-10-29T11:31:22.040Z,"45 km ESE of Alamo, Nevada",earthquake,,0,0.36,9,reviewed,nn,nn
2023-09-23T14:09:21.319Z,31.641,-104.177,6.5686,2.6,ml(texnet),17,59,0.1,0.2,tx,tx2023srgi,2023-10-27T19:28:36.040Z,"51 km NW of Toyah, Texas",earthquake,0.8686963874,1.261027452,0.1,33,reviewed,tx,tx
2023-09-23T15:49:59.191Z,32.68,-100.692,8.8771,2.6,ml(texnet),12,83,0,0.2,tx,tx2023srjq,2023-09-25T04:25:24.777Z,"8 km NE of Hermleigh, Texas",earthquake,0.9531648543,1.322780591,0.1,9,reviewed,tx,tx
2023-09-23T15:57:47.940Z,37.4186667,-121.3045,3.44,3.22,ml,127,126,0.03733,0.17,nc,nc73940786,2023-10-14T14:52:25.040Z,"16 km WSW of Patterson, CA",earthquake,0.17,0.44,0.212,117,reviewed,nc,nc
2023-09-23T16:36:41.177Z,31.498,-103.581,4.8205,2.7,ml(texnet),20,71,0.1,0.3,tx,tx2023srle,2023-09-25T04:25:41.347Z,"western Texas",earthquake,1.197062793,1.247607921,0.3,12,reviewed,tx,tx
2023-09-23T21:50:18.210Z,32.682,-100.686,6.7984,2.9,ml(texnet),19,83,0,0.1,tx,tx2023srvo,2023-10-27T01:44:04.040Z,"8 km NE of Hermleigh, Texas",earthquake,0.8315215549,1.768094191,0.1,12,reviewed,tx,tx
2023-09-23T22:02:35.160Z,37.4305,-121.7723333,11.1,2.67,md,129,31,0.02984,0.09,nc,nc73940946,2023-10-01T17:15:51.040Z,"9 km NE of Alum Rock, CA",earthquake,0.09,0.25,0.16,150,reviewed,nc,nc
2023-09-24T00:48:33.040Z,37.4343333,-113.1275,10.56,2.57,ml,17,54,0.07811,0.19,uu,uu60550762,2023-10-25T22:49:24.040Z,"12 km SSE of Kanarraville, Utah",earthquake,0.38,0.67,0.153,16,reviewed,uu,uu
2023-09-24T07:11:42.633Z,31.678,-104.52,5.4889,2.7,ml(texnet),29,146,0,0.3,tx,tx2023ssob,2023-10-19T11:35:20.040Z,"",earthquake,1.063387978,0.5545541541,0.2,19,reviewed,tx,tx
2023-09-24T07:13:14.839Z,31.626,-104.516,5.0261,3.2,ml(texnet),29,148,0,0.3,tx,tx2023ssod,2023-10-19T11:47:38.040Z,"62 km SSW of Whites City, New Mexico",earthquake,1.9481208,1.407665056,0.2,19,reviewed,tx,tx
2023-09-24T08:50:17.927Z,32.687,-100.687,6.4805,2.8,ml(texnet),19,82,0,0.1,tx,tx2023ssri,2023-10-19T05:25:33.040Z,"8 km NE of Hermleigh, Texas",earthquake,0.6814649773,0.8091383874,0.1,14,reviewed,tx,tx
2023-09-24T16:55:47.920Z,35.5036667,-118.3926667,4.92,2.57,ml,52,29,0.1721,0.18,ci,ci40571648,2023-10-21T22:45:18.040Z,"13 km SE of Bodfish, CA",earthquake,0.15,1.18,0.165,71,reviewed,ci,ci
2023-09-24T23:59:29.388Z,45.7301,-73.4849,5.178,2.7,mb_lg,32,82,0.249,0.58,us,us7000kxw7,2023-10-30T20:23:00.846Z,"1 km N of Charlemagne, Canada",earthquake,5.2,7.726,0.117,19,reviewed,us,us
2023-09-25T00:40:31.129Z,34.48,-97.77266667,19.89,3.68,ml,97,47,0,0.36,ok,ok2023stwr,2023-10-30T22:49:08.632Z,"9 km WNW of Velma, Oklahoma",earthquake,,0.7,0.23,32,reviewed,ok,ok
2023-09-25T03:18:10.059Z,32.403,-102.021,9.7085,3.3,ml(texnet),17,53,0.1,0.1,tx,tx2023subv,2023-10-25T21:32:31.040Z,"31 km WSW of Ackerly, Texas",earthquake,0.8518771206,2.100788212,0.1,7,reviewed,tx,tx
2023-09-25T04:09:13.835Z,31.719,-103.998,6.3372,2.6,ml(texnet),21,45,0,0.1,tx,tx2023sudn,2023-10-30T23:01:49.040Z,"37 km W of Mentone, Texas",earthquake,0.7545132382,0.8756983871,0,7,reviewed,tx,tx
2023-09-25T06:42:33.790Z,35.0428333,-119.6403333,14.25,3.05,ml,66,42,0.1036,0.32,ci,ci40572024,2023-09-26T06:38:27.040Z,"20 km WSW of Taft, CA",earthquake,0.31,0.58,0.118,75,reviewed,ci,ci
2023-09-25T09:02:20.516Z,28.915,-97.963,4.1818,3.1,ml(texnet),15,71,0,0.2,tx,tx2023sunf,2023-11-08T15:13:54.040Z,"6 km WNW of Karnes City, Texas",earthquake,1.274075914,2.064350881,0.2,9,reviewed,tx,tx
2023-09-25T09:10:06.490Z,36.692,-121.3443333,5.29,2.59,md,62,47,0.01553,0.19,nc,nc73941686,2023-10-02T13:20:43.040Z,"11 km SSW of Tres Pinos, CA",earthquake,0.25,0.63,0.123,72,reviewed,nc,nc
2023-09-25T17:17:19.048Z,28.796,-98.457,4.2796,2.5,ml(texnet),26,65,0,0.3,tx,tx2023svdn,2023-11-03T20:42:50.040Z,"4 km E of Christine, Texas",earthquake,1.39279251,1.817884593,0,7,reviewed,tx,tx
2023-09-25T18:10:11.669Z,34.07033333,-97.43233333,6.31,2.51,ml,77,46,0,0.37,ok,ok2023svfh,2023-10-26T13:27:53.040Z,"10 km S of Wilson, Oklahoma",earthquake,,0.9,0.24,22,reviewed,ok,ok
2023-09-25T21:48:06.038Z,44.4587,-115.1984,10,2.5,ml,21,56,0.689,0.63,us,us7000ky20,2023-10-20T19:27:40.040Z,"southern Idaho",earthquake,1.79,1.997,0.085,18,reviewed,us,us
2023-09-26T00:26:42.480Z,39.7425,-120.5643333,5.01,2.77,md,19,66,0.1021,0.12,nc,nc73941941,2023-10-22T23:58:55.040Z,"0 km NNE of Valley Ranch, CA",earthquake,0.28,0.9,0.129,38,reviewed,nc,nc
2023-09-26T02:30:46.014Z,44.7197,-111.7899,10,2.5,ml,43,48,0.089,0.48,us,us7000ky3w,2023-10-30T23:44:55.040Z,"46 km NW of Island Park, Idaho",earthquake,1.09,2.001,0.048,58,reviewed,us,us
2023-09-26T18:40:03.090Z,40.694,-123.581,30.66,3.17,ml,74,22,0.2141,0.15,nc,nc73942216,2023-10-24T22:06:10.040Z,"28 km S of Willow Creek, CA",earthquake,0.21,0.55,0.166,25,reviewed,nc,nc
2023-09-26T19:10:51.971Z,31.706,-104.165,6.4915,2.6,ml(texnet),19,52,0.1,0.1,tx,tx2023sxcu,2023-11-03T16:00:43.040Z,"53 km W of Mentone, Texas",earthquake,0.8191983737,1.137363396,0.1,7,reviewed,tx,tx
2023-09-27T01:29:07.990Z,35.8795,-117.686,2.74,3.04,ml,33,71,0.09549,0.16,ci,ci40573224,2023-10-25T23:45:35.040Z,"21 km ESE of Little Lake, CA",earthquake,0.19,0.74,0.146,98,reviewed,ci,ci
2023-09-27T05:27:58.160Z,37.517,-118.8553333,5.77,2.84,md,32,83,0.07582,0.03,nc,nc73942461,2023-11-08T14:41:18.040Z,"16 km WSW of Toms Place, CA",earthquake,0.34,0.57,0.104,51,reviewed,nc,nc
2023-09-27T19:39:34.492Z,31.601,-104.55,5.5403,2.5,ml(texnet),27,75,0.1,0.2,tx,tx2023syzg,2023-11-03T20:44:40.040Z,"65 km SSW of Whites City, New Mexico",earthquake,1.715207165,1.405031439,0.1,19,reviewed,tx,tx
2023-09-27T20:00:21.390Z,38.558,-119.5118333,4.58,3.6,ml,25,112,0.02859,0.07,nc,nc73942611,2023-10-28T06:33:08.493Z,"6 km NNW of Walker, CA",earthquake,0.2,0.34,0.182,161,reviewed,nc,nc
2023-09-27T20:21:21.600Z,44.4155,-115.13,10,2.7,ml,17,44,0.714,0.99,us,us6000lb7g,2023-10-26T13:29:01.040Z,"",earthquake,1.69,1.989,0.055,44,reviewed,us,us
2023-09-28T09:26:54.354Z,31.751,-104.183,6.3244,3.2,ml(texnet),36,57,0,0.1,tx,tx2023taap,2023-10-26T11:26:22.040Z,"50 km SSE of Whites City, New Mexico",earthquake,0.4224763812,0.6147673794,0.3,27,reviewed,tx,tx
2023-09-28T10:50:20.712Z,32.2208,-110.5104,11.504,3.1,ml,11,127,0.249,0.71,us,us6000lbcm,2023-11-08T15:02:11.040Z,"21 km E of Tanque Verde, Arizona",earthquake,4.24,7.005,0.06,36,reviewed,us,us
2023-09-28T11:13:23.580Z,31.611,-104.541,5.7459,2.6,ml(texnet),20,75,0.1,0.2,tx,tx2023taec,2023-10-26T11:32:58.040Z,"64 km SSW of Whites City, New Mexico",earthquake,1.975792663,1.785301842,0.1,7,reviewed,tx,tx
2023-09-28T11:57:03.687Z,28.849,-98.137,2.5677,2.8,ml(texnet),20,63,0.1,0.3,tx,tx2023tafm,2023-11-08T15:05:03.040Z,"18 km SW of Falls City, Texas",earthquake,0.8626287278,3.37388191,0.2,16,reviewed,tx,tx
2023-09-28T15:55:43.483Z,31.603,-104.564,6.4658,2.7,ml(texnet),23,77,0.1,0.2,tx,tx2023tanj,2023-10-25T15:55:40.040Z,"",earthquake,1.984926892,1.776621523,0.1,7,reviewed,tx,tx
2023-09-28T17:56:18.920Z,38.2968333,-119.3776667,6.9,2.64,md,39,105,0.0716,0.1,nc,nc73943081,2023-10-28T06:15:23.517Z,"14 km WNW of Bridgeport, CA",earthquake,0.24,0.47,0.212,40,reviewed,nc,nc
2023-09-29T00:09:52.101Z,31.653,-104.45,6.6971,2.8,ml(texnet),21,72,0,0.2,tx,tx2023tbdq,2023-10-19T18:49:51.536Z,"58 km S of Whites City, New Mexico",earthquake,1.306123671,0.6950173415,0,6,reviewed,tx,tx
2023-09-29T14:03:31.990Z,38.8298333,-122.8188333,2.09,2.6,md,79,20,0.009388,0.06,nc,nc73943336,2023-10-31T04:34:11.040Z,"8 km NW of The Geysers, CA",earthquake,0.1,0.16,0.187,93,reviewed,nc,nc
2023-09-29T17:00:25.484Z,31.4076,-115.3857,5,2.9,ml,51,78,0.292,0.93,us,us6000lbr5,2023-10-25T17:08:58.040Z,"67 km NW of San Felipe, Mexico",earthquake,1.6,1.958,0.048,58,reviewed,us,us
2023-09-29T19:13:26.050Z,32.7313333,-115.5546667,12.58,2.89,ml,53,39,0.03972,0.24,ci,ci40574560,2023-10-30T20:17:10.872Z,"2 km W of Heber, CA",earthquake,0.23,0.46,0.195,97,reviewed,ci,ci
2023-09-29T20:14:40.882Z,31.519,-104.007,6.9028,2.5,ml(texnet),15,63,0,0.1,tx,tx2023tcrj,2023-11-03T14:36:52.040Z,"30 km NW of Toyah, Texas",earthquake,1.051781099,0.8702480795,0.1,7,reviewed,tx,tx
2023-09-30T01:11:31.108Z,32.7,-100.698,1.9319,3,ml(texnet),14,47,0,0.1,tx,tx2023tdbf,2023-10-25T22:54:08.040Z,"9 km NE of Hermleigh, Texas",earthquake,1.019387885,1.859434706,0.1,21,reviewed,tx,tx
2023-09-30T06:08:07.707Z,32.705,-100.698,2.1765,3.1,ml(texnet),11,71,0,0.1,tx,tx2023tdla,2023-11-02T04:58:52.040Z,"9 km NE of Hermleigh, Texas",earthquake,0.7557533856,1.235482144,0.1,17,reviewed,tx,tx
2023-09-30T14:45:11.850Z,38.3046667,-119.3678333,5.85,2.69,md,42,94,0.07204,0.19,nc,nc73943811,2023-11-05T20:19:36.040Z,"13 km WNW of Bridgeport, CA",earthquake,0.28,0.83,0.238,47,reviewed,nc,nc
2023-09-30T15:26:26.760Z,40.5588333,-124.2886667,17.88,4.65,mw,45,166,0.02573,0.2,nc,nc73943821,2023-11-11T03:41:20.500Z,"3 km SW of Ferndale, CA",earthquake,0.44,0.29,,5,reviewed,nc,nc
2023-09-30T17:16:47.830Z,40.501,-124.4385,29.09,4.22,mw,40,221,0.08112,0.14,nc,nc73943846,2023-11-03T14:24:13.181Z,"17 km WSW of Ferndale, CA",earthquake,0.66,0.51,,6,reviewed,nc,nc
2023-09-30T17:25:19.230Z,40.5076667,-124.443,29.62,2.64,md,32,238,0.08662,0.1,nc,nc73943851,2023-11-03T14:14:07.040Z,"17 km WSW of Ferndale, CA",earthquake,0.59,0.59,0.346,49,reviewed,nc,nc
2023-10-01T00:42:04.830Z,38.3045,-119.3696667,6.99,2.59,md,38,94,0.07101,0.17,nc,nc73943981,2023-11-02T02:17:11.040Z,"13 km WNW of Bridgeport, CA",earthquake,0.26,0.53,0.215,45,reviewed,nc,nc
2023-10-01T09:36:23.525Z,31.656,-104.413,6.0802,2.5,ml(texnet),15,62,0,0.1,tx,tx2023tfnj,2023-11-11T06:28:38.040Z,"57 km S of Whites City, New Mexico",earthquake,0.9030541489,0.7937594849,0.1,23,reviewed,tx,tx
2023-10-01T15:41:29.620Z,40.2951667,-124.287,9.8,4.09,mw,42,105,0.02685,0.17,nc,nc73944166,2023-10-30T20:11:43.334Z,"3 km S of Petrolia, CA",earthquake,0.37,0.23,,4,reviewed,nc,nc
2023-10-01T17:52:12.820Z,41.8476667,-111.506,6.37,2.5,ml,28,71,0.1993,0.18,uu,uu60551252,2023-11-08T21:24:12.040Z,"10 km WSW of Garden, Utah",earthquake,0.37,0.7,0.352,10,reviewed,uu,uu
2023-10-01T19:29:36.760Z,40.2915,-124.2905,9.59,3.61,mw,40,115,0.0308,0.17,nc,nc73944271,2023-10-10T16:43:18.991Z,"4 km S of Petrolia, CA",earthquake,0.36,0.21,,4,reviewed,nc,nc
2023-10-01T19:47:41.059Z,32.683,-100.696,6.4805,2.9,ml(texnet),21,55,0,0.2,tx,tx2023tghn,2023-11-01T16:12:05.040Z,"7 km NE of Hermleigh, Texas",earthquake,0.8373330724,1.230174246,0,6,reviewed,tx,tx
2023-10-02T03:21:22.285Z,32.758,-100.655,3.8394,3.6,ml(texnet),14,54,0.1,0.1,tx,tx2023tgwm,2023-11-08T22:08:31.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.8525087612,1.486177393,0.1,13,reviewed,tx,tx
2023-10-02T04:55:20.370Z,36.8023333,-121.5421667,7.12,2.7,md,79,23,0.02651,0.16,nc,nc73944421,2023-11-02T01:19:11.040Z,"5 km S of San Juan Bautista, CA",earthquake,0.16,0.26,0.105,130,reviewed,nc,nc
2023-10-02T12:16:11.900Z,38.8428333,-122.7675,1.05,2.69,md,89,36,0.006952,0.05,nc,nc73944536,2023-11-11T06:25:38.040Z,"4 km WNW of Cobb, CA",earthquake,0.1,0.12,0.16,120,reviewed,nc,nc
2023-10-02T16:14:25.170Z,47.0375,-123.96866666666666,36.59,2.58,ml,44,53,0.04405,0.31,uw,uw61963546,2023-10-11T16:21:33.040Z,"8 km NW of Hoquiam, Washington",earthquake,0.58,0.84,0.22352185883621134,29,reviewed,uw,uw
2023-10-02T17:03:08.350Z,34.9256667,-119.0215,11.58,2.97,ml,87,21,0.06777,0.24,ci,ci40575560,2023-11-02T21:16:45.040Z,"9 km WSW of Grapevine, CA",earthquake,0.19,0.47,0.139,171,reviewed,ci,ci
2023-10-03T06:06:21.042Z,32.749,-100.617,3.9861,3.5,ml(texnet),32,71,0.1,0.3,tx,tx2023tixl,2023-11-11T06:12:57.040Z,"18 km SW of Rotan, Texas",earthquake,0.8806643368,1.681531794,0.1,17,reviewed,tx,tx
2023-10-03T13:15:41.260Z,32.6672,-109.1103,5,3.3,ml,19,117,0.114,0.35,us,us6000lchs,2023-10-11T16:51:38.505Z,"3 km WSW of Franklin, Arizona",earthquake,3.53,1.978,0.051,50,reviewed,us,us
2023-10-03T16:33:49.130Z,37.4756667,-118.7001667,4.44,2.59,md,29,99,0.1026,0.07,nc,nc73945021,2023-11-08T21:46:32.040Z,"10 km S of Toms Place, CA",earthquake,0.38,1.24,0.229,38,reviewed,nc,nc
2023-10-04T01:48:33.380Z,36.411,-89.5406666666667,9.96,2.94,md,65,26,0.03507,0.11,nm,nm60554001,2023-11-09T00:27:29.040Z,"7 km WNW of Tiptonville, Tennessee",earthquake,0.13,0.28,0.0790170825673471,59,reviewed,nm,nm
2023-10-04T02:48:51.896Z,32.679,-100.691,6.9941,2.7,ml(texnet),13,83,0,0.1,tx,tx2023tkml,2023-11-02T04:31:07.040Z,"western Texas",earthquake,1.066806863,1.573580112,0.1,23,reviewed,tx,tx
2023-10-04T03:46:55.160Z,41.0165,-124.1326667,25.39,2.91,md,40,144,0.03972,0.14,nc,nc73945196,2023-11-09T00:47:05.040Z,"4 km SW of Westhaven-Moonstone, CA",earthquake,0.43,0.51,0.111,54,reviewed,nc,nc
2023-10-04T04:09:09.870Z,31.616,-103.977,6.3886,2.5,ml(texnet),20,63,0,0.1,tx,tx2023tkpb,2023-11-09T01:10:16.040Z,"37 km WSW of Mentone, Texas",earthquake,0.4944937423,0.6682101462,0.1,6,reviewed,tx,tx
2023-10-04T05:29:20.494Z,31.615,-103.981,8.5224,3.1,ml(texnet),66,41,0,0.2,tx,tx2023tkrs,2023-11-02T05:29:43.040Z,"37 km WSW of Mentone, Texas",earthquake,0.4797240687,0.5396509377,0.2,37,reviewed,tx,tx
2023-10-04T06:01:38.559Z,31.613,-103.978,7.0571,2.7,ml(texnet),15,56,0,0.1,tx,tx2023tksu,2023-11-02T05:52:34.040Z,"37 km WSW of Mentone, Texas",earthquake,0.5991066662,1.046916478,0.1,33,reviewed,tx,tx
2023-10-04T06:02:01.919Z,31.612,-103.98,6.8514,3,ml(texnet),15,57,0,0.1,tx,tx2023tksr,2023-11-02T06:59:23.040Z,"37 km NNW of Toyah, Texas",earthquake,0.5305099901,0.6522594922,0.1,6,reviewed,tx,tx
2023-10-04T07:13:31.290Z,37.8536667,-122.239,9.81,2.54,md,131,24,0.02268,0.1,nc,nc73945226,2023-10-30T12:37:56.040Z,"3 km NNW of Piedmont, CA",earthquake,0.09,0.15,0.131,116,reviewed,nc,nc
2023-10-04T16:26:38.936Z,31.637,-104.176,7.3656,3.1,ml(texnet),54,60,0.1,0.3,tx,tx2023tlnl,2023-11-10T05:52:24.040Z,"50 km NW of Toyah, Texas",earthquake,0.7786488668,0.8187272806,0.1,24,reviewed,tx,tx
2023-10-05T01:03:33.558Z,31.616,-104.491,8.5224,2.7,ml(texnet),46,69,0.1,0.2,tx,tx2023tmel,2023-11-02T01:51:32.040Z,"62 km S of Whites City, New Mexico",earthquake,1.050475608,1.219505494,0.1,37,reviewed,tx,tx
2023-10-05T03:09:58.000Z,35.041,-117.661,0.79,3.52,ml,63,40,0.1102,0.15,ci,ci40577368,2023-11-10T05:41:19.040Z,"5 km NNW of Boron, CA",earthquake,0.12,0.32,0.15,156,reviewed,ci,ci
2023-10-05T04:35:44.659Z,31.605,-103.944,7.3913,2.7,ml(texnet),15,49,0,0.1,tx,tx2023tmll,2023-11-01T22:59:48.040Z,"western Texas",earthquake,0.6258213599,0.7888165509,0.1,16,reviewed,tx,tx
2023-10-05T06:45:21.640Z,40.224,-121.1468333,4.1,2.58,md,44,50,0.0237,0.2,nc,nc73945666,2023-11-09T11:36:30.040Z,"2 km NNE of Prattville, CA",earthquake,0.37,0.46,0.141,54,reviewed,nc,nc
2023-10-05T07:26:44.180Z,41.1688333,-124.195,17.21,2.65,md,40,178,0.1197,0.17,nc,nc73945676,2023-11-09T11:46:54.040Z,"13 km NNW of Trinidad, CA",earthquake,0.6,0.31,0.119,27,reviewed,nc,nc
2023-10-05T12:39:46.280Z,46.245333333333335,-120.62883333333333,-0.43,2.7600000000000002,ml,27,103,0.07564,0.15,uw,uw61964221,2023-11-02T10:53:28.040Z,"17 km SSE of White Swan, Washington",earthquake,0.36,0.84,0.16619816314808644,17,reviewed,uw,uw
2023-10-05T14:14:44.166Z,31.634,-104.177,7.7769,3,mlv,44,63,0.1,0.2,tx,tx2023tneo,2023-10-27T14:34:39.040Z,"50 km NW of Toyah, Texas",earthquake,0.7642540299,0.904673394,0.2,32,reviewed,tx,tx
2023-10-06T07:48:50.150Z,40.5041667,-124.8393333,19.6,2.57,md,49,242,0.3838,0.19,nc,nc73946151,2023-11-09T12:09:54.040Z,"49 km W of Ferndale, CA",earthquake,1.31,1.12,0.386,39,reviewed,nc,nc
2023-10-06T15:27:26.970Z,40.1428333,-121.7341667,11.45,2.5,md,7,137,0.1603,0.07,nc,nc73946306,2023-11-09T21:55:26.040Z,"28 km SSW of Mineral, CA",earthquake,0.53,1.81,0.124,38,reviewed,nc,nc
2023-10-07T04:16:57.281Z,31.736,-104.536,4.332,2.5,ml(texnet),27,84,0,0.2,tx,tx2023tqbv,2023-11-01T23:42:54.040Z,"51 km SSW of Whites City, New Mexico",earthquake,0.8754596728,0.5390114441,0.2,21,reviewed,tx,tx
