date,Midwest,National,Northeast,South,West,date_period
2023-08-26,1.5128733856272107,1.7284508543497066,1.728070959325373,2.0492099325916264,2.3506951761530495,All Results
2023-09-02,1.2652765331061808,1.42800116068912,1.410579657228161,1.519722703954212,1.6113855004482278,All Results
2023-09-09,1.1755691808162885,1.5409549529155424,2.07008013160522,1.8142869435536182,1.7654739479034216,All Results
2023-09-09,1.1755691808162885,1.5409549529155424,2.07008013160522,1.8142869435536182,1.7654739479034216,1 Year
2023-09-16,1.3323465358833293,1.5899329153329607,1.7153821767250916,1.682965665935696,2.138544004150822,All Results
2023-09-16,1.3323465358833293,1.5899329153329607,1.7153821767250916,1.682965665935696,2.138544004150822,1 Year
2023-09-23,1.2921550795247154,1.6883451636866138,1.6627248617094288,1.9094916462223708,2.4344289959840397,All Results
2023-09-23,1.2921550795247154,1.6883451636866138,1.6627248617094288,1.9094916462223708,2.4344289959840397,1 Year
2023-09-30,1.5748913858019848,2.0365919830930643,2.6912978113329915,2.5493414269618255,2.2071166279254224,All Results
2023-09-30,1.5748913858019848,2.0365919830930643,2.6912978113329915,2.5493414269618255,2.2071166279254224,1 Year
2023-10-07,1.3984776910741725,2.00191541983973,2.2576064170439833,2.6472368193603533,2.084469809424492,All Results
2023-10-07,1.3984776910741725,2.00191541983973,2.2576064170439833,2.6472368193603533,2.084469809424492,1 Year
2023-10-14,1.2911186043177831,1.795118285130476,1.6743419512166269,2.81911184870337,2.0020756673081017,All Results
2023-10-14,1.2911186043177831,1.795118285130476,1.6743419512166269,2.81911184870337,2.0020756673081017,1 Year
2023-10-21,1.637111478623947,2.1121106622072126,1.9025539587600735,3.3182389991849988,2.176747188489719,All Results
2023-10-21,1.637111478623947,2.1121106622072126,1.9025539587600735,3.3182389991849988,2.176747188489719,1 Year
2023-10-28,1.911569817366281,2.732194849001147,3.160961551019996,4.577535486578136,2.773810808595162,All Results
2023-10-28,1.911569817366281,2.732194849001147,3.160961551019996,4.577535486578136,2.773810808595162,1 Year
2023-11-04,2.6483269561946603,3.7177736206166143,3.373775072004853,6.186549916624738,3.2518092223978523,All Results
2023-11-04,2.6483269561946603,3.7177736206166143,3.373775072004853,6.186549916624738,3.2518092223978523,1 Year
2023-11-11,2.896719261347284,5.817239138873207,7.016372215046388,9.331972786557152,5.889088996967027,All Results
2023-11-11,2.896719261347284,5.817239138873207,7.016372215046388,9.331972786557152,5.889088996967027,1 Year
2023-11-18,4.7898481691704875,7.660664794076422,10.44837415956313,10.951519689604975,6.486587837935658,All Results
2023-11-18,4.7898481691704875,7.660664794076422,10.44837415956313,10.951519689604975,6.486587837935658,1 Year
2023-11-25,5.181108037621412,8.515257381933106,11.24915071468852,10.78519328283824,7.7142313681757,All Results
2023-11-25,5.181108037621412,8.515257381933106,11.24915071468852,10.78519328283824,7.7142313681757,1 Year
2023-12-02,10.418289062667263,11.043087953885065,11.423631528008194,13.564291479884435,9.30608512996364,All Results
2023-12-02,10.418289062667263,11.043087953885065,11.423631528008194,13.564291479884435,9.30608512996364,1 Year
2023-12-09,9.288345483424116,10.889003994712743,12.627733771306382,11.379583588814803,10.394348076084151,All Results
2023-12-09,9.288345483424116,10.889003994712743,12.627733771306382,11.379583588814803,10.394348076084151,1 Year
2023-12-16,10.624010562075238,11.700055591550523,12.995664577402232,12.896067276145459,11.30802329782465,All Results
2023-12-16,10.624010562075238,11.700055591550523,12.995664577402232,12.896067276145459,11.30802329782465,1 Year
2023-12-23,9.679127265062005,10.854121853135998,12.461748344538616,11.620261497100044,10.786575700350093,All Results
2023-12-23,9.679127265062005,10.854121853135998,12.461748344538616,11.620261497100044,10.786575700350093,1 Year
2023-12-30,11.370078218319659,12.857961263807688,14.4441420130093,11.511046908629387,13.159861613442018,All Results
2023-12-30,11.370078218319659,12.857961263807688,14.4441420130093,11.511046908629387,13.159861613442018,1 Year
2024-01-06,16.2514194606926,14.441738281965865,13.795622186856406,12.764311581188004,15.236922710685691,All Results
2024-01-06,16.2514194606926,14.441738281965865,13.795622186856406,12.764311581188004,15.236922710685691,1 Year
2024-01-13,12.760103908909,12.181594629633926,12.737988300273125,8.43574306447179,13.39896750051746,All Results
2024-01-13,12.760103908909,12.181594629633926,12.737988300273125,8.43574306447179,13.39896750051746,1 Year
2024-01-20,8.759259746952655,8.280224594160996,7.070105067521236,7.172554599724165,10.64628982066263,All Results
2024-01-20,8.759259746952655,8.280224594160996,7.070105067521236,7.172554599724165,10.64628982066263,1 Year
2024-01-27,7.805304727562292,7.524715933173516,8.349737968366098,6.0305690812595385,9.7272576607828,All Results
2024-01-27,7.805304727562292,7.524715933173516,8.349737968366098,6.0305690812595385,9.7272576607828,1 Year
2024-02-03,7.208842310348334,7.2794723082910355,5.654171776398982,7.117689889224635,8.174684142617934,All Results
2024-02-03,7.208842310348334,7.2794723082910355,5.654171776398982,7.117689889224635,8.174684142617934,1 Year
2024-02-10,6.682036963836458,6.3645585925400034,5.8719355878628,4.330880670169249,8.281347833797042,All Results
2024-02-10,6.682036963836458,6.3645585925400034,5.8719355878628,4.330880670169249,8.281347833797042,1 Year
2024-02-17,5.826908326095955,5.396927836868773,5.990541484673515,3.852068891136657,6.671504807048315,All Results
2024-02-17,5.826908326095955,5.396927836868773,5.990541484673515,3.852068891136657,6.671504807048315,1 Year
2024-02-24,5.783809613901898,4.933161961935371,4.225831479183816,3.5898319161379315,5.481945240754436,All Results
2024-02-24,5.783809613901898,4.933161961935371,4.225831479183816,3.5898319161379315,5.481945240754436,1 Year
2024-03-02,5.7942489299782425,4.550239117839361,4.9417097066052635,3.4035518938699916,4.887894795937518,All Results
2024-03-02,5.7942489299782425,4.550239117839361,4.9417097066052635,3.4035518938699916,4.887894795937518,1 Year
2024-03-09,4.4537958216416005,3.7839308296463665,3.8870778520865534,2.9407158931040582,4.51139242448958,All Results
2024-03-09,4.4537958216416005,3.7839308296463665,3.8870778520865534,2.9407158931040582,4.51139242448958,1 Year
2024-03-16,4.296151318500261,3.535156717999449,2.849032456352208,2.7741788858889835,3.5553706648509045,All Results
2024-03-16,4.296151318500261,3.535156717999449,2.849032456352208,2.7741788858889835,3.5553706648509045,1 Year
2024-03-16,4.296151318500261,3.535156717999449,2.849032456352208,2.7741788858889835,3.5553706648509045,6 Months
2024-03-23,4.139734939150395,2.955832884142646,3.4476605414128407,2.1131127934649534,2.916444462692132,All Results
