date,Midwest,National,Northeast,South,West
2023-02-11,4.111982935954430,4.4650090635188300,3.9249168617913600,3.5791454958653100,5.852371368207950
2023-02-18,4.597628916845260,4.567111246677750,4.723047307812710,2.9133868572298100,5.252678263374540
2023-02-25,3.3651022690130100,3.6618074081969000,3.9362062091661600,2.741895339472740,4.718758206231320
2023-03-04,3.4066910020440600,3.2185159659479400,3.195568317061260,2.0736482792053500,4.612849083919910
2023-03-11,3.0861980662783700,3.034928147998720,3.424697281051290,1.7582055053866700,3.7102857484247000
2023-03-18,2.1929488484037300,2.5703910420647600,3.320895783680350,1.38680370204027,4.119797345319230
2023-03-25,1.9785801638602800,2.163052158493270,2.132943654974260,1.768957560509100,2.897597301231330
2023-04-01,2.259105218046210,2.1851127222202200,1.979013060146520,1.366542310826450,2.4103831784612100
2023-04-08,2.180277451523780,2.0331864437715400,1.7696449985794000,1.580075418368330,2.487527921371970
2023-04-15,1.6705113704336600,1.7763482657716400,1.5359662525874200,1.5780266246073100,2.198077567080340
2023-04-22,1.6778019158141000,1.500029705227050,1.2897113080281300,1.2752349906031000,1.614536713669120
2023-04-29,1.4441853625426300,1.3478873677316400,1.2042322642300400,1.2144235989034300,1.3460887417658300
2023-05-06,1.3967871605625700,1.3454636598572900,1.2765690911726500,1.2643740328942500,1.4979210105440400
2023-05-13,1.4848622895192200,1.4760473812022700,1.2412799008649900,1.5018192034246300,1.448197252511780
2023-05-20,1.3687817858786100,1.4572328594379000,1.3338419322872800,1.5556269696434000,1.4611451122407700
2023-05-27,1.316665558505880,1.379052949432490,1.332853355543050,1.6112053296401400,1.405761009485820
2023-06-03,1.1758850774516900,1.2869264268903100,1.1731847577021400,1.3609173786465000,1.3406912944874100
2023-06-10,1.7182192691964000,1.4594698939607200,1.2120785871951800,1.4594698939607200,1.369314396995670
2023-06-17,1.219924007217870,1.3433609953692100,1.2017194573972100,1.4789487224284600,1.4002519430855500
2023-06-24,1.285060162323080,1.349720852362900,1.2074100210549700,1.4046122379352300,1.3878715512732900
2023-07-01,1.249991583741170,1.3484125202458000,1.5563930739522700,1.3179099567321900,1.3706606429379900
2023-07-08,1.3243686673163400,1.3398682487327900,1.4210541710154500,1.3169448468611200,1.4227760260886400
2023-07-15,1.417365978334330,1.4587763746004700,1.6299002734223200,1.4355661577104600,1.4748033244746600
2023-07-22,1.339616840083070,1.4713321519068100,1.5488721770349000,1.5465823726484800,1.4810580691187000
2023-07-29,1.1820845826471100,1.3848952526366300,1.4773043177999900,1.53929576081736,1.466030396807060
2023-08-05,1.2477752937977200,1.3535608700342500,1.4590872128337600,1.3260958266651300,1.494409268216550
2023-08-12,1.3993261663698400,1.4537640635832400,1.4558057901844200,1.5071490352660200,1.451353953712000
2023-08-19,1.4565269883231700,1.4869955190100300,1.3463593879088400,1.6239005733180900,1.4821986742590000
2023-08-26,1.5177178231843100,1.659814819640170,1.728070959325370,1.5872593501198000,2.154549740891850
2023-09-02,1.2652765331061800,1.4010202076985900,1.410579657228160,1.3854970190063700,1.5767017695142600
2023-09-09,1.1785232639846700,1.5324862841893800,2.07008013160522,1.8213321476759200,1.6311765369988400
2023-09-16,1.3099095738820400,1.5393654452144400,1.7153821767250900,1.6816936619162400,1.9140744972154700
2023-09-23,1.2921550795247200,1.6379685705049700,1.6627248617094300,1.8940515906528700,1.9324888339591900
2023-09-30,1.5748913858019800,2.0184613831575300,2.6954923833574100,2.7091147093630500,2.008459679542820
2023-10-07,1.3912310449415700,1.8071145795982400,2.3899992562207200,2.68413760330283,1.6727548960006700
2023-10-14,1.2780421557230700,1.6920754581433100,1.6743419512166300,2.846976440438030,1.6721421955845100
2023-10-21,1.6336408898486300,1.9608616073588700,1.9269511990928,3.3560679239830900,1.7660285653469500
2023-10-28,1.911569817366280,2.498974325870480,3.1984171503404700,4.383761416385540,2.0738267391862400
2023-11-04,2.6490358984591200,3.587764253859950,3.467146371549970,6.229944156790360,2.851133224737710
2023-11-11,2.896719261347280,5.228844851580360,7.170631431615220,9.989673371717010,5.070965992887330
2023-11-18,4.832341924846660,7.607362277785430,10.44837415956310,10.414552642250100,6.059677509520140
2023-11-25,5.7550637573484300,8.356403297506380,11.034062592790100,11.203370559579000,6.758718226930470
2023-12-02,11.002284122285700,11.029971455205700,11.741572835471500,13.347703724526000,8.655377713720860
2023-12-09,9.545063197280100,11.113319727711500,13.063792243109900,12.534810276011300,9.753342876748420
2023-12-16,10.77107413251130,11.753298534020000,12.487552023182000,12.949652484276900,11.361447046562100
2023-12-23,9.679127265062010,11.173172302378300,12.567487954288900,11.438408905173300,11.1955488843259
2023-12-30,11.578010278717100,13.18569684278480,14.587776227214300,12.350127172726400,13.431429473867800
2024-01-06,16.96838828255440,14.534456979783800,12.050673703578000,12.529716536701400,15.877944314524700
2024-01-13,13.228236938302300,11.50486881812910,11.228712494885000,8.205543935151320,13.232915497407200
2024-01-20,8.860613667727520,8.555605874894270,8.761941933798460,6.264428251342630,10.242591760750200
2024-01-27,8.167907130841050,7.4159007941654600,8.13222496062349,5.319016257582620,9.147398793165260
2024-01-27,8.167907130841050,7.4159007941654600,8.13222496062349,5.319016257582620,9.147398793165260
2024-02-03,7.189578889714160,6.868404880842780,6.536578823851120,5.566944152973340,7.766630688020340
2024-02-03,7.189578889714160,6.868404880842780,6.536578823851120,5.566944152973340,7.766630688020340
2024-02-10,6.898218332961410,6.30702529587313,7.259989602684140,3.6087351750045200,7.8926086679941400
2024-02-10,6.898218332961410,6.30702529587313,7.259989602684140,3.6087351750045200,7.8926086679941400
2024-02-17,6.3703322369645500,5.556611227171650,6.797470274888220,3.8556124245149100,6.4131978521899900
2024-02-17,6.3703322369645500,5.556611227171650,6.797470274888220,3.8556124245149100,6.4131978521899900
2024-02-24,6.311302730917350,4.796281786638860,5.080256472775890,3.271515145644930,5.068583592319440
2024-02-24,6.311302730917350,4.796281786638860,5.080256472775890,3.271515145644930,5.068583592319440
2024-03-02,5.956499463181980,4.1809860899423600,5.326691470300080,2.778414191147380,4.179255831335340
2024-03-02,5.956499463181980,4.1809860899423600,5.326691470300080,2.778414191147380,4.179255831335340
2024-03-09,4.633870352215410,3.7475948873180100,4.410907208764910,2.1599242010744100,4.369956408894060
2024-03-09,4.633870352215410,3.7475948873180100,4.410907208764910,2.1599242010744100,4.369956408894060
2024-03-16,4.705574303649890,3.212429210526990,3.6251433965720900,2.067293736705800,3.4550394176773400
2024-03-16,4.705574303649890,3.212429210526990,3.6251433965720900,2.067293736705800,3.4550394176773400
2024-03-23,4.335665750296270,2.5130876561976200,4.015741502721340,1.779229361819730,2.235981722593550
2024-03-23,4.335665750296270,2.5130876561976200,4.015741502721340,1.779229361819730,2.235981722593550
2024-03-30,4.085819657549110,2.337129667468290,2.628271341710290,1.617463094137580,2.0049653068415600
2024-03-30,4.085819657549110,2.337129667468290,2.628271341710290,1.617463094137580,2.0049653068415600
2024-04-06,4.013595740621610,2.199135746979810,1.7716225877641500,1.6108305448563100,1.8469981296042600
2024-04-06,4.013595740621610,2.199135746979810,1.7716225877641500,1.6108305448563100,1.8469981296042600
2024-04-13,3.4179976709209600,1.913184420561810,1.3914808972948800,1.6681087345177800,1.5987688109536600
2024-04-13,3.4179976709209600,1.913184420561810,1.3914808972948800,1.6681087345177800,1.5987688109536600
2024-04-20,2.373991878391310,1.5741605916280900,1.3236108472800600,1.4119892847636500,1.4536347123858900
2024-04-20,2.373991878391310,1.5741605916280900,1.3236108472800600,1.4119892847636500,1.4536347123858900
2024-04-27,1.9286406648867100,1.4551120068897400,1.189713025276580,1.3386489766286800,1.3811427072092700
2024-04-27,1.9286406648867100,1.4551120068897400,1.189713025276580,1.3386489766286800,1.3811427072092700
2024-05-04,2.3009572826895200,1.4692110295665300,1.094393025524890,1.3005261981458000,1.4308040248293700
2024-05-04,2.3009572826895200,1.4692110295665300,1.094393025524890,1.3005261981458000,1.4308040248293700
2024-05-11,2.1200499211988900,1.466494049595480,1.1410986311847200,1.305852352170730,1.4179060345603500
2024-05-11,2.1200499211988900,1.466494049595480,1.1410986311847200,1.305852352170730,1.4179060345603500
2024-05-18,1.9414258416915400,1.404929216667510,1.1075590622874300,1.3246264920268500,1.3480192731370900
2024-05-18,1.9414258416915400,1.404929216667510,1.1075590622874300,1.3246264920268500,1.3480192731370900
2024-05-25,1.6563248195199200,1.3594110490795100,1.0666861389030000,1.4068733080097200,1.2815214524947700
2024-05-25,1.6563248195199200,1.3594110490795100,1.0666861389030000,1.4068733080097200,1.2815214524947700
2024-06-01,1.7764922537961300,1.3019039309475900,1.0700842927770800,1.2670247483593300,1.1998703554049500
2024-06-01,1.7764922537961300,1.3019039309475900,1.0700842927770800,1.2670247483593300,1.1998703554049500
2024-06-08,1.5845810801013400,1.3532559800016900,1.0407874284019700,1.2630369475492100,1.333959582254790
2024-06-08,1.5845810801013400,1.3532559800016900,1.0407874284019700,1.2630369475492100,1.333959582254790
2024-06-15,1.489940940085560,1.2597886127962000,1.0607029890545800,1.2811972896557800,1.1761114317025400
2024-06-15,1.489940940085560,1.2597886127962000,1.0607029890545800,1.2811972896557800,1.1761114317025400
2024-06-22,1.3793337918689500,1.2268118091232700,1.010484540341930,1.2676361652140100,1.1950068284528000
2024-06-22,1.3793337918689500,1.2268118091232700,1.010484540341930,1.2676361652140100,1.1950068284528000
2024-06-29,1.6176320876143600,1.2836882567885600,1.0331881032313300,1.2409336875823900,1.2123325445825500
2024-06-29,1.6176320876143600,1.2836882567885600,1.0331881032313300,1.2409336875823900,1.2123325445825500
2024-07-06,1.4224337053132500,1.2214742848448500,1.0409308921283200,1.2611836663463200,1.1106353820323100
2024-07-06,1.4224337053132500,1.2214742848448500,1.0409308921283200,1.2611836663463200,1.1106353820323100
2024-07-13,1.6368389419806,1.2601647000589300,1.0115714095432800,1.2792141782811500,1.1233869486044000
2024-07-13,1.6368389419806,1.2601647000589300,1.0115714095432800,1.2792141782811500,1.1233869486044000
2024-07-20,2.2076339369289900,1.2541571630264800,1.0547405338266600,1.2662659588902900,1.1164200624459800
2024-07-20,2.2076339369289900,1.2541571630264800,1.0547405338266600,1.2662659588902900,1.1164200624459800
2024-07-27,1.5729299138880400,1.2452121916905600,1.0277342162436400,1.42032401037902,1.1005285274882300
2024-07-27,1.5729299138880400,1.2452121916905600,1.0277342162436400,1.42032401037902,1.1005285274882300
2024-08-03,1.585982418667410,1.2189546680864600,1.0177400317114500,1.3120738761983100,1.1175196309181800
2024-08-03,1.585982418667410,1.2189546680864600,1.0177400317114500,1.3120738761983100,1.1175196309181800
2024-08-03,1.585982418667410,1.2189546680864600,1.0177400317114500,1.3120738761983100,1.1175196309181800
2024-08-10,1.3946034606237400,1.269186095668180,1.1272077794096600,1.3292555378018400,1.1410450179841800
2024-08-10,1.3946034606237400,1.269186095668180,1.1272077794096600,1.3292555378018400,1.1410450179841800
2024-08-10,1.3946034606237400,1.269186095668180,1.1272077794096600,1.3292555378018400,1.1410450179841800
2024-08-17,1.3686580130707400,1.2153843562723500,1.029233811170730,1.4146867318959300,1.084457265624940
2024-08-17,1.3686580130707400,1.2153843562723500,1.029233811170730,1.4146867318959300,1.084457265624940
2024-08-17,1.3686580130707400,1.2153843562723500,1.029233811170730,1.4146867318959300,1.084457265624940
2024-08-24,1.468952279001310,1.2695398944575600,1.1082457424953500,1.3728807368326400,1.0948387334506800
2024-08-24,1.468952279001310,1.2695398944575600,1.1082457424953500,1.3728807368326400,1.0948387334506800
2024-08-24,1.468952279001310,1.2695398944575600,1.1082457424953500,1.3728807368326400,1.0948387334506800
2024-08-31,1.3287707930014000,1.2363256603753600,1.0330153190102800,1.3358482458277600,1.132765102038170
2024-08-31,1.3287707930014000,1.2363256603753600,1.0330153190102800,1.3358482458277600,1.132765102038170
2024-08-31,1.3287707930014000,1.2363256603753600,1.0330153190102800,1.3358482458277600,1.132765102038170
2024-09-07,1.2169833522510100,1.2034045885012600,1.0110748488531800,1.4208897259929300,1.1244042914927000
2024-09-07,1.2169833522510100,1.2034045885012600,1.0110748488531800,1.4208897259929300,1.1244042914927000
2024-09-07,1.2169833522510100,1.2034045885012600,1.0110748488531800,1.4208897259929300,1.1244042914927000
2024-09-14,1.198068370321520,1.1844222288495000,1.0059111495588900,1.364764976301180,1.1513341788316500
2024-09-14,1.198068370321520,1.1844222288495000,1.0059111495588900,1.364764976301180,1.1513341788316500
2024-09-14,1.198068370321520,1.1844222288495000,1.0059111495588900,1.364764976301180,1.1513341788316500
2024-09-21,1.1073562178041700,1.1368921060505800,1.0072099307006500,1.375059068303200,1.0644964409233000
2024-09-21,1.1073562178041700,1.1368921060505800,1.0072099307006500,1.375059068303200,1.0644964409233000
2024-09-21,1.1073562178041700,1.1368921060505800,1.0072099307006500,1.375059068303200,1.0644964409233000
2024-09-28,1.1966469076113200,1.215121122674710,1.0167583403881000,1.523947352235850,1.1163950557015700
2024-09-28,1.1966469076113200,1.215121122674710,1.0167583403881000,1.523947352235850,1.1163950557015700
2024-09-28,1.1966469076113200,1.215121122674710,1.0167583403881000,1.523947352235850,1.1163950557015700
2024-10-05,1.3421641727931000,1.263411201169220,1.0500889137661600,1.6539181189196900,1.0547451606843700
2024-10-05,1.3421641727931000,1.263411201169220,1.0500889137661600,1.6539181189196900,1.0547451606843700
2024-10-05,1.3421641727931000,1.263411201169220,1.0500889137661600,1.6539181189196900,1.0547451606843700
2024-10-12,1.0996927406858300,1.148210500344250,1.0014283477894700,1.4913469287131200,1.0772462199656600
2024-10-12,1.0996927406858300,1.148210500344250,1.0014283477894700,1.4913469287131200,1.0772462199656600
2024-10-12,1.0996927406858300,1.148210500344250,1.0014283477894700,1.4913469287131200,1.0772462199656600
2024-10-19,1.1872823205483000,1.254449455317500,1.0076218504524300,1.8638460315313700,1.244443683483860
2024-10-19,1.1872823205483000,1.254449455317500,1.0076218504524300,1.8638460315313700,1.244443683483860
2024-10-19,1.1872823205483000,1.254449455317500,1.0076218504524300,1.8638460315313700,1.244443683483860
2024-10-26,1.0622543333567000,1.1576661469810100,1.0,1.4817799662710900,1.2178076863442200
2024-10-26,1.0622543333567000,1.1576661469810100,1.0,1.4817799662710900,1.2178076863442200
2024-10-26,1.0622543333567000,1.1576661469810100,1.0,1.4817799662710900,1.2178076863442200
2024-11-02,1.1303140499062900,1.2605955243953700,1.0,1.9123156044424000,1.3507576791110800
2024-11-02,1.1303140499062900,1.2605955243953700,1.0,1.9123156044424000,1.3507576791110800
2024-11-02,1.1303140499062900,1.2605955243953700,1.0,1.9123156044424000,1.3507576791110800
2024-11-09,1.3479799088234000,1.5055374567313100,1.0499186296589600,2.5261866286506200,1.4614682315107800
2024-11-09,1.3479799088234000,1.5055374567313100,1.0499186296589600,2.5261866286506200,1.4614682315107800
2024-11-09,1.3479799088234000,1.5055374567313100,1.0499186296589600,2.5261866286506200,1.4614682315107800
2024-11-16,1.5476529984913900,1.9166342600765500,1.2197493211428400,2.672973939112260,2.2214074822059600
2024-11-16,1.5476529984913900,1.9166342600765500,1.2197493211428400,2.672973939112260,2.2214074822059600
2024-11-16,1.5476529984913900,1.9166342600765500,1.2197493211428400,2.672973939112260,2.2214074822059600
2024-11-23,1.6749799076808300,2.3217329051922700,1.8763921341300300,3.420051010483240,2.8728100735123500
2024-11-23,1.6749799076808300,2.3217329051922700,1.8763921341300300,3.420051010483240,2.8728100735123500
2024-11-23,1.6749799076808300,2.3217329051922700,1.8763921341300300,3.420051010483240,2.8728100735123500
2024-11-30,1.6255469398310600,2.4650172474280600,2.1015959768554600,4.984613150911650,3.1986150994287200
2024-11-30,1.6255469398310600,2.4650172474280600,2.1015959768554600,4.984613150911650,3.1986150994287200
2024-11-30,1.6255469398310600,2.4650172474280600,2.1015959768554600,4.984613150911650,3.1986150994287200
2024-12-07,2.325148520305100,4.077263140279340,3.6982740835121600,7.81041655632366,5.233286222872120
2024-12-07,2.325148520305100,4.077263140279340,3.6982740835121600,7.81041655632366,5.233286222872120
2024-12-07,2.325148520305100,4.077263140279340,3.6982740835121600,7.81041655632366,5.233286222872120
2024-12-14,3.2902352037111000,5.47220627263348,6.248555997851370,11.466716367003700,4.120433084068110
2024-12-14,3.2902352037111000,5.47220627263348,6.248555997851370,11.466716367003700,4.120433084068110
2024-12-14,3.2902352037111000,5.47220627263348,6.248555997851370,11.466716367003700,4.120433084068110
2024-12-14,3.2902352037111000,5.47220627263348,6.248555997851370,11.466716367003700,4.120433084068110
2024-12-21,5.121986493787730,6.597140991180600,6.611887261557070,10.045987598063700,6.181956710585090
2024-12-21,5.121986493787730,6.597140991180600,6.611887261557070,10.045987598063700,6.181956710585090
2024-12-21,5.121986493787730,6.597140991180600,6.611887261557070,10.045987598063700,6.181956710585090
2024-12-21,5.121986493787730,6.597140991180600,6.611887261557070,10.045987598063700,6.181956710585090
2024-12-28,2.8515387050766800,6.404250259673510,7.280888656125460,12.915779597111600,6.141855395010210
2024-12-28,2.8515387050766800,6.404250259673510,7.280888656125460,12.915779597111600,6.141855395010210
2024-12-28,2.8515387050766800,6.404250259673510,7.280888656125460,12.915779597111600,6.141855395010210
2024-12-28,2.8515387050766800,6.404250259673510,7.280888656125460,12.915779597111600,6.141855395010210
2025-01-04,9.220387645876030,10.03425259240480,9.560345675421530,15.476046795325900,8.527682141969030
2025-01-04,9.220387645876030,10.03425259240480,9.560345675421530,15.476046795325900,8.527682141969030
2025-01-04,9.220387645876030,10.03425259240480,9.560345675421530,15.476046795325900,8.527682141969030
2025-01-04,9.220387645876030,10.03425259240480,9.560345675421530,15.476046795325900,8.527682141969030
2025-01-11,7.942652316646180,10.083012309210600,8.511567277931000,15.682852706874900,8.569254179582800
2025-01-11,7.942652316646180,10.083012309210600,8.511567277931000,15.682852706874900,8.569254179582800
2025-01-11,7.942652316646180,10.083012309210600,8.511567277931000,15.682852706874900,8.569254179582800
2025-01-11,7.942652316646180,10.083012309210600,8.511567277931000,15.682852706874900,8.569254179582800
2025-01-18,7.165747413176440,8.870003394096420,8.19049263176218,12.786087315173800,8.776131688734140
2025-01-18,7.165747413176440,8.870003394096420,8.19049263176218,12.786087315173800,8.776131688734140
2025-01-18,7.165747413176440,8.870003394096420,8.19049263176218,12.786087315173800,8.776131688734140
2025-01-18,7.165747413176440,8.870003394096420,8.19049263176218,12.786087315173800,8.776131688734140
2025-01-25,7.135280785041630,8.410056222418410,9.73645375743595,9.31992261478253,8.863457109717020
2025-01-25,7.135280785041630,8.410056222418410,9.73645375743595,9.31992261478253,8.863457109717020
2025-01-25,7.135280785041630,8.410056222418410,9.73645375743595,9.31992261478253,8.863457109717020
2025-01-25,7.135280785041630,8.410056222418410,9.73645375743595,9.31992261478253,8.863457109717020
