Gene,Gene_Symbol,Sample,Sample_Type,Expression
204151_x_at,AKR1C1,GSM398154,Normal,6270.05
204151_x_at,AKR1C1,GSM398155,Cancer,2132.21
204151_x_at,AKR1C1,GSM398156,Normal,7616.18
204151_x_at,AKR1C1,GSM398157,Cancer,1063.13
204151_x_at,AKR1C1,GSM398158,Normal,10450.6
204151_x_at,AKR1C1,GSM398159,Cancer,2742.82
212869_x_at,TPT1,GSM398074,Normal,7380.27
212869_x_at,TPT1,GSM398075,Cancer,11010.8
212869_x_at,TPT1,GSM398076,Normal,6112.62
212869_x_at,TPT1,GSM398077,Cancer,8925.35
212869_x_at,TPT1,GSM398078,Normal,8338.44
212869_x_at,TPT1,GSM398079,Cancer,7295.69
212869_x_at,TPT1,GSM398080,Normal,5465.93
212869_x_at,TPT1,GSM398081,Cancer,8166.28
212869_x_at,TPT1,GSM398082,Normal,8898.17
212869_x_at,TPT1,GSM398083,Cancer,6549.79
212869_x_at,TPT1,GSM398084,Normal,6428.36
212869_x_at,TPT1,GSM398085,Cancer,7771.05
212869_x_at,TPT1,GSM398086,Normal,8759.16
212869_x_at,TPT1,GSM398087,Cancer,6368.67
212869_x_at,TPT1,GSM398088,Normal,7047.95
212869_x_at,TPT1,GSM398089,Cancer,10666.2
212869_x_at,TPT1,GSM398090,Normal,6155.61
212869_x_at,TPT1,GSM398091,Cancer,10626.3
212869_x_at,TPT1,GSM398092,Normal,5277.37
212869_x_at,TPT1,GSM398093,Cancer,9465.43
212869_x_at,TPT1,GSM398094,Normal,8316.13
212869_x_at,TPT1,GSM398095,Cancer,7875.6
212869_x_at,TPT1,GSM398096,Normal,9144.7
212869_x_at,TPT1,GSM398097,Cancer,7350.63
212869_x_at,TPT1,GSM398098,Normal,7108.55
212869_x_at,TPT1,GSM398099,Cancer,5290.8
212869_x_at,TPT1,GSM398100,Normal,5371.53
212869_x_at,TPT1,GSM398101,Cancer,8464.48
212869_x_at,TPT1,GSM398102,Normal,9668.35
212869_x_at,TPT1,GSM398103,Cancer,8158.71
212869_x_at,TPT1,GSM398104,Normal,16340.1
212869_x_at,TPT1,GSM398105,Cancer,7266.42
212869_x_at,TPT1,GSM398106,Normal,15808.2
212869_x_at,TPT1,GSM398107,Cancer,6984.57
212869_x_at,TPT1,GSM398108,Normal,15025.6
212869_x_at,TPT1,GSM398109,Cancer,8986.05
212869_x_at,TPT1,GSM398110,Normal,16498.0
212869_x_at,TPT1,GSM398111,Cancer,8660.72
212869_x_at,TPT1,GSM398112,Normal,8568.35
212869_x_at,TPT1,GSM398113,Cancer,9971.99
212869_x_at,TPT1,GSM398114,Normal,7650.94
212869_x_at,TPT1,GSM398115,Cancer,7393.26
212869_x_at,TPT1,GSM398116,Normal,17742.5
212869_x_at,TPT1,GSM398117,Cancer,14340.7
212869_x_at,TPT1,GSM398118,Normal,13206.5
212869_x_at,TPT1,GSM398119,Cancer,12494.3
212869_x_at,TPT1,GSM398120,Normal,9100.18
212869_x_at,TPT1,GSM398121,Cancer,8342.47
212869_x_at,TPT1,GSM398122,Normal,7783.36
212869_x_at,TPT1,GSM398123,Cancer,6600.15
212869_x_at,TPT1,GSM398124,Normal,10375.7
212869_x_at,TPT1,GSM398125,Cancer,12771.5
212869_x_at,TPT1,GSM398126,Normal,18227.4
212869_x_at,TPT1,GSM398127,Cancer,17006.5
212869_x_at,TPT1,GSM398128,Normal,14994.8
212869_x_at,TPT1,GSM398129,Cancer,11958.7
212869_x_at,TPT1,GSM398130,Normal,13923.5
212869_x_at,TPT1,GSM398131,Cancer,13565.5
212869_x_at,TPT1,GSM398132,Normal,14952.1
212869_x_at,TPT1,GSM398133,Cancer,12264.9
212869_x_at,TPT1,GSM398134,Normal,12219.8
212869_x_at,TPT1,GSM398135,Cancer,15266.5
212869_x_at,TPT1,GSM398136,Normal,13111.8
212869_x_at,TPT1,GSM398137,Cancer,15191.1
212869_x_at,TPT1,GSM398138,Normal,9197.65
212869_x_at,TPT1,GSM398139,Cancer,10461.3
212869_x_at,TPT1,GSM398140,Normal,13105.0
212869_x_at,TPT1,GSM398141,Cancer,11847.4
212869_x_at,TPT1,GSM398142,Normal,12714.5
212869_x_at,TPT1,GSM398143,Cancer,12312.0
212869_x_at,TPT1,GSM398144,Normal,13704.5
212869_x_at,TPT1,GSM398145,Cancer,14221.8
212869_x_at,TPT1,GSM398146,Normal,14865.4
212869_x_at,TPT1,GSM398147,Cancer,14476.6
212869_x_at,TPT1,GSM398148,Normal,12465.6
212869_x_at,TPT1,GSM398149,Cancer,13169.4
212869_x_at,TPT1,GSM398150,Normal,12900.3
212869_x_at,TPT1,GSM398151,Cancer,14422.3
212869_x_at,TPT1,GSM398152,Normal,13461.2
212869_x_at,TPT1,GSM398153,Cancer,10571.6
212869_x_at,TPT1,GSM398154,Normal,14116.3
212869_x_at,TPT1,GSM398155,Cancer,11017.9
212869_x_at,TPT1,GSM398156,Normal,13713.9
212869_x_at,TPT1,GSM398157,Cancer,13985.0
212869_x_at,TPT1,GSM398158,Normal,16356.0
212869_x_at,TPT1,GSM398159,Cancer,14040.2
217232_x_at,HBB,GSM398074,Normal,438.249
217232_x_at,HBB,GSM398075,Cancer,703.0
217232_x_at,HBB,GSM398076,Normal,6820.85
217232_x_at,HBB,GSM398077,Cancer,322.535
217232_x_at,HBB,GSM398078,Normal,820.794
217232_x_at,HBB,GSM398079,Cancer,507.723
217232_x_at,HBB,GSM398080,Normal,2502.91
217232_x_at,HBB,GSM398081,Cancer,295.315
217232_x_at,HBB,GSM398082,Normal,4689.05
217232_x_at,HBB,GSM398083,Cancer,2307.72
217232_x_at,HBB,GSM398084,Normal,3837.62
217232_x_at,HBB,GSM398085,Cancer,694.689
217232_x_at,HBB,GSM398086,Normal,631.788
217232_x_at,HBB,GSM398087,Cancer,332.727
217232_x_at,HBB,GSM398088,Normal,2621.16
217232_x_at,HBB,GSM398089,Cancer,490.22
217232_x_at,HBB,GSM398090,Normal,1081.49
217232_x_at,HBB,GSM398091,Cancer,583.071
217232_x_at,HBB,GSM398092,Normal,3804.92
217232_x_at,HBB,GSM398093,Cancer,596.468
217232_x_at,HBB,GSM398094,Normal,1711.9
217232_x_at,HBB,GSM398095,Cancer,689.514
217232_x_at,HBB,GSM398096,Normal,1514.6
217232_x_at,HBB,GSM398097,Cancer,670.047
217232_x_at,HBB,GSM398098,Normal,617.777
217232_x_at,HBB,GSM398099,Cancer,881.767
217232_x_at,HBB,GSM398100,Normal,1209.52
217232_x_at,HBB,GSM398101,Cancer,797.384
217232_x_at,HBB,GSM398102,Normal,8574.07
217232_x_at,HBB,GSM398103,Cancer,1487.64
217232_x_at,HBB,GSM398104,Normal,12100.0
217232_x_at,HBB,GSM398105,Cancer,1131.16
217232_x_at,HBB,GSM398106,Normal,7272.84
217232_x_at,HBB,GSM398107,Cancer,1253.67
217232_x_at,HBB,GSM398108,Normal,9291.39
217232_x_at,HBB,GSM398109,Cancer,1462.81
217232_x_at,HBB,GSM398110,Normal,10485.7
217232_x_at,HBB,GSM398111,Cancer,551.339
217232_x_at,HBB,GSM398112,Normal,1600.43
217232_x_at,HBB,GSM398113,Cancer,801.424
217232_x_at,HBB,GSM398114,Normal,2621.67
217232_x_at,HBB,GSM398115,Cancer,2444.09
217232_x_at,HBB,GSM398116,Normal,3354.06
217232_x_at,HBB,GSM398117,Cancer,1146.31
217232_x_at,HBB,GSM398118,Normal,11258.3
217232_x_at,HBB,GSM398119,Cancer,7891.38
217232_x_at,HBB,GSM398120,Normal,4129.55
217232_x_at,HBB,GSM398121,Cancer,1391.21
217232_x_at,HBB,GSM398122,Normal,1610.98
217232_x_at,HBB,GSM398123,Cancer,693.159
217232_x_at,HBB,GSM398124,Normal,3889.37
217232_x_at,HBB,GSM398125,Cancer,1029.5
217232_x_at,HBB,GSM398126,Normal,6118.23
217232_x_at,HBB,GSM398127,Cancer,718.019
217232_x_at,HBB,GSM398128,Normal,9500.33
217232_x_at,HBB,GSM398129,Cancer,1348.51
217232_x_at,HBB,GSM398130,Normal,9610.88
217232_x_at,HBB,GSM398131,Cancer,1006.71
217232_x_at,HBB,GSM398132,Normal,7046.04
217232_x_at,HBB,GSM398133,Cancer,2116.5
217232_x_at,HBB,GSM398134,Normal,6160.45
217232_x_at,HBB,GSM398135,Cancer,2638.02
217232_x_at,HBB,GSM398136,Normal,8567.78
217232_x_at,HBB,GSM398137,Cancer,1506.13
217232_x_at,HBB,GSM398138,Normal,6505.94
217232_x_at,HBB,GSM398139,Cancer,2835.65
217232_x_at,HBB,GSM398140,Normal,9805.07
217232_x_at,HBB,GSM398141,Cancer,2080.77
217232_x_at,HBB,GSM398142,Normal,9820.01
217232_x_at,HBB,GSM398143,Cancer,1943.01
217232_x_at,HBB,GSM398144,Normal,10647.1
217232_x_at,HBB,GSM398145,Cancer,1608.32
217232_x_at,HBB,GSM398146,Normal,10965.7
217232_x_at,HBB,GSM398147,Cancer,7408.42
217232_x_at,HBB,GSM398148,Normal,8966.83
217232_x_at,HBB,GSM398149,Cancer,2001.74
217232_x_at,HBB,GSM398150,Normal,5376.21
217232_x_at,HBB,GSM398151,Cancer,2050.4
217232_x_at,HBB,GSM398152,Normal,6690.55
217232_x_at,HBB,GSM398153,Cancer,3638.09
217232_x_at,HBB,GSM398154,Normal,7843.74
217232_x_at,HBB,GSM398155,Cancer,2066.47
217232_x_at,HBB,GSM398156,Normal,5851.41
217232_x_at,HBB,GSM398157,Cancer,1363.22
217232_x_at,HBB,GSM398158,Normal,5745.78
217232_x_at,HBB,GSM398159,Cancer,3729.77
212284_x_at,TPT1,GSM398074,Normal,9167.03
212284_x_at,TPT1,GSM398075,Cancer,10635.9
212284_x_at,TPT1,GSM398076,Normal,8015.29
212284_x_at,TPT1,GSM398077,Cancer,9081.2
212284_x_at,TPT1,GSM398078,Normal,9006.52
212284_x_at,TPT1,GSM398079,Cancer,8307.87
212284_x_at,TPT1,GSM398080,Normal,5810.1
212284_x_at,TPT1,GSM398081,Cancer,9069.41
212284_x_at,TPT1,GSM398082,Normal,9132.03
212284_x_at,TPT1,GSM398083,Cancer,6914.67
212284_x_at,TPT1,GSM398084,Normal,6046.59
212284_x_at,TPT1,GSM398085,Cancer,7877.56
212284_x_at,TPT1,GSM398086,Normal,8119.28
212284_x_at,TPT1,GSM398087,Cancer,6447.16
212284_x_at,TPT1,GSM398088,Normal,6531.54
212284_x_at,TPT1,GSM398089,Cancer,9701.23
212284_x_at,TPT1,GSM398090,Normal,7360.09
212284_x_at,TPT1,GSM398091,Cancer,11505.5
212284_x_at,TPT1,GSM398092,Normal,4811.86
212284_x_at,TPT1,GSM398093,Cancer,9140.08
212284_x_at,TPT1,GSM398094,Normal,8490.57
212284_x_at,TPT1,GSM398095,Cancer,8985.05
212284_x_at,TPT1,GSM398096,Normal,10992.3
212284_x_at,TPT1,GSM398097,Cancer,9051.46
212284_x_at,TPT1,GSM398098,Normal,7012.5
212284_x_at,TPT1,GSM398099,Cancer,5996.87
212284_x_at,TPT1,GSM398100,Normal,6422.46
212284_x_at,TPT1,GSM398101,Cancer,9477.91
212284_x_at,TPT1,GSM398102,Normal,10147.8
212284_x_at,TPT1,GSM398103,Cancer,8526.12
212284_x_at,TPT1,GSM398104,Normal,16079.5
212284_x_at,TPT1,GSM398105,Cancer,7708.15
212284_x_at,TPT1,GSM398106,Normal,16251.3
212284_x_at,TPT1,GSM398107,Cancer,7377.46
212284_x_at,TPT1,GSM398108,Normal,16703.3
212284_x_at,TPT1,GSM398109,Cancer,9247.0
212284_x_at,TPT1,GSM398110,Normal,15711.7
212284_x_at,TPT1,GSM398111,Cancer,9144.99
212284_x_at,TPT1,GSM398112,Normal,8484.18
212284_x_at,TPT1,GSM398113,Cancer,10074.4
212284_x_at,TPT1,GSM398114,Normal,8056.89
212284_x_at,TPT1,GSM398115,Cancer,7545.19
212284_x_at,TPT1,GSM398116,Normal,19036.0
212284_x_at,TPT1,GSM398117,Cancer,14448.2
212284_x_at,TPT1,GSM398118,Normal,12936.4
212284_x_at,TPT1,GSM398119,Cancer,12113.9
212284_x_at,TPT1,GSM398120,Normal,8911.62
212284_x_at,TPT1,GSM398121,Cancer,9655.91
212284_x_at,TPT1,GSM398122,Normal,8237.09
212284_x_at,TPT1,GSM398123,Cancer,8241.27
212284_x_at,TPT1,GSM398124,Normal,10255.1
212284_x_at,TPT1,GSM398125,Cancer,12758.6
212284_x_at,TPT1,GSM398126,Normal,17061.4
212284_x_at,TPT1,GSM398127,Cancer,17860.1
212284_x_at,TPT1,GSM398128,Normal,14702.6
212284_x_at,TPT1,GSM398129,Cancer,11906.0
212284_x_at,TPT1,GSM398130,Normal,14405.2
212284_x_at,TPT1,GSM398131,Cancer,13945.4
212284_x_at,TPT1,GSM398132,Normal,15910.6
212284_x_at,TPT1,GSM398133,Cancer,13175.1
212284_x_at,TPT1,GSM398134,Normal,11510.0
212284_x_at,TPT1,GSM398135,Cancer,15223.7
212284_x_at,TPT1,GSM398136,Normal,11589.3
212284_x_at,TPT1,GSM398137,Cancer,14905.6
212284_x_at,TPT1,GSM398138,Normal,9041.07
212284_x_at,TPT1,GSM398139,Cancer,10404.4
212284_x_at,TPT1,GSM398140,Normal,13522.5
212284_x_at,TPT1,GSM398141,Cancer,11002.9
212284_x_at,TPT1,GSM398142,Normal,12419.6
212284_x_at,TPT1,GSM398143,Cancer,11613.7
212284_x_at,TPT1,GSM398144,Normal,13377.9
212284_x_at,TPT1,GSM398145,Cancer,14173.8
212284_x_at,TPT1,GSM398146,Normal,14038.9
212284_x_at,TPT1,GSM398147,Cancer,14739.7
212284_x_at,TPT1,GSM398148,Normal,12395.3
212284_x_at,TPT1,GSM398149,Cancer,13517.5
212284_x_at,TPT1,GSM398150,Normal,12996.5
212284_x_at,TPT1,GSM398151,Cancer,14235.1
212284_x_at,TPT1,GSM398152,Normal,14293.5
212284_x_at,TPT1,GSM398153,Cancer,11247.1
212284_x_at,TPT1,GSM398154,Normal,16847.4
212284_x_at,TPT1,GSM398155,Cancer,15712.9
212284_x_at,TPT1,GSM398156,Normal,13133.1
212284_x_at,TPT1,GSM398157,Cancer,15053.0
212284_x_at,TPT1,GSM398158,Normal,17604.4
212284_x_at,TPT1,GSM398159,Cancer,14618.6
215076_s_at,COL3A1,GSM398074,Normal,724.579
215076_s_at,COL3A1,GSM398075,Cancer,3003.28
215076_s_at,COL3A1,GSM398076,Normal,4509.07
215076_s_at,COL3A1,GSM398077,Cancer,4890.14
215076_s_at,COL3A1,GSM398078,Normal,1974.89
215076_s_at,COL3A1,GSM398079,Cancer,2902.5
215076_s_at,COL3A1,GSM398080,Normal,1696.37
215076_s_at,COL3A1,GSM398081,Cancer,1496.15
215076_s_at,COL3A1,GSM398082,Normal,5462.16
215076_s_at,COL3A1,GSM398083,Cancer,2167.0
215076_s_at,COL3A1,GSM398084,Normal,3592.39
215076_s_at,COL3A1,GSM398085,Cancer,2557.46
215076_s_at,COL3A1,GSM398086,Normal,5607.78
215076_s_at,COL3A1,GSM398087,Cancer,5294.5
215076_s_at,COL3A1,GSM398088,Normal,2197.48
215076_s_at,COL3A1,GSM398089,Cancer,5818.24
215076_s_at,COL3A1,GSM398090,Normal,2254.6
215076_s_at,COL3A1,GSM398091,Cancer,2478.33
215076_s_at,COL3A1,GSM398092,Normal,2765.55
215076_s_at,COL3A1,GSM398093,Cancer,5115.21
215076_s_at,COL3A1,GSM398094,Normal,4502.48
215076_s_at,COL3A1,GSM398095,Cancer,5420.92
215076_s_at,COL3A1,GSM398096,Normal,1915.92
215076_s_at,COL3A1,GSM398097,Cancer,2441.63
215076_s_at,COL3A1,GSM398098,Normal,1371.85
215076_s_at,COL3A1,GSM398099,Cancer,1881.52
215076_s_at,COL3A1,GSM398100,Normal,1960.6
215076_s_at,COL3A1,GSM398101,Cancer,4396.52
215076_s_at,COL3A1,GSM398102,Normal,5350.34
215076_s_at,COL3A1,GSM398103,Cancer,2600.17
215076_s_at,COL3A1,GSM398104,Normal,7245.38
215076_s_at,COL3A1,GSM398105,Cancer,5976.95
215076_s_at,COL3A1,GSM398106,Normal,7175.79
215076_s_at,COL3A1,GSM398107,Cancer,5088.58
215076_s_at,COL3A1,GSM398108,Normal,6772.72
215076_s_at,COL3A1,GSM398109,Cancer,6547.21
215076_s_at,COL3A1,GSM398110,Normal,7762.71
215076_s_at,COL3A1,GSM398111,Cancer,7257.76
215076_s_at,COL3A1,GSM398112,Normal,4065.73
215076_s_at,COL3A1,GSM398113,Cancer,6610.23
215076_s_at,COL3A1,GSM398114,Normal,4941.07
215076_s_at,COL3A1,GSM398115,Cancer,3083.95
215076_s_at,COL3A1,GSM398116,Normal,14225.9
215076_s_at,COL3A1,GSM398117,Cancer,8741.26
215076_s_at,COL3A1,GSM398118,Normal,8765.31
215076_s_at,COL3A1,GSM398119,Cancer,13032.9
215076_s_at,COL3A1,GSM398120,Normal,4740.86
215076_s_at,COL3A1,GSM398121,Cancer,3559.66
215076_s_at,COL3A1,GSM398122,Normal,3540.7
215076_s_at,COL3A1,GSM398123,Cancer,4614.5
215076_s_at,COL3A1,GSM398124,Normal,5012.92
215076_s_at,COL3A1,GSM398125,Cancer,7406.95
215076_s_at,COL3A1,GSM398126,Normal,8353.5
215076_s_at,COL3A1,GSM398127,Cancer,16736.0
215076_s_at,COL3A1,GSM398128,Normal,5221.16
215076_s_at,COL3A1,GSM398129,Cancer,11777.0
215076_s_at,COL3A1,GSM398130,Normal,4496.43
215076_s_at,COL3A1,GSM398131,Cancer,13863.4
215076_s_at,COL3A1,GSM398132,Normal,5025.9
215076_s_at,COL3A1,GSM398133,Cancer,13230.0
215076_s_at,COL3A1,GSM398134,Normal,3734.63
215076_s_at,COL3A1,GSM398135,Cancer,8177.14
215076_s_at,COL3A1,GSM398136,Normal,5727.73
215076_s_at,COL3A1,GSM398137,Cancer,13210.0
215076_s_at,COL3A1,GSM398138,Normal,5331.23
215076_s_at,COL3A1,GSM398139,Cancer,8152.79
215076_s_at,COL3A1,GSM398140,Normal,5886.0
215076_s_at,COL3A1,GSM398141,Cancer,1140.27
215076_s_at,COL3A1,GSM398142,Normal,4573.51
215076_s_at,COL3A1,GSM398143,Cancer,7383.77
215076_s_at,COL3A1,GSM398144,Normal,8070.94
215076_s_at,COL3A1,GSM398145,Cancer,5610.89
215076_s_at,COL3A1,GSM398146,Normal,6328.29
215076_s_at,COL3A1,GSM398147,Cancer,6089.09
215076_s_at,COL3A1,GSM398148,Normal,5563.2
215076_s_at,COL3A1,GSM398149,Cancer,9697.5
215076_s_at,COL3A1,GSM398150,Normal,7170.52
215076_s_at,COL3A1,GSM398151,Cancer,4429.91
215076_s_at,COL3A1,GSM398152,Normal,6654.82
215076_s_at,COL3A1,GSM398153,Cancer,4570.01
215076_s_at,COL3A1,GSM398154,Normal,991.528
215076_s_at,COL3A1,GSM398155,Cancer,7439.26
215076_s_at,COL3A1,GSM398156,Normal,9479.5
215076_s_at,COL3A1,GSM398157,Cancer,7220.74
215076_s_at,COL3A1,GSM398158,Normal,1617.17
215076_s_at,COL3A1,GSM398159,Cancer,4010.2
214414_x_at,HBA2,GSM398074,Normal,1229.29
214414_x_at,HBA2,GSM398075,Cancer,1142.8
214414_x_at,HBA2,GSM398076,Normal,6695.77
214414_x_at,HBA2,GSM398077,Cancer,344.302
214414_x_at,HBA2,GSM398078,Normal,1814.53
214414_x_at,HBA2,GSM398079,Cancer,313.75
214414_x_at,HBA2,GSM398080,Normal,3038.33
214414_x_at,HBA2,GSM398081,Cancer,655.552
214414_x_at,HBA2,GSM398082,Normal,4266.07
214414_x_at,HBA2,GSM398083,Cancer,2090.05
214414_x_at,HBA2,GSM398084,Normal,3731.18
214414_x_at,HBA2,GSM398085,Cancer,1441.95
214414_x_at,HBA2,GSM398086,Normal,1285.2
214414_x_at,HBA2,GSM398087,Cancer,418.354
214414_x_at,HBA2,GSM398088,Normal,4482.39
214414_x_at,HBA2,GSM398089,Cancer,205.412
214414_x_at,HBA2,GSM398090,Normal,1927.19
214414_x_at,HBA2,GSM398091,Cancer,1371.53
214414_x_at,HBA2,GSM398092,Normal,3981.68
214414_x_at,HBA2,GSM398093,Cancer,755.212
214414_x_at,HBA2,GSM398094,Normal,2234.63
214414_x_at,HBA2,GSM398095,Cancer,757.332
214414_x_at,HBA2,GSM398096,Normal,1766.94
214414_x_at,HBA2,GSM398097,Cancer,1068.43
214414_x_at,HBA2,GSM398098,Normal,932.52
214414_x_at,HBA2,GSM398099,Cancer,1288.65
214414_x_at,HBA2,GSM398100,Normal,1577.24
214414_x_at,HBA2,GSM398101,Cancer,842.345
214414_x_at,HBA2,GSM398102,Normal,6483.18
214414_x_at,HBA2,GSM398103,Cancer,1777.81
214414_x_at,HBA2,GSM398104,Normal,9311.73
214414_x_at,HBA2,GSM398105,Cancer,773.86
214414_x_at,HBA2,GSM398106,Normal,10184.8
214414_x_at,HBA2,GSM398107,Cancer,1957.73
214414_x_at,HBA2,GSM398108,Normal,6971.13
214414_x_at,HBA2,GSM398109,Cancer,2363.87
214414_x_at,HBA2,GSM398110,Normal,15467.7
214414_x_at,HBA2,GSM398111,Cancer,1054.32
214414_x_at,HBA2,GSM398112,Normal,1646.52
214414_x_at,HBA2,GSM398113,Cancer,723.278
214414_x_at,HBA2,GSM398114,Normal,2702.91
214414_x_at,HBA2,GSM398115,Cancer,2112.4
214414_x_at,HBA2,GSM398116,Normal,3952.83
214414_x_at,HBA2,GSM398117,Cancer,950.38
214414_x_at,HBA2,GSM398118,Normal,7320.55
214414_x_at,HBA2,GSM398119,Cancer,9275.0
214414_x_at,HBA2,GSM398120,Normal,4286.92
214414_x_at,HBA2,GSM398121,Cancer,3159.19
214414_x_at,HBA2,GSM398122,Normal,3443.06
214414_x_at,HBA2,GSM398123,Cancer,1629.76
214414_x_at,HBA2,GSM398124,Normal,5341.15
214414_x_at,HBA2,GSM398125,Cancer,682.854
214414_x_at,HBA2,GSM398126,Normal,7682.91
214414_x_at,HBA2,GSM398127,Cancer,475.362
214414_x_at,HBA2,GSM398128,Normal,9901.03
214414_x_at,HBA2,GSM398129,Cancer,1054.26
214414_x_at,HBA2,GSM398130,Normal,9613.55
214414_x_at,HBA2,GSM398131,Cancer,675.306
214414_x_at,HBA2,GSM398132,Normal,7781.67
214414_x_at,HBA2,GSM398133,Cancer,1426.75
214414_x_at,HBA2,GSM398134,Normal,7041.54
214414_x_at,HBA2,GSM398135,Cancer,3394.73
214414_x_at,HBA2,GSM398136,Normal,7175.18
214414_x_at,HBA2,GSM398137,Cancer,511.37
214414_x_at,HBA2,GSM398138,Normal,7644.4
214414_x_at,HBA2,GSM398139,Cancer,2509.43
214414_x_at,HBA2,GSM398140,Normal,7933.7
214414_x_at,HBA2,GSM398141,Cancer,2346.75
214414_x_at,HBA2,GSM398142,Normal,8568.26
214414_x_at,HBA2,GSM398143,Cancer,1627.47
214414_x_at,HBA2,GSM398144,Normal,8849.71
214414_x_at,HBA2,GSM398145,Cancer,675.642
214414_x_at,HBA2,GSM398146,Normal,8005.4
214414_x_at,HBA2,GSM398147,Cancer,6741.57
214414_x_at,HBA2,GSM398148,Normal,9087.59
214414_x_at,HBA2,GSM398149,Cancer,522.406
214414_x_at,HBA2,GSM398150,Normal,6234.74
214414_x_at,HBA2,GSM398151,Cancer,988.122
214414_x_at,HBA2,GSM398152,Normal,7007.73
214414_x_at,HBA2,GSM398153,Cancer,3534.91
214414_x_at,HBA2,GSM398154,Normal,7222.29
214414_x_at,HBA2,GSM398155,Cancer,2465.94
214414_x_at,HBA2,GSM398156,Normal,6341.79
214414_x_at,HBA2,GSM398157,Cancer,347.492
214414_x_at,HBA2,GSM398158,Normal,3961.98
214414_x_at,HBA2,GSM398159,Cancer,1697.67
212391_x_at,RPS3A,GSM398074,Normal,7944.99
212391_x_at,RPS3A,GSM398075,Cancer,10493.6
212391_x_at,RPS3A,GSM398076,Normal,7360.6
212391_x_at,RPS3A,GSM398077,Cancer,9021.02
212391_x_at,RPS3A,GSM398078,Normal,7909.77
212391_x_at,RPS3A,GSM398079,Cancer,7111.87
212391_x_at,RPS3A,GSM398080,Normal,5086.43
212391_x_at,RPS3A,GSM398081,Cancer,9387.07
212391_x_at,RPS3A,GSM398082,Normal,7504.32
212391_x_at,RPS3A,GSM398083,Cancer,6517.06
212391_x_at,RPS3A,GSM398084,Normal,5903.5
212391_x_at,RPS3A,GSM398085,Cancer,7772.81
212391_x_at,RPS3A,GSM398086,Normal,8032.02
212391_x_at,RPS3A,GSM398087,Cancer,6170.19
212391_x_at,RPS3A,GSM398088,Normal,5289.8
212391_x_at,RPS3A,GSM398089,Cancer,9221.39
212391_x_at,RPS3A,GSM398090,Normal,4701.16
212391_x_at,RPS3A,GSM398091,Cancer,10354.5
212391_x_at,RPS3A,GSM398092,Normal,4678.08
212391_x_at,RPS3A,GSM398093,Cancer,8594.97
212391_x_at,RPS3A,GSM398094,Normal,7121.85
212391_x_at,RPS3A,GSM398095,Cancer,8072.42
212391_x_at,RPS3A,GSM398096,Normal,8792.72
212391_x_at,RPS3A,GSM398097,Cancer,5569.35
212391_x_at,RPS3A,GSM398098,Normal,7194.25
212391_x_at,RPS3A,GSM398099,Cancer,5452.15
212391_x_at,RPS3A,GSM398100,Normal,5369.08
212391_x_at,RPS3A,GSM398101,Cancer,9041.37
212391_x_at,RPS3A,GSM398102,Normal,8880.22
212391_x_at,RPS3A,GSM398103,Cancer,8634.89
212391_x_at,RPS3A,GSM398104,Normal,13766.4
212391_x_at,RPS3A,GSM398105,Cancer,6727.63
212391_x_at,RPS3A,GSM398106,Normal,14594.2
212391_x_at,RPS3A,GSM398107,Cancer,6471.15
212391_x_at,RPS3A,GSM398108,Normal,14578.2
212391_x_at,RPS3A,GSM398109,Cancer,7669.15
212391_x_at,RPS3A,GSM398110,Normal,14795.8
212391_x_at,RPS3A,GSM398111,Cancer,8416.57
212391_x_at,RPS3A,GSM398112,Normal,7785.23
212391_x_at,RPS3A,GSM398113,Cancer,10026.3
212391_x_at,RPS3A,GSM398114,Normal,8744.33
212391_x_at,RPS3A,GSM398115,Cancer,8139.01
212391_x_at,RPS3A,GSM398116,Normal,18228.6
212391_x_at,RPS3A,GSM398117,Cancer,13035.2
212391_x_at,RPS3A,GSM398118,Normal,12051.2
212391_x_at,RPS3A,GSM398119,Cancer,11015.3
212391_x_at,RPS3A,GSM398120,Normal,7113.33
212391_x_at,RPS3A,GSM398121,Cancer,9257.33
212391_x_at,RPS3A,GSM398122,Normal,7764.63
212391_x_at,RPS3A,GSM398123,Cancer,6905.68
212391_x_at,RPS3A,GSM398124,Normal,7996.92
212391_x_at,RPS3A,GSM398125,Cancer,12234.7
212391_x_at,RPS3A,GSM398126,Normal,14965.4
212391_x_at,RPS3A,GSM398127,Cancer,17725.0
212391_x_at,RPS3A,GSM398128,Normal,13824.2
212391_x_at,RPS3A,GSM398129,Cancer,13064.5
212391_x_at,RPS3A,GSM398130,Normal,10029.2
212391_x_at,RPS3A,GSM398131,Cancer,14280.7
212391_x_at,RPS3A,GSM398132,Normal,11156.7
212391_x_at,RPS3A,GSM398133,Cancer,9639.62
212391_x_at,RPS3A,GSM398134,Normal,8052.18
212391_x_at,RPS3A,GSM398135,Cancer,14123.6
212391_x_at,RPS3A,GSM398136,Normal,10907.7
212391_x_at,RPS3A,GSM398137,Cancer,14091.5
212391_x_at,RPS3A,GSM398138,Normal,8543.44
212391_x_at,RPS3A,GSM398139,Cancer,11596.6
212391_x_at,RPS3A,GSM398140,Normal,12122.1
212391_x_at,RPS3A,GSM398141,Cancer,12571.0
212391_x_at,RPS3A,GSM398142,Normal,13528.8
212391_x_at,RPS3A,GSM398143,Cancer,13027.6
