release_year,genre,region,sales
1993,Shooter,Japan,0.89
1993,Simulation,Japan,0.19
1993,Sports,Japan,3.13
1993,Strategy,Japan,0.51
1994,Action,Japan,0.84
1994,Adventure,Japan,0.8700000000000001
1994,Fighting,Japan,4.44
1994,Misc,Japan,0.45999999999999996
1994,Platform,Japan,7.0200000000000005
1994,Puzzle,Japan,1.53
1994,Racing,Japan,2.13
1994,Role-Playing,Japan,6.2299999999999995
1994,Shooter,Japan,1.67
1994,Simulation,Japan,2.1
1994,Sports,Japan,5.23
1994,Strategy,Japan,1.47
1995,Action,Japan,1.26
1995,Adventure,Japan,0.67
1995,Fighting,Japan,7.05
1995,Misc,Japan,2.43
1995,Platform,Japan,6.36
1995,Puzzle,Japan,2.34
1995,Racing,Japan,1.95
1995,Role-Playing,Japan,13.09
1995,Shooter,Japan,2.85
1995,Simulation,Japan,2.0300000000000002
1995,Sports,Japan,3.87
1995,Strategy,Japan,1.85
1996,Action,Japan,2.62
1996,Adventure,Japan,2.6
1996,Fighting,Japan,6.12
1996,Misc,Japan,3.4699999999999998
1996,Platform,Japan,6.76
1996,Puzzle,Japan,1.3599999999999999
1996,Racing,Japan,5.3
1996,Role-Playing,Japan,18.78
1996,Shooter,Japan,1.11
1996,Simulation,Japan,2.38
1996,Sports,Japan,5.08
1996,Strategy,Japan,1.8599999999999999
1997,Action,Japan,1.9000000000000001
1997,Adventure,Japan,1.05
1997,Fighting,Japan,2.6
1997,Misc,Japan,0.98
1997,Platform,Japan,3.71
1997,Puzzle,Japan,3.83
1997,Racing,Japan,4.09
1997,Role-Playing,Japan,11.56
1997,Shooter,Japan,2.17
1997,Simulation,Japan,5.91
1997,Sports,Japan,7.59
1997,Strategy,Japan,3.48
1998,Action,Japan,5.55
1998,Adventure,Japan,2.91
1998,Fighting,Japan,4.18
1998,Misc,Japan,2.88
1998,Platform,Japan,3.29
1998,Puzzle,Japan,1.84
1998,Racing,Japan,2.3
1998,Role-Playing,Japan,11.33
1998,Shooter,Japan,0.36
1998,Simulation,Japan,3.3600000000000003
1998,Sports,Japan,5.06
1998,Strategy,Japan,6.98
1999,Action,Japan,2.9
1999,Adventure,Japan,1.11
1999,Fighting,Japan,2.83
1999,Misc,Japan,4.32
1999,Platform,Japan,1.6600000000000001
1999,Puzzle,Japan,0.02
1999,Racing,Japan,3.35
1999,Role-Playing,Japan,18.7
1999,Shooter,Japan,0.29000000000000004
1999,Simulation,Japan,6.12
1999,Sports,Japan,6.83
1999,Strategy,Japan,4.21
2000,Action,Japan,3.7399999999999998
2000,Adventure,Japan,1.1099999999999999
2000,Fighting,Japan,3.0500000000000003
2000,Misc,Japan,2.77
2000,Platform,Japan,2.56
2000,Puzzle,Japan,0.98
2000,Racing,Japan,1.15
2000,Role-Playing,Japan,15.8
2000,Shooter,Japan,0.2
2000,Simulation,Japan,1.27
2000,Sports,Japan,6.36
2000,Strategy,Japan,3.78
2001,Action,Japan,5.99
2001,Adventure,Japan,1.07
2001,Fighting,Japan,2.73
2001,Misc,Japan,1.26
2001,Platform,Japan,3.54
2001,Puzzle,Japan,0.7
2001,Racing,Japan,4.0
2001,Role-Playing,Japan,9.55
2001,Shooter,Japan,0.53
2001,Simulation,Japan,3.77
2001,Sports,Japan,3.9
2001,Strategy,Japan,2.82
2002,Action,Japan,5.1
2002,Adventure,Japan,3.23
2002,Fighting,Japan,3.14
2002,Misc,Japan,2.9000000000000004
2002,Platform,Japan,4.52
2002,Puzzle,Japan,0.16999999999999998
2002,Racing,Japan,0.2
2002,Role-Playing,Japan,13.64
2002,Shooter,Japan,1.02
2002,Simulation,Japan,0.75
2002,Sports,Japan,4.69
2002,Strategy,Japan,2.4
2003,Action,Japan,4.1899999999999995
2003,Adventure,Japan,0.43
2003,Fighting,Japan,2.95
2003,Misc,Japan,3.58
2003,Platform,Japan,2.2199999999999998
2003,Puzzle,Japan,1.14
2003,Racing,Japan,2.83
2003,Role-Playing,Japan,9.629999999999999
2003,Shooter,Japan,0.21
2003,Simulation,Japan,1.46
2003,Sports,Japan,4.0
2003,Strategy,Japan,1.56
2004,Action,Japan,4.82
2004,Adventure,Japan,1.23
2004,Fighting,Japan,1.34
2004,Misc,Japan,2.43
2004,Platform,Japan,6.109999999999999
2004,Puzzle,Japan,2.55
2004,Racing,Japan,1.9900000000000002
2004,Role-Playing,Japan,13.49
2004,Shooter,Japan,0.65
2004,Simulation,Japan,0.58
2004,Sports,Japan,4.42
2004,Strategy,Japan,2.04
2005,Action,Japan,6.32
2005,Adventure,Japan,0.74
2005,Fighting,Japan,3.0700000000000003
2005,Misc,Japan,7.96
2005,Platform,Japan,1.1199999999999999
2005,Puzzle,Japan,6.21
2005,Racing,Japan,4.37
2005,Role-Playing,Japan,9.22
2005,Shooter,Japan,1.32
2005,Simulation,Japan,9.02
2005,Sports,Japan,3.54
2005,Strategy,Japan,1.38
2006,Action,Japan,5.78
2006,Adventure,Japan,2.62
2006,Fighting,Japan,2.82
2006,Misc,Japan,15.74
2006,Platform,Japan,9.21
2006,Puzzle,Japan,3.4
2006,Racing,Japan,0.87
2006,Role-Playing,Japan,19.830000000000002
2006,Shooter,Japan,1.8900000000000001
2006,Simulation,Japan,2.38
2006,Sports,Japan,8.69
2006,Strategy,Japan,0.51
2007,Action,Japan,6.13
2007,Adventure,Japan,3.55
2007,Fighting,Japan,2.73
2007,Misc,Japan,11.46
2007,Platform,Japan,2.98
2007,Puzzle,Japan,3.06
2007,Racing,Japan,0.94
2007,Role-Playing,Japan,12.43
2007,Shooter,Japan,1.53
2007,Simulation,Japan,3.02
2007,Sports,Japan,9.59
2007,Strategy,Japan,2.87
2008,Action,Japan,6.0
2008,Adventure,Japan,4.34
2008,Fighting,Japan,6.140000000000001
2008,Misc,Japan,7.24
2008,Platform,Japan,2.36
2008,Puzzle,Japan,0.9199999999999999
2008,Racing,Japan,4.21
2008,Role-Playing,Japan,17.509999999999998
2008,Shooter,Japan,0.77
2008,Simulation,Japan,3.66
2008,Sports,Japan,5.37
2008,Strategy,Japan,1.73
2009,Action,Japan,11.96
2009,Adventure,Japan,3.35
2009,Fighting,Japan,3.02
2009,Misc,Japan,5.8
2009,Platform,Japan,4.84
2009,Puzzle,Japan,1.6500000000000001
2009,Racing,Japan,0.5
2009,Role-Playing,Japan,17.07
2009,Shooter,Japan,1.12
2009,Simulation,Japan,0.9500000000000001
2009,Sports,Japan,9.81
2009,Strategy,Japan,1.82
2010,Action,Japan,8.58
2010,Adventure,Japan,3.6
2010,Fighting,Japan,1.52
2010,Misc,Japan,6.69
2010,Platform,Japan,3.68
2010,Puzzle,Japan,0.49
2010,Racing,Japan,1.04
2010,Role-Playing,Japan,23.67
2010,Shooter,Japan,2.12
2010,Simulation,Japan,1.66
2010,Sports,Japan,4.42
2010,Strategy,Japan,2.02
2011,Action,Japan,10.82
2011,Adventure,Japan,3.83
2011,Fighting,Japan,2.94
2011,Misc,Japan,4.74
2011,Platform,Japan,3.5
2011,Puzzle,Japan,0.77
2011,Racing,Japan,3.14
2011,Role-Playing,Japan,14.43
2011,Shooter,Japan,2.69
2011,Simulation,Japan,1.23
2011,Sports,Japan,3.08
2011,Strategy,Japan,1.9000000000000001
2012,Action,Japan,12.31
2012,Adventure,Japan,2.42
2012,Fighting,Japan,1.79
2012,Misc,Japan,3.66
2012,Platform,Japan,3.8400000000000003
2012,Puzzle,Japan,0.9600000000000001
2012,Racing,Japan,0.2
2012,Role-Playing,Japan,14.4
2012,Shooter,Japan,2.62
2012,Simulation,Japan,5.89
2012,Sports,Japan,2.6
2012,Strategy,Japan,1.1099999999999999
2013,Action,Japan,10.91
2013,Adventure,Japan,2.22
2013,Fighting,Japan,1.28
2013,Misc,Japan,3.59
2013,Platform,Japan,2.1
2013,Puzzle,Japan,0.25
2013,Racing,Japan,0.54
2013,Role-Playing,Japan,19.88
2013,Shooter,Japan,1.74
2013,Simulation,Japan,2.21
2013,Sports,Japan,2.15
2013,Strategy,Japan,0.82
2014,Action,Japan,6.53
2014,Adventure,Japan,1.3800000000000001
2014,Fighting,Japan,4.83
2014,Misc,Japan,2.42
2014,Platform,Japan,1.27
2014,Puzzle,Japan,0.41000000000000003
2014,Racing,Japan,1.47
2014,Role-Playing,Japan,17.75
2014,Shooter,Japan,1.08
2014,Simulation,Japan,0.38
2014,Sports,Japan,1.61
2014,Strategy,Japan,0.56
2015,Action,Japan,15.98
2015,Adventure,Japan,1.04
2015,Fighting,Japan,0.79
2015,Misc,Japan,2.15
2015,Platform,Japan,1.3099999999999998
2015,Puzzle,Japan,0.52
2015,Racing,Japan,0.28
2015,Role-Playing,Japan,6.8
2015,Shooter,Japan,2.73
2015,Simulation,Japan,1.5999999999999999
2015,Sports,Japan,0.73
2015,Strategy,Japan,0.16
2016,Action,Japan,7.07
2016,Adventure,Japan,1.18
2016,Fighting,Japan,0.75
2016,Misc,Japan,1.04
2016,Platform,Japan,0.11
2016,Puzzle,Japan,0.0
2016,Racing,Japan,0.01
2016,Role-Playing,Japan,6.609999999999999
2016,Shooter,Japan,1.06
2016,Simulation,Japan,0.33
2016,Sports,Japan,0.92
2016,Strategy,Japan,0.22999999999999998
2017,Action,Japan,0.01
2017,Role-Playing,Japan,0.05
2020,Simulation,Japan,0.0
1980,Action,Other,0.0
1980,Fighting,Other,0.01
1980,Misc,Other,0.02
1980,Shooter,Other,0.08
1980,Sports,Other,0.01
1981,Action,Other,0.12
1981,Platform,Other,0.08
1981,Puzzle,Other,0.03
1981,Racing,Other,0.0
1981,Shooter,Other,0.09
1981,Simulation,Other,0.0
1981,Sports,Other,0.0
1982,Action,Other,0.05
1982,Misc,Other,0.01
1982,Platform,Other,0.06
1982,Puzzle,Other,0.11
1982,Racing,Other,0.01
1982,Shooter,Other,0.05
1982,Sports,Other,0.02
1983,Action,Other,0.02
1983,Adventure,Other,0.0
1983,Misc,Other,0.0
1983,Platform,Other,0.08
1983,Puzzle,Other,0.01
1983,Shooter,Other,0.01
1983,Sports,Other,0.02
1984,Action,Other,0.03
1984,Misc,Other,0.0
1984,Platform,Other,0.0
1984,Puzzle,Other,0.04
1984,Racing,Other,0.07
1984,Shooter,Other,0.5
1984,Sports,Other,0.06
1985,Action,Other,0.06
1985,Fighting,Other,0.0
1985,Platform,Other,0.8
1985,Puzzle,Other,0.03
1985,Shooter,Other,0.0
1985,Simulation,Other,0.01
1985,Sports,Other,0.02
1986,Action,Other,0.25
1986,Platform,Other,0.03
1986,Racing,Other,0.05
1986,Role-Playing,Other,1.51
1986,Shooter,Other,0.02
1986,Sports,Other,0.07
1987,Action,Other,0.01
1987,Adventure,Other,0.08
1987,Fighting,Other,0.1
1987,Platform,Other,0.01
1987,Role-Playing,Other,0.0
1987,Shooter,Other,0.0
1987,Sports,Other,0.0
1988,Action,Other,0.01
1988,Platform,Other,0.7000000000000001
1988,Puzzle,Other,0.11
1988,Racing,Other,0.1
1988,Role-Playing,Other,0.0
1988,Shooter,Other,0.01
1988,Simulation,Other,0.01
1988,Sports,Other,0.05
1989,Action,Other,0.05
1989,Misc,Other,0.0
1989,Platform,Other,0.47
1989,Puzzle,Other,0.83
1989,Role-Playing,Other,0.0
1989,Shooter,Other,0.04
1989,Sports,Other,0.11
1990,Action,Other,0.14
1990,Platform,Other,0.5700000000000001
1990,Puzzle,Other,0.13
1990,Racing,Other,0.47000000000000003
1990,Role-Playing,Other,0.02
1990,Simulation,Other,0.02
1990,Sports,Other,0.05
1991,Action,Other,0.15
1991,Adventure,Other,0.04
1991,Fighting,Other,0.0
1991,Misc,Other,0.0
1991,Platform,Other,0.17
1991,Puzzle,Other,0.11
1991,Racing,Other,0.04
1991,Role-Playing,Other,0.12
1991,Shooter,Other,0.05
1991,Simulation,Other,0.04
1991,Sports,Other,0.02
1991,Strategy,Other,0.0
1992,Action,Other,0.13
1992,Adventure,Other,0.29
1992,Fighting,Other,0.32
1992,Misc,Other,0.12000000000000001
1992,Platform,Other,0.34
1992,Puzzle,Other,0.08
1992,Racing,Other,0.18
1992,Role-Playing,Other,0.030000000000000002
1992,Shooter,Other,0.0
1992,Simulation,Other,0.1
1992,Sports,Other,0.05
1992,Strategy,Other,0.01
1993,Action,Other,0.03
1993,Adventure,Other,0.0
1993,Fighting,Other,0.09
1993,Misc,Other,0.0
1993,Platform,Other,0.65
1993,Puzzle,Other,0.030000000000000002
1993,Racing,Other,0.0
1993,Role-Playing,Other,0.02
1993,Shooter,Other,0.07
1993,Simulation,Other,0.0
1993,Sports,Other,0.0
1993,Strategy,Other,0.0
1994,Action,Other,0.02
1994,Adventure,Other,0.0
1994,Fighting,Other,0.2
1994,Misc,Other,0.1
1994,Platform,Other,1.1300000000000001
1994,Puzzle,Other,0.0
1994,Racing,Other,0.05
1994,Role-Playing,Other,0.04
1994,Shooter,Other,0.35
1994,Simulation,Other,0.05
1994,Sports,Other,0.13
1994,Strategy,Other,0.13
1995,Action,Other,0.14
1995,Adventure,Other,0.01
1995,Fighting,Other,0.56
1995,Misc,Other,0.09
1995,Platform,Other,0.5
1995,Puzzle,Other,0.01
1995,Racing,Other,0.31
1995,Role-Playing,Other,0.17
1995,Shooter,Other,0.12
1995,Simulation,Other,0.15
1995,Sports,Other,0.28
1995,Strategy,Other,0.3
1996,Action,Other,1.45
1996,Adventure,Other,0.12
1996,Fighting,Other,0.75
1996,Misc,Other,0.36
1996,Platform,Other,0.83
1996,Puzzle,Other,0.09000000000000001
1996,Racing,Other,0.8400000000000001
1996,Role-Playing,Other,1.39
1996,Shooter,Other,0.37
1996,Simulation,Other,0.48000000000000004
1996,Sports,Other,0.78
1996,Strategy,Other,0.23
1997,Action,Other,1.43
1997,Adventure,Other,0.22
1997,Fighting,Other,0.52
1997,Misc,Other,0.2
1997,Platform,Other,0.89
1997,Puzzle,Other,0.17
1997,Racing,Other,1.49
1997,Role-Playing,Other,1.51
1997,Shooter,Other,0.49
1997,Simulation,Other,0.54
1997,Sports,Other,1.4300000000000002
1997,Strategy,Other,0.24
1998,Action,Other,1.81
1998,Adventure,Other,0.44
1998,Fighting,Other,1.27
1998,Misc,Other,0.58
1998,Platform,Other,1.3
1998,Puzzle,Other,0.34
1998,Racing,Other,1.33
1998,Role-Playing,Other,1.15
1998,Shooter,Other,0.47000000000000003
1998,Simulation,Other,0.19
1998,Sports,Other,1.78
1998,Strategy,Other,0.35000000000000003
1999,Action,Other,1.24
1999,Adventure,Other,0.4
1999,Fighting,Other,0.32
1999,Misc,Other,0.68
1999,Platform,Other,0.8
1999,Puzzle,Other,0.060000000000000005
1999,Racing,Other,1.58
1999,Role-Playing,Other,1.93
1999,Shooter,Other,0.44
1999,Simulation,Other,0.6
1999,Sports,Other,1.26
1999,Strategy,Other,0.73
2000,Action,Other,1.61
2000,Adventure,Other,0.15
2000,Fighting,Other,1.21
2000,Misc,Other,0.73
2000,Platform,Other,0.98
2000,Puzzle,Other,0.19
2000,Racing,Other,1.35
2000,Role-Playing,Other,1.84
2000,Shooter,Other,0.46
2000,Simulation,Other,0.22
2000,Sports,Other,2.36
2000,Strategy,Other,0.52
2001,Action,Other,4.33
2001,Adventure,Other,0.48000000000000004
2001,Fighting,Other,1.18
2001,Misc,Other,0.92
2001,Platform,Other,2.56
2001,Puzzle,Other,0.18
2001,Racing,Other,4.54
2001,Role-Playing,Other,0.87
2001,Shooter,Other,1.67
2001,Simulation,Other,1.12
2001,Sports,Other,4.62
2001,Strategy,Other,0.26
2002,Action,Other,6.7299999999999995
2002,Adventure,Other,0.63
2002,Fighting,Other,1.57
2002,Misc,Other,0.68
2002,Platform,Other,2.4000000000000004
2002,Puzzle,Other,0.34
2002,Racing,Other,2.5700000000000003
2002,Role-Playing,Other,1.6700000000000002
2002,Shooter,Other,3.7800000000000002
2002,Simulation,Other,0.53
2002,Sports,Other,6.21
2002,Strategy,Other,0.16
2003,Action,Other,5.17
2003,Adventure,Other,0.16
2003,Fighting,Other,1.74
2003,Misc,Other,2.04
2003,Platform,Other,2.7800000000000002
2003,Puzzle,Other,0.07
2003,Racing,Other,4.47
2003,Role-Playing,Other,1.1500000000000001
2003,Shooter,Other,2.21
2003,Simulation,Other,1.2
2003,Sports,Other,4.55
2003,Strategy,Other,0.38
2004,Action,Other,16.21
2004,Adventure,Other,0.31
2004,Fighting,Other,1.36
2004,Misc,Other,2.14
2004,Platform,Other,2.82
2004,Puzzle,Other,0.54
2004,Racing,Other,11.23
2004,Role-Playing,Other,2.18
2004,Shooter,Other,3.19
2004,Simulation,Other,0.99
2004,Sports,Other,5.81
2004,Strategy,Other,0.46
2005,Action,Other,7.59
2005,Adventure,Other,0.64
2005,Fighting,Other,1.8
2005,Misc,Other,6.04
2005,Platform,Other,1.39
2005,Puzzle,Other,1.5699999999999998
2005,Racing,Other,5.35
2005,Role-Playing,Other,2.04
2005,Shooter,Other,3.19
2005,Simulation,Other,4.510000000000001
2005,Sports,Other,5.83
2005,Strategy,Other,0.34
2006,Action,Other,6.98
2006,Adventure,Other,1.05
2006,Fighting,Other,2.68
2006,Misc,Other,6.07
2006,Platform,Other,5.17
2006,Puzzle,Other,0.89
2006,Racing,Other,3.93
2006,Role-Playing,Other,5.37
2006,Shooter,Other,4.6000000000000005
2006,Simulation,Other,2.42
2006,Sports,Other,14.25
2006,Strategy,Other,0.54
2007,Action,Other,15.209999999999999
2007,Adventure,Other,2.2399999999999998
2007,Fighting,Other,4.08
2007,Misc,Other,11.83
2007,Platform,Other,3.66
2007,Puzzle,Other,1.92
2007,Racing,Other,6.4399999999999995
2007,Role-Playing,Other,3.22
2007,Shooter,Other,8.42
2007,Simulation,Other,4.68
2007,Sports,Other,14.25
2007,Strategy,Other,0.8
2008,Action,Other,18.26
2008,Adventure,Other,1.91
2008,Fighting,Other,3.8400000000000003
2008,Misc,Other,10.88
2008,Platform,Other,4.8500000000000005
2008,Puzzle,Other,1.29
2008,Racing,Other,8.59
2008,Role-Playing,Other,5.59
2008,Shooter,Other,7.45
2008,Simulation,Other,3.93
2008,Sports,Other,13.92
2008,Strategy,Other,0.91
2009,Action,Other,16.37
2009,Adventure,Other,1.59
2009,Fighting,Other,3.96
2009,Misc,Other,9.23
2009,Platform,Other,4.28
2009,Puzzle,Other,1.61
2009,Racing,Other,5.38
2009,Role-Playing,Other,3.38
2009,Shooter,Other,8.42
2009,Simulation,Other,3.11
2009,Sports,Other,15.040000000000001
2009,Strategy,Other,1.07
2010,Action,Other,12.48
2010,Adventure,Other,1.3599999999999999
2010,Fighting,Other,1.66
2010,Misc,Other,7.97
2010,Platform,Other,2.5100000000000002
2010,Puzzle,Other,0.88
2010,Racing,Other,5.03
2010,Role-Playing,Other,4.53
2010,Shooter,Other,8.24
2010,Simulation,Other,2.14
2010,Sports,Other,10.35
2010,Strategy,Other,1.42
2011,Action,Other,13.0
2011,Adventure,Other,1.44
2011,Fighting,Other,2.18
2011,Misc,Other,4.74
2011,Platform,Other,2.62
2011,Puzzle,Other,0.42
2011,Racing,Other,3.62
2011,Role-Playing,Other,4.8500000000000005
2011,Shooter,Other,11.28
2011,Simulation,Other,1.34
2011,Sports,Other,6.44
2011,Strategy,Other,0.82
2012,Action,Other,13.94
2012,Adventure,Other,0.38
2012,Fighting,Other,0.91
2012,Misc,Other,1.58
2012,Platform,Other,1.46
2012,Puzzle,Other,0.06
2012,Racing,Other,2.05
2012,Role-Playing,Other,3.35
2012,Shooter,Other,8.49
2012,Simulation,Other,0.73
2012,Sports,Other,2.99
2012,Strategy,Other,0.25
2013,Action,Other,14.629999999999999
2013,Adventure,Other,0.61
2013,Fighting,Other,0.83
2013,Misc,Other,2.06
2013,Platform,Other,2.31
2013,Puzzle,Other,0.05
2013,Racing,Other,1.55
2013,Role-Playing,Other,2.84
2013,Shooter,Other,7.24
2013,Simulation,Other,0.57
2013,Sports,Other,5.09
2013,Strategy,Other,0.5700000000000001
2014,Action,Other,11.99
2014,Adventure,Other,0.5700000000000001
2014,Fighting,Other,1.16
2014,Misc,Other,2.89
2014,Platform,Other,0.9299999999999999
2014,Puzzle,Other,0.09999999999999999
2014,Racing,Other,1.66
2014,Role-Playing,Other,3.2600000000000002
2014,Shooter,Other,8.05
2014,Simulation,Other,0.37
2014,Sports,Other,5.8100000000000005
2014,Strategy,Other,0.04
2015,Action,Other,7.51
2015,Adventure,Other,0.88
2015,Fighting,Other,1.03
2015,Misc,Other,1.0
2015,Platform,Other,0.44
2015,Puzzle,Other,0.01
2015,Racing,Other,0.9500000000000001
2015,Role-Playing,Other,3.98
2015,Shooter,Other,8.46
2015,Simulation,Other,0.39
2015,Sports,Other,5.53
2015,Strategy,Other,0.13
2016,Action,Other,3.07
2016,Adventure,Other,0.37
2016,Fighting,Other,0.54
2016,Misc,Other,0.14
2016,Platform,Other,0.44
2016,Puzzle,Other,0.0
2016,Racing,Other,0.28
2016,Role-Playing,Other,1.4
2016,Shooter,Other,5.02
2016,Simulation,Other,0.13
2016,Sports,Other,3.02
2016,Strategy,Other,0.07
2017,Action,Other,0.0
2017,Role-Playing,Other,0.0
2020,Simulation,Other,0.02
1980,Action,Worldwide,0.34
1980,Fighting,Worldwide,0.77
1980,Misc,Worldwide,2.71
1980,Shooter,Worldwide,7.069999999999999
1980,Sports,Worldwide,0.49
1981,Action,Worldwide,14.84
1981,Platform,Worldwide,6.93
1981,Puzzle,Worldwide,2.2399999999999998
1981,Racing,Worldwide,0.48
1981,Shooter,Worldwide,10.040000000000001
1981,Simulation,Worldwide,0.45
1981,Sports,Worldwide,0.79
1982,Action,Worldwide,6.5200000000000005
1982,Misc,Worldwide,0.87
1982,Platform,Worldwide,5.03
1982,Puzzle,Worldwide,10.03
1982,Racing,Worldwide,1.5699999999999998
1982,Shooter,Worldwide,3.79
1982,Sports,Worldwide,1.05
1983,Action,Worldwide,2.86
1983,Adventure,Worldwide,0.4
1983,Misc,Worldwide,2.14
1983,Platform,Worldwide,6.93
1983,Puzzle,Worldwide,0.78
1983,Shooter,Worldwide,0.48
1983,Sports,Worldwide,3.2
1984,Action,Worldwide,1.85
1984,Misc,Worldwide,1.45
1984,Platform,Worldwide,0.69
1984,Puzzle,Worldwide,3.14
1984,Racing,Worldwide,5.95
1984,Shooter,Worldwide,31.099999999999998
1984,Sports,Worldwide,6.18
1985,Action,Worldwide,3.52
1985,Fighting,Worldwide,1.05
1985,Platform,Worldwide,43.17
1985,Puzzle,Worldwide,3.21
1985,Shooter,Worldwide,1.0
1985,Simulation,Worldwide,0.03
1985,Sports,Worldwide,1.96
1986,Action,Worldwide,13.74
1986,Platform,Worldwide,9.39
1986,Racing,Worldwide,1.96
1986,Role-Playing,Worldwide,2.52
1986,Shooter,Worldwide,3.89
1986,Sports,Worldwide,5.57
1987,Action,Worldwide,1.12
1987,Adventure,Worldwide,4.38
1987,Fighting,Worldwide,5.42
1987,Platform,Worldwide,1.7400000000000002
1987,Role-Playing,Worldwide,4.65
1987,Shooter,Worldwide,0.71
1987,Sports,Worldwide,3.7199999999999998
1988,Action,Worldwide,1.75
1988,Platform,Worldwide,27.73
1988,Puzzle,Worldwide,5.58
1988,Racing,Worldwide,2.14
1988,Role-Playing,Worldwide,5.88
1988,Shooter,Worldwide,0.51
1988,Simulation,Worldwide,0.03
1988,Sports,Worldwide,3.5999999999999996
1989,Action,Worldwide,4.64
1989,Misc,Worldwide,1.28
1989,Platform,Worldwide,20.66
1989,Puzzle,Worldwide,37.75
1989,Role-Playing,Worldwide,2.2
1989,Shooter,Worldwide,1.2
1989,Sports,Worldwide,5.720000000000001
1990,Action,Worldwide,6.390000000000001
1990,Platform,Worldwide,22.97
1990,Puzzle,Worldwide,6.0
1990,Racing,Worldwide,6.26
1990,Role-Playing,Worldwide,4.52
1990,Simulation,Worldwide,1.14
1990,Sports,Worldwide,2.11
1991,Action,Worldwide,6.76
1991,Adventure,Worldwide,2.24
1991,Fighting,Worldwide,0.39
1991,Misc,Worldwide,0.08
1991,Platform,Worldwide,7.64
1991,Puzzle,Worldwide,3.24
1991,Racing,Worldwide,1.14
1991,Role-Playing,Worldwide,3.25
1991,Shooter,Worldwide,2.0
1991,Simulation,Worldwide,2.14
1991,Sports,Worldwide,2.41
1991,Strategy,Worldwide,0.94
1992,Action,Worldwide,3.83
1992,Adventure,Worldwide,12.24
1992,Fighting,Worldwide,15.25
1992,Misc,Worldwide,4.9399999999999995
1992,Platform,Worldwide,13.42
1992,Puzzle,Worldwide,4.84
1992,Racing,Worldwide,9.04
1992,Role-Playing,Worldwide,6.86
1992,Shooter,Worldwide,0.29000000000000004
1992,Simulation,Worldwide,2.14
1992,Sports,Worldwide,2.9499999999999997
1992,Strategy,Worldwide,0.37
1993,Action,Worldwide,1.81
1993,Adventure,Worldwide,0.07
1993,Fighting,Worldwide,8.75
1993,Misc,Worldwide,0.3
1993,Platform,Worldwide,18.67
1993,Puzzle,Worldwide,3.17
1993,Racing,Worldwide,0.36
1993,Role-Playing,Worldwide,5.59
1993,Shooter,Worldwide,3.08
1993,Simulation,Worldwide,0.19
1993,Sports,Worldwide,3.18
1993,Strategy,Worldwide,0.81
1994,Action,Worldwide,1.5499999999999998
1994,Adventure,Worldwide,3.74
1994,Fighting,Worldwide,8.48
1994,Misc,Worldwide,2.8600000000000003
1994,Platform,Worldwide,28.740000000000002
1994,Puzzle,Worldwide,1.53
1994,Racing,Worldwide,2.19
1994,Role-Playing,Worldwide,7.11
1994,Shooter,Worldwide,8.3
1994,Simulation,Worldwide,2.73
1994,Sports,Worldwide,8.39
1994,Strategy,Worldwide,3.56
1995,Action,Worldwide,3.57
1995,Adventure,Worldwide,0.72
1995,Fighting,Worldwide,14.85
1995,Misc,Worldwide,6.3999999999999995
1995,Platform,Worldwide,16.69
1995,Puzzle,Worldwide,2.71
1995,Racing,Worldwide,6.09
1995,Role-Playing,Worldwide,14.26
1995,Shooter,Worldwide,4.15
1995,Simulation,Worldwide,4.18
1995,Sports,Worldwide,7.9799999999999995
1995,Strategy,Worldwide,6.51
1996,Action,Worldwide,20.58
1996,Adventure,Worldwide,4.19
1996,Fighting,Worldwide,18.06
1996,Misc,Worldwide,10.68
1996,Platform,Worldwide,28.23
1996,Puzzle,Worldwide,3.9099999999999997
1996,Racing,Worldwide,28.24
1996,Role-Playing,Worldwide,43.96
1996,Shooter,Worldwide,6.91
1996,Simulation,Worldwide,11.33
1996,Sports,Worldwide,17.45
1996,Strategy,Worldwide,5.61
1997,Action,Worldwide,27.580000000000002
1997,Adventure,Worldwide,4.96
1997,Fighting,Worldwide,11.76
1997,Misc,Worldwide,5.69
1997,Platform,Worldwide,21.85
1997,Puzzle,Worldwide,5.89
1997,Racing,Worldwide,31.91
1997,Role-Playing,Worldwide,21.79
1997,Shooter,Worldwide,22.17
1997,Simulation,Worldwide,9.65
1997,Sports,Worldwide,30.02
1997,Strategy,Worldwide,7.71
1998,Action,Worldwide,39.44
1998,Adventure,Worldwide,9.05
1998,Fighting,Worldwide,31.66
1998,Misc,Worldwide,11.94
1998,Platform,Worldwide,29.88
1998,Puzzle,Worldwide,6.34
1998,Racing,Worldwide,27.900000000000002
1998,Role-Playing,Worldwide,28.080000000000002
1998,Shooter,Worldwide,9.799999999999999
1998,Simulation,Worldwide,7.11
1998,Sports,Worldwide,41.79
1998,Strategy,Worldwide,13.46
1999,Action,Worldwide,27.77
1999,Adventure,Worldwide,7.6
1999,Fighting,Worldwide,14.26
1999,Misc,Worldwide,20.65
1999,Platform,Worldwide,20.82
1999,Puzzle,Worldwide,1.3599999999999999
1999,Racing,Worldwide,37.27
1999,Role-Playing,Worldwide,49.09
1999,Shooter,Worldwide,12.25
1999,Simulation,Worldwide,11.44
1999,Sports,Worldwide,30.29
1999,Strategy,Worldwide,18.45
2000,Action,Worldwide,34.04
2000,Adventure,Worldwide,2.98
